name,2324-T39,2324-T39,A357-T6 (UNCHILLED),A357-T6 (UNCHILLED),"7178-T6,T651","7178-T6,T651",A357-T6 (CHILLED),A357-T6 (CHILLED),"7075-T6,T651","7075-T6,T651",7150-T651,7150-T651,"7079-T6,T651","7079-T6,T651","7075-T73,T7351","7075-T73,T7351","7475-T61,T651","7475-T61,T651","7475,T761,T7651","7475,T761,T7651","2024-T3,T351","2024-T3,T351"
axis,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $
16,0.19528646523232324,150.88169780843623,0.1929602809292929,24.54849055034755,0.19250606688888888,29.38935653729602,0.19396525569696968,31.17400516862018,0.19271621539393938,48.178751601491825,0.19489960236363635,52.9498075525574,0.19291701767676764,56.57395985545526,0.19402123683838382,62.50140313060037,0.19379991144444444,79.88486936202658,0.19338327575757575,101.97583880772227,0.19547686091919192,141.87340094921746
17,0.20713582343434345,150.45537745388953,0.2048323787373737,24.2168510149874,0.20441535744444445,29.156086498208566,0.20586558530303029,30.799430001210744,0.2045963106060606,48.08339286381082,0.2067277626363636,52.81857604776971,0.20479296965656563,56.420393977562,0.20590181382828282,62.422414748379104,0.20567798322222222,79.60822711370032,0.20526154024242424,101.62959306547914,0.20734288841414142,141.4763836482425
18,0.21898518163636363,150.00141502207708,0.21670447654545452,23.880366053120124,0.216324648,28.925232272964074,0.2177659149090909,30.416579043878038,0.2164764058181818,47.98930847307453,0.2185559229090909,52.68614930230008,0.2166689216363636,56.264710356083526,0.2177823908181818,62.3409474933762,0.217556055,79.33264369980111,0.2171398047272727,101.2784192648083,0.21920891590909092,141.05217772623243
19,0.23083453983838384,149.5203571738136,0.22857657435353532,23.539997469650547,0.22823393855555554,28.69687578504819,0.2296662445151515,30.026607198061775,0.228356501030303,47.896445551406515,0.23038408318181816,52.55268086713801,0.22854487361616158,56.10701379309458,0.2296629678080808,62.257213954566645,0.22943412677777777,79.05795966567133,0.2290180692121212,100.92252814844626,0.23107494340404042,140.6011968166657
20,0.24268389804040405,149.01275639035467,0.24044867216161614,23.196676957791833,0.2401432291111111,28.471096368057324,0.2415665741212121,29.63063606691142,0.24023659624242422,47.804752454758685,0.24221224345454545,52.41831907605088,0.24042082559595954,55.947407157694144,0.24154354479797976,62.171420287469246,0.24131219855555555,78.78402162082445,0.24089633369696967,100.56212681431845,0.24294097089898992,140.123865409054
21,0.25453325624242423,148.4791709733969,0.25232076996969693,22.851306099065475,0.25205251966666664,28.247970765698664,0.2534669037272727,29.22975395528616,0.25211669145454546,47.71417877291131,0.2540404037272727,52.28320704558394,0.2522967775757575,55.7859913860054,0.25342412178787876,62.08376621414658,0.25319027033333336,78.510682238945,0.25277459818181813,100.1974187155392,0.2548069983939394,139.62061884894248
22,0.26638261444444444,147.9201650450777,0.2641928677777778,22.504756363301315,0.2639618102222222,28.02757313179018,0.26536723333333334,28.82501586975493,0.26399678666666665,47.62467532947303,0.265868564,52.14748267506032,0.26417272955555554,55.62286548117574,0.2653046987777778,61.99444502320504,0.26506834211111113,78.2378002578886,0.26465286266666666,99.82860366041183,0.2666730258888889,139.09190333790966
23,0.2782319726464646,147.3363085479756,0.2760649655858586,22.157869108637524,0.27587110077777777,27.80997503026061,0.277267562939394,28.417443518596407,0.27587688187878784,47.53619418188084,0.27769672427272724,52.011278646581005,0.2760486815353535,55.45812651337679,0.27718527576767676,61.90364356979481,0.2769464138888889,77.96524047968195,0.2765311271515151,99.45587781242853,0.2785390533838384,138.53817593356746
24,0.2900813308484848,146.72817724510986,0.2879370633939394,21.811455581520615,0.28778039133333333,27.595245435149472,0.28916789254545455,28.008025311799003,0.2877569770909091,47.4486886214001,0.2895248845454545,51.87472242502488,0.2879246335151515,55.29186961980439,0.2890658527575758,61.81154227560988,0.2888244856666667,77.69287377052284,0.28840939163636364,99.07943369027045,0.29040508087878786,137.95990454956114
25,0.301930689050505,146.09635271994085,0.29980916120202017,21.46629691670544,0.2996896818888889,27.383450730607056,0.30106822215151513,27.59771636106087,0.29963707230303027,47.36211317312453,0.3013530448181818,51.73793625804868,0.2998005854949495,55.12418800467857,0.30094642974747476,61.71831512888804,0.30070255744444446,77.42057706078012,0.3002876561212121,98.69946016780766,0.3022711083737374,137.35756795556935
26,0.31378004725252523,145.4414223763698,0.311681259010101,21.123144137255178,0.31159897244444446,27.17465471089443,0.31296855175757576,27.187438479789886,0.3115171675151515,47.27642359597621,0.3131812050909091,51.60103717608702,0.31167653747474744,54.95517293924363,0.31282700673737374,61.62412968441085,0.31258062922222224,77.14823334499373,0.3121659206060606,98.31614247409915,0.31413713586868686,136.73165577730413
27,0.32562940545454544,144.76397943873883,0.3235533568181818,20.782718154541364,0.323508263,26.968918580383438,0.3248688813636364,26.77808018310369,0.3233972627272727,47.19157688270559,0.32500936536363634,51.464136992352394,0.3235524894545454,54.78491376176803,0.3247075837272727,61.52914706350372,0.324458701,76.87573168187468,0.32404418509090904,97.92966219339286,0.3260031633636364,136.08266849651088
28,0.33747876365656565,144.06462295183107,0.3354254546262626,20.445709768243862,0.3354175535555555,26.766300953556694,0.336769210969697,26.370496687829657,0.3352773579393939,47.10753125989147,0.3368375256363636,51.32734230283518,0.3354284414343434,54.61349787754449,0.33658816071717174,61.43352195403581,0.3363367727777778,76.60296719430508,0.33592244957575756,97.54019726512564,0.33786919085858585,135.41111745096842
29,0.3493281218585858,143.34395778087054,0.3472975524343434,20.112779666350868,0.3473268441111111,26.566857855007598,0.34866954057575755,25.965509912504885,0.34715745315151514,47.02424618794103,0.34866568590909086,51.190754486303604,0.3473043934141414,54.44101075888991,0.3484687377070707,61.337402610420106,0.34821484455555557,76.32984106933812,0.34780071406060603,97.14792198392328,0.3497352183535354,134.71752483448893
30,0.361177480060606,142.60259461152225,0.35916965024242425,19.78455842515892,0.35923613466666665,26.370642719440315,0.3605698701818182,25.563908477376216,0.3590375483636363,46.94168236108978,0.3604938461818182,51.05446970430378,0.35918034539393934,54.267535945145426,0.3603493146969697,61.240930853613385,0.36009291633333335,76.05626055819802,0.3596789785454545,96.7530069996005,0.36160124584848485,134.00242369691796
31,0.3730268382626262,141.84114994989207,0.37104174805050505,19.461646509272903,0.3711454252222222,26.177706391669794,0.3724701997878788,25.166447704400248,0.37091764357575757,46.85980170740164,0.37232200645454544,50.91857890115969,0.37105629737373735,54.0931550426764,0.3722298916868687,61.14424207111622,0.3719709881111111,75.78213897628014,0.371557243030303,96.35561931716093,0.3734672733434344,133.26635794413446
32,0.38487619646464644,141.06024612252685,0.38291384585858584,19.144614271606027,0.3830547157777778,25.98809712662175,0.3843705293939394,24.7738496172433,0.38279773878787876,46.77856738876883,0.3841501667272727,50.7831678039732,0.3829322493535353,53.9179477248724,0.3841104686767677,61.04746521697298,0.3838490598888889,75.5073957031509,0.3834355075151515,95.95592229679714,0.38533330083838385,132.50988233805072
33,0.39672555466666665,140.2605112764144,0.39478594366666664,18.834001953379843,0.39496400633333334,25.80186058933268,0.396270859,24.38680294128143,0.39467783399999995,46.697943800911986,0.39597832699999996,50.64831692262405,0.3948082013333333,53.74199173214719,0.39599104566666665,60.95072281177185,0.3957271316666667,75.23195618254779,0.39531377199999995,95.55407565389065,0.3971993283333333,131.73356249661245
34,0.40857491286868686,139.4425793789834,0.40665804147474743,18.530319684124244,0.4068732968888889,25.61903985494986,0.4081711886060606,24.00596310360045,0.4065579292121212,46.61789657338009,0.4078064872727272,50.514101549769826,0.4066841533131313,53.565362871938795,0.4078716226565657,60.85413094264478,0.40760520344444445,74.95575192237938,0.4071920364848485,95.15023545901187,0.40906535582828285,130.93797489379875
35,0.42042427107070707,138.6070902181035,0.4185301392828283,18.23404748167745,0.41878258744444447,25.439675408731333,0.42007151821212124,23.631952232995893,0.4184380244242424,46.53839256955046,0.41963464754545454,50.38059176084602,0.41856010529292925,53.38813501870942,0.41975219964646465,60.75779926326756,0.41948327522222223,74.67872049472534,0.41907030096969694,94.74455413792015,0.4209313833232323,130.12370685962208
36,0.4322736292727272,137.7546894020853,0.4304022370909091,17.94563525218604,0.43069187800000003,25.263805146045918,0.4319718478181818,23.26535915997304,0.4303181196363636,46.45939988662881,0.4314628078181818,50.247852414065996,0.4304360572727272,53.21038011394549,0.4316327766363636,60.66183099385974,0.431361347,74.40080553583638,0.4309485654545454,94.3371804715638,0.43279741081818185,129.29135658012822
37,0.44412298747474743,136.8860283596803,0.4422743348989899,17.665502790104913,0.44260116855555554,25.091464372373224,0.4438721774242424,22.906739416746916,0.4421982148484848,46.380887855649206,0.44329096809090907,50.11594315042096,0.44231200925252523,53.032168166157675,0.44351335362626265,60.56632292118469,0.4432394187777778,74.12195674613434,0.44282682993939393,93.92825959608003,0.4446634383131313,128.44153309739644
38,0.45597234567676764,136.00176434008094,0.45414643270707067,17.394039778197307,0.4545104591111111,24.922685803303615,0.45577250703030303,22.556615237242276,0.454078310060606,46.30282704147406,0.4551191283636363,49.984918393680026,0.4541879612323232,52.85356725088083,0.4553939306161616,60.471365398549594,0.45511749055555556,73.84212989021212,0.4547050944242424,93.51793300279496,0.45652946580808085,127.57485630953934
39,0.46782170387878785,135.10256041292064,0.4660185305151515,17.131605787534802,0.46641974966666666,24.757499564538243,0.46767283663636366,22.215475557093622,0.46595840527272725,46.22518924279417,0.4669472886363636,49.85482735039017,0.46606391321212115,52.67464351067403,0.4672745076060606,60.377042345805386,0.46699556233333334,73.56128679683367,0.46658335890909086,93.10633853822368,0.4683954933030303,126.6919569707029
40,0.47967106208080806,134.18908546827373,0.4778906283232323,16.878530277497322,0.4783290402222222,24.595933191889024,0.47957316624242424,21.883776013645182,0.47783850048484844,46.14794749212868,0.4787754489090909,49.72571400987622,0.4779398651919191,52.495461155120594,0.47915508459595957,60.28343124934685,0.4788736341111111,73.27939535893405,0.47846162339393933,92.6936104040702,0.48026152079797985,125.79347669106646
41,0.4915204202828283,133.26201421665542,0.4897627261313131,16.635112595773116,0.4902383307777778,24.438011631278677,0.4914734958484848,21.561938945950942,0.4897185956969697,46.071076055825095,0.49060360918181817,49.59761714424092,0.4898158171717171,52.31608246082802,0.4910356615858586,60.190603162112524,0.4907517058888889,72.99642953361939,0.49033988787878785,92.27987915722744,0.4921275482929293,124.88006793684278
42,0.5033697784848484,132.32202718902195,0.5016348239393938,16.401621978358783,0.5021476213333333,24.283757238740655,0.5033738254545455,21.250353394774606,0.5015986909090909,45.99455043405929,0.5024317694545455,49.470570308364856,0.501691769151515,52.136567771428055,0.5029162385757575,60.09862270358479,0.5026297776666667,72.71236934216692,0.5022181523636363,91.86527170977725,0.5039935757878788,123.95239403027796
43,0.5152191366868687,131.36981073677043,0.5135069217474747,16.178297549559243,0.5140569118888889,24.13318978041923,0.515274155060606,20.949375102589634,0.5134787861212121,45.918347360835504,0.5142599297272727,49.3446018399065,0.5135677211313131,51.956975497576636,0.5147968155656566,60.007548059789784,0.5145078494444445,72.42720087002493,0.5140964168484847,91.44991132899044,0.5158596032828283,123.01112914965152
44,0.527068494888889,130.40605703173892,0.5253790195555555,15.965348321987776,0.5259662024444445,23.986326432569413,0.5271744846666666,20.659326513579217,0.5253588813333333,45.842444803986325,0.52608809,49.21973485930219,0.5254436731111111,51.77736211695394,0.5266773925555556,59.91743098329748,0.5263859212222223,72.14091626681277,0.5259746813333332,91.0339176373267,0.5277256307777779,122.05695832927631
45,0.5389178530909091,129.43146406620644,0.5372511173636363,15.762953196565984,0.537875493,23.843181781557014,0.5390748142727272,20.38049677363629,0.5372389765454545,45.76682196517271,0.5379162502727273,49.09598726976614,0.537319625090909,51.59778217426434,0.5385579695454545,59.82831679322161,0.538263993,71.85351374632091,0.5378529458181818,90.61740661243468,0.5395916582727274,121.09057745949865
46,0.5507672112929293,128.4467356528929,0.5491232151717171,15.57126096252381,0.5497847835555556,23.703767823858605,0.5509751438787879,20.113141730363516,0.5491190717575757,45.69145927988398,0.5497444105454545,48.973371757290444,0.549195577070707,51.418288281236435,0.5504385465353535,59.740244375219746,0.5501420647777778,71.56499758651088,0.5497312103030302,90.20049058715196,0.5514576857676768,120.11269328669813
47,0.5626165694949495,127.45258142495916,0.560995312979798,15.390390297399538,0.5616940741111112,23.568093966061546,0.5628754734848485,19.85748393307331,0.560999166969697,45.61633841743781,0.5615725708181818,48.85189579064506,0.561071529050505,51.23893111662305,0.5623191235252525,59.65324618149323,0.5620201365555556,71.27537812951529,0.5616094747878787,89.78327824950503,0.5633237132626263,119.12402341328779
48,0.5744659276969697,126.44971683600707,0.5728674107878787,15.22042976703979,0.5736033646666667,23.436167024863956,0.574775803090909,19.613712632787824,0.5728792621818182,45.541442280980256,0.573400731090909,48.73156162137783,0.572947481030303,51.059759426201204,0.5741997005151516,59.56734823078722,0.5738982083333334,70.98467178163784,0.5734877392727272,89.36587464270934,0.5751897407575758,118.12529629771403
49,0.58631528589899,125.43886316007931,0.5847395085959596,15.061437825599516,0.5855126552222223,23.307991227074744,0.5866761326969696,19.381983782238944,0.5847593573939394,45.46675500748571,0.5852288913636364,48.61236628381445,0.584823433010101,50.88082002277216,0.5860802775050505,59.48257010839065,0.5857762801111112,70.69290101335328,0.5853660037575756,88.94838116516925,0.5870557682525254,117.11725125445662
50,0.5981646441010101,124.42074749165961,0.5966116064040403,14.91344281554202,0.5974219457777779,23.183568209613593,0.5985764623030302,19.162420035868294,0.5966394526060605,45.39226196775694,0.5970570516363637,48.49430159505852,0.5966993849898989,50.70215778616137,0.5979608544949495,59.39892496613627,0.5976543518888889,70.40009435930747,0.5972442682424242,88.53089557047801,0.5989217957474748,116.10063845402874
51,0.6100140023030304,123.39610274567254,0.6084837042121212,14.776442967638935,0.6093312363333334,23.062897019510956,0.6104767919090909,18.955110749827234,0.6085195478181817,45.31794976642507,0.608885211909091,48.377354154991494,0.6085753369696969,50.52381566321853,0.6098414314848485,59.31641952240063,0.6095324236666667,70.10628641831734,0.6091225327272726,88.11351196741788,0.6107878232424243,115.07621892297692
52,0.6218633605050505,122.36566765748367,0.620355802020202,14.650406400970228,0.621240526888889,22.945974113908058,0.6223771215151515,18.760111981976888,0.620399643030303,45.2438062419496,0.6207133721818182,48.26150534627269,0.6204512889494949,50.34583466781752,0.6217220084747475,59.23505406210407,0.6214104954444445,69.8115178533709,0.6210007972121211,87.69632081996,0.6226538507373738,114.04476454388112
53,0.6337127187070707,121.33018678289946,0.6322278998282828,14.53527112292421,0.6331498174444445,22.83279336005691,0.634277451121212,18.577446491888075,0.6322797382424242,45.169820466618376,0.6325415324545455,48.14673133433932,0.6323272409292928,50.16825388085647,0.6336025854646464,59.15482243671073,0.6332885672222223,69.51583539162725,0.6328790616969696,87.27940894726441,0.6345198782323234,113.00705805535456
54,0.645562076909091,120.29041049816732,0.6440999976363636,14.43094502919753,0.6450591080000001,22.723346035320294,0.6461777807272727,18.407103740841407,0.6441598334545454,45.095982746547605,0.6443696927272727,48.03300306740647,0.6442031929090908,49.99111045025769,0.6454831624545454,59.07571206422855,0.645166639,69.21929182441654,0.644757326181818,86.86285952368013,0.6463859057272728,111.963893052044
55,0.6574114351111111,119.24709499997564,0.6559720954444445,14.337305903795171,0.6569683985555557,22.617620827171763,0.6580781103333333,18.249039891827177,0.6560399286666666,45.02228462168188,0.656197853,47.920286276467074,0.6560791448888889,49.81443959096776,0.6573637394444445,58.99770392920927,0.6570447107777778,68.92194600724004,0.6566355906666665,86.4467520787451,0.6582519332222223,110.91607398462949
56,0.6692607933131314,118.20100230545364,0.6678441932525252,14.25420141903046,0.6688776891111111,22.51560383319566,0.6699784399393939,18.103177809545464,0.6679200238787878,44.94871886579411,0.6680260132727273,47.80854147529197,0.6679550968686868,49.638274584957415,0.6692443164343435,58.920772582748434,0.6689227825555556,68.62386285977004,0.6685138551515151,86.03116249718619,0.6701179607171718,109.86441615982446
57,0.6811101515151515,117.1529002521716,0.679716291060606,14.181449135525051,0.6807869796666667,22.41727856108708,0.6818787695454545,17.96940706040607,0.6798001190909091,44.87527948648562,0.6798541735454545,47.69772396042985,0.6798310488484848,49.46264678122165,0.6811248934242424,58.844886142485365,0.6808008543333334,68.32511336585,0.6803921196363635,85.61616301891917,0.6819839882121213,108.80974574037572
58,0.6929595097171717,116.10356249814066,0.6915883888686868,14.118836502208937,0.6926962702222222,22.32262592865191,0.693779099151515,17.84758391252851,0.6916802143030303,44.801961725186054,0.6916823338181818,47.58778381120728,0.6917070008282827,49.28758559577966,0.6930054704141414,58.770006292603206,0.6926789261111111,68.02577457349436,0.692270384121212,85.20182223904875,0.6938500157070708,107.75289974506349
59,0.704808867919192,115.05376852181288,0.7034604866767676,14.066120856320463,0.7046055607777778,22.23162426380681,0.7056794287575757,17.737531335742094,0.7035603095151515,44.728762057153446,0.7035104940909092,47.47866588972871,0.7035829528080807,49.11311851167486,0.7048860474040404,58.696088283828885,0.7045569978888889,67.72592959488871,0.7041486486060605,84.78820510786859,0.7057160432020203,106.69472604870137
60,0.7166582261212121,114.00430362208132,0.7153325844848485,14.023029423406314,0.7165148513333334,22.14424930457922,0.7175797583636363,17.639039001585818,0.7154404047272727,44.655678191474166,0.7153386543636364,47.370309840876466,0.7154589047878787,48.93927107897488,0.7167666243939393,58.62308093343314,0.7164350696666667,67.42566760638971,0.7160269130909089,84.37537293086127,0.7175820706969698,105.63608338213629
61,0.7285075843232324,112.95595891827992,0.7272046822929292,13.98925931732148,0.7284241418888889,22.060474199107343,0.7294800879696969,17.551863283308442,0.7273204999393938,44.58270907106297,0.7271668146363637,47.262650092310736,0.7273348567676767,48.766066914771564,0.7286472013838384,58.55092662523049,0.7283131414444445,67.12508384852505,0.7279051775757575,83.96338336869827,0.7294480981919192,104.57784133224862
62,0.7403569425252525,111.90953135018358,0.7390767801010101,13.964477540229328,0.7403334324444445,21.980269505640166,0.7413804175757576,17.475727255868474,0.7392005951515151,44.50985487266296,0.7389949749090909,47.15561585446958,0.7392108087474747,48.593527703180975,0.7405277783737374,58.47956130957927,0.7401912132222223,66.82427962599357,0.739783442060606,83.55229043724005,0.7413141256868688,103.52088034195208
63,0.7522063007272728,110.86582367800813,0.7509488779090908,13.948320982601532,0.7522427230000001,21.903603192537453,0.7532807471818181,17.41032069593413,0.7510806903636363,44.43711700684562,0.7508231351818182,47.049131120568944,0.7510867607272727,48.4216731953434,0.7524083553636364,58.408914503381595,0.752069285,66.52336230766514,0.7516617065454544,83.14214450753596,0.7531801531818183,102.46609171019375
64,0.764055658929293,109.82564448241034,0.7628209757171717,13.940396423218122,0.7641520135555556,21.830440638269735,0.7651810767878787,17.3553000818834,0.7629607855757575,44.36449811801076,0.7626512954545455,46.94311466660263,0.7629627127070706,48.250521209423326,0.7642889323535353,58.33890929008341,0.7639473567777778,66.22244532658073,0.7635399710303029,82.73299230582427,0.7650461806767678,101.41437759195418
65,0.7759050171313131,108.78980816448794,0.7746930735252525,13.940280529167456,0.7760613041111112,21.76074463141833,0.7770814063939393,17.310288593803982,0.7748408807878787,44.29200208438658,0.7744794557272727,46.83748005134234,0.7748386646868686,48.08008763060947,0.7761695093434343,58.269462319674425,0.7758254285555556,65.92164817995237,0.7754182355151514,82.32487691353222,0.7769122081717172,100.36665099824717
66,0.7877543753333334,107.7591349457795,0.7865651713333333,13.947519855846252,0.7879705946666667,21.69447537067532,0.7889817359999999,17.274876113493324,0.7867209759999999,44.219634018029645,0.786307616,46.73213561633763,0.7867146166666665,47.910386411114764,0.7880500863333333,58.20048380868816,0.7877035003333334,65.6210964291632,0.7872964999999998,81.91783776727596,0.7887782356666667,99.32383579612
67,0.7996037335353535,106.73445086826463,0.7984372691414141,13.961630846959547,0.7998798852222223,21.631590464843576,0.8008820656060606,17.248619224458636,0.7986010712121212,44.14740026482486,0.7981357762727272,46.626984485915926,0.7985905686464645,47.74142957017635,0.7999306633232323,58.13187754020195,0.7995815721111111,65.32092169976742,0.7991747644848484,81.51191065886054,0.8006442631616163,98.28686670865325
68,0.8114530917373738,105.71658779436382,0.8103093669494948,13.9820998345207,0.8117891757777779,21.57204493283673,0.8127823952121211,17.23104121191684,0.8104811664242424,44.07530840448551,0.8099639365454545,46.52192456718254,0.8104665206262626,47.5732271940556,0.8118112403131313,58.0635408638369,0.8114596438888889,65.02126168149033,0.8110530289696969,81.10712773527999,0.8125102906565658,97.256689314961
