name,4330M (180-200KSI),4330M (180-200KSI),301(FH),301(FH),4330M (220-240 KSI),4330M (220-240 KSI),4340(260-280 ksi),4340(260-280 ksi),15-5 PH(150-170 KSI),15-5 PH(150-170 KSI),15-5 PH(180-200)&4340M(275-300K,15-5 PH(180-200)&4340M(275-300K,17-4 PH (180-200 KSI),17-4 PH (180-200 KSI)
axis,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$
46,0.04214568414568429,233.59999999999428,0.0066039754964964965,130.36638199278957,0.08463263263263242,47.96481825512971,0.08050431383764697,32.99999999999918,0.013682730349397008,114.01004933653878,0.049545736212402894,42.999999999998934,0.07163830497163795,26.999999999999332
47,0.04354015554015568,233.59999999999428,0.006645055029029029,130.36608188828507,0.08601093401093379,47.95571696244644,0.0819438486105151,32.99999999999918,0.014860098193431509,114.01166999505767,0.05097478430811765,42.999999999998934,0.07309213975880606,26.999999999999332
48,0.044934626934627075,233.59999999999428,0.006686134561561561,130.36578178378056,0.08738923538923517,47.946370976061964,0.08338338338338319,32.99999999999918,0.016037466037466017,114.01321358970246,0.05240383240383241,42.999999999998934,0.07454597454597418,26.999999999999332
49,0.04632909832909847,233.59999999999428,0.006727214094094094,130.36548167927603,0.08876753676753654,47.93666131116941,0.08482291815625129,32.99999999999918,0.017214833881500524,114.0146367508779,0.05383288049954718,42.999999999998934,0.07599980933314229,26.999999999999332
50,0.04772356972356985,233.59999999999428,0.006768293626626626,130.36518157477155,0.09014583814583792,47.92547931854508,0.08626245292911941,32.99999999999918,0.018392201725535025,114.01589782309229,0.05526192859526194,42.999999999998934,0.0774536441203104,26.999999999999332
51,0.049118041118041245,233.59999999999428,0.006809373159159159,130.36488147026702,0.09152413952413928,47.91294382163987,0.0877019877019875,32.99999999999918,0.019569569569569532,114.01695686495742,0.0566909766909767,42.999999999998934,0.07890747890747853,26.999999999999332
52,0.05051251251251264,233.59999999999428,0.006850452691691692,130.36458136576252,0.09290244090244065,47.89916878149679,0.0891415224748556,32.99999999999918,0.020746937413604033,114.01777564918869,0.058120024786691454,42.999999999998934,0.08036131369464664,26.999999999999332
53,0.05190698390698403,233.59999999999428,0.006891532224224224,130.36428126125801,0.09428074228074203,47.88426329675085,0.09058105724772372,32.99999999999918,0.02192430525763854,114.01831766260496,0.059549072882406226,42.999999999998934,0.08181514848181475,26.999999999999332
54,0.053301455301455414,233.59999999999428,0.006932611756756756,130.3639811567535,0.0956590436590434,47.86833160362914,0.09202059202059182,32.99999999999918,0.02310167310167304,114.01854810612866,0.060978120978120984,42.999999999998934,0.08326898326898285,26.999999999999332
55,0.05469592669592681,233.59999999999428,0.006973691289289289,130.36368105224906,0.09703734503734478,47.85147307595077,0.09346012679345991,32.99999999999918,0.02427904094570755,114.01843389478573,0.06240716907383574,42.999999999998934,0.08472281805615098,26.999999999999332
56,0.0560903980903982,233.59999999999428,0.0070147708218218216,130.36338094774453,0.09841564641564615,47.8337822251269,0.09489966156632804,32.99999999999918,0.025456408789742056,114.01794365770567,0.0638362171695505,42.999999999998934,0.08617665284331909,26.999999999999332
57,0.0574848694848696,233.59999999999428,0.007055850354354354,130.36308084324003,0.09979394779394751,47.815348700160754,0.09633919633919613,32.99999999999918,0.026633776633776564,114.01704773812149,0.06526526526526526,42.999999999998934,0.0876304876304872,26.999999999999332
58,0.05887934087934098,233.59999999999428,0.007096929886886887,130.3627807387355,0.10117224917224889,47.79625728764759,0.09777873111206423,32.99999999999918,0.027811144477811058,114.01571819336974,0.06669431336098003,42.999999999998934,0.0890843224176553,26.999999999999332
59,0.06027381227381237,233.59999999999428,0.007138009419419419,130.362480634231,0.10255055055055026,47.77658791177472,0.09921826588493235,32.99999999999918,0.028988512321845565,114.01392879489049,0.06812336145669479,42.999999999998934,0.09053815720482343,26.999999999999332
60,0.061668283668283766,233.59999999999428,0.007179088951951951,130.3621805297265,0.10392885192885164,47.75641563432148,0.10065780065780044,32.99999999999918,0.030165880165880073,114.01165502822737,0.06955240955240954,42.999999999998934,0.09199199199199154,27.000005253178426
61,0.06306275506275516,233.59999999999428,0.0072201684844844845,130.361880425222,0.10530715330715301,47.73581065465926,0.10209733543066854,32.99999999999918,0.03134324800991458,114.00887409302752,0.0709814576481243,42.999999999998934,0.09344582677915965,27.000410288736845
62,0.06445722645722654,233.60024039003744,0.007261248017017017,130.3615803207175,0.10668545468545437,47.71483830975152,0.10353687020353666,32.99999999999918,0.032520615853949074,114.0055649030416,0.07241050574383907,42.999999999998934,0.09489966156632776,27.001156223933478
63,0.06585169785169794,233.60096246704572,0.007302327549549549,130.36128021621298,0.10806375606375575,47.69355907415373,0.10497640497640476,32.99999999999918,0.03369798369798358,114.00170808612383,0.07383955383955383,42.999999999998934,0.09635349635349588,27.00218588342237
64,0.06724616924616933,233.60209122063455,0.007343407082082082,130.36098011170847,0.10944205744205712,47.67202856001345,0.10641593974927285,32.99999999999918,0.03487535154201809,113.997285984232,0.07526860193526859,42.999999999998934,0.09780733114066399,27.003443799252732
65,0.06864064064064072,233.60355384433439,0.007384486614614614,130.36068000720394,0.1108203588203585,47.65029751707024,0.10785547452214098,32.99999999999918,0.0360527193860526,113.9922826534273,0.07669765003098335,42.999999999998934,0.0992611659278321,27.00487621086894
66,0.07003511203511212,233.60527973559056,0.007425566147147147,130.36037990269946,0.11219866019865987,47.628411832655736,0.10929500929500907,32.99999999999918,0.037230087230087104,113.98668386387456,0.0781266981266981,42.999999999998934,0.10071500071500022,27.006431065110533
67,0.0714295834295835,233.60720049576332,0.00746664567967968,130.36007979819496,0.11357696157696123,47.60652599926182,0.11073454406787717,32.99999999999918,0.0384074550741216,113.98047709984219,0.07955574622241288,42.999999999998934,0.10216883550216833,27.008058016212214
68,0.07282405482405489,233.60924993012787,0.007507725212212212,130.35977969369046,0.11495526295526261,47.58516641999316,0.11217407884074529,32.99999999999918,0.039584822918156105,113.97365155970196,0.08098479431812763,42.999999999998934,0.10362267028933644,27.009708425803858
69,0.07421852621852629,233.6113640478744,0.007548804744744744,130.35947958918595,0.11633356433356398,47.56444432514705,0.11361361361361338,32.99999999999918,0.04076219076219061,113.96619815592933,0.08241384241384239,42.999999999998934,0.10507650507650455,27.0113353629105
70,0.07561299761299768,233.61348106210787,0.007589884277277277,130.35917948468142,0.11771186571186536,47.54446826097157,0.11505314838648148,32.99999999999918,0.04193955860622512,113.95810951510323,0.08384289050955715,42.999999999998934,0.10653033986367268,27.012893603952335
71,0.07700746900746906,233.6155413898483,0.007630963809809809,130.35887938017694,0.11909016709016673,47.52534408966562,0.11649268315934957,32.99999999999918,0.043116926450259614,113.94937997790612,0.08527193860527192,42.999999999998934,0.10798417465084079,27.014339632744736
72,0.07840194040194046,233.61748765203058,0.007672043342342342,130.35857927567244,0.12046846846846809,47.50717498937897,0.1179322179322177,32.99999999999918,0.04429429429429412,113.940005599124,0.08670098670098668,42.999999999998934,0.1094380094380089,27.015631640498224
73,0.07979641179641185,233.6192646735046,0.007713122874874875,130.35827917116796,0.12184676984676947,47.49006145421208,0.11937175270508579,32.99999999999918,0.04547166213832863,113.92998414764641,0.08813003479670144,42.999999999998934,0.110891844225177,27.016729525818498
74,0.08119088319088325,233.62081948303506,0.007754202407407406,130.3579790666634,0.12322507122507084,47.47413830098691,0.12081128747795389,32.99999999999918,0.04664902998236314,113.91931510646639,0.0895590828924162,42.999999999998934,0.11234567901234513,27.017594894706413
75,0.08258535458535463,233.6221013133017,0.0077952819399399395,130.3576789621589,0.12460337260337222,47.460087884702965,0.12225082225082201,32.99999999999918,0.047826397826397644,113.90799967268057,0.09098813098813095,42.999999999998934,0.11379951379951324,27.018191060558
76,0.08397982597982602,233.62306160089912,0.007836361472472473,130.3573788576544,0.1259816739816736,47.447910205360294,0.1236903570236901,32.99999999999918,0.04900376567043214,113.89604075748905,0.09241717908384572,42.999999999998934,0.11525334858668135,27.01848304416444
77,0.08537429737429741,233.62365398633685,0.007877441005005004,130.35707875314992,0.12735997535997495,47.43760526295886,0.1251298917965582,32.99999999999918,0.050181133514466646,113.88344298619552,0.09384622717956048,42.999999999998934,0.11670718337384946,27.018437573712095
78,0.08676876876876881,233.62383431403939,0.007918520537537537,130.3567786486454,0.1287382767382763,47.42917305749867,0.12656942656942632,32.99999999999918,0.05135850135850115,113.87021269820717,0.09527527527527524,42.999999999998934,0.11816101816101758,27.018023084782477
79,0.08816324016324019,233.6235606323461,0.00795960007007007,130.35647854414088,0.1301165781165777,47.42261358897976,0.12800896134229442,32.99999999999918,0.05253586920253566,113.85635794703468,0.09670432337099,42.999999999998934,0.11961485294818569,27.017209720352273
80,0.08955771155771158,233.62279319351137,0.008000679602602602,130.3561784396364,0.13149487949487906,47.41792685740209,0.12944849611516251,32.99999999999918,0.053713237046570154,113.84188850029234,0.09813337146670477,42.999999999998934,0.1210686877353538,27.015969330793325
81,0.09095218295218298,233.6214944537044,0.008041759135135135,130.35587833513188,0.13287318087318045,47.415112862765675,0.13088803088803064,32.99999999999918,0.05489060489060466,113.82681583969794,0.09956241956241953,42.999999999998934,0.12252252252252192,27.014275473872654
82,0.09234665434665437,233.61962907300943,0.008082838667667668,130.3555782306274,0.1342514822514818,47.414171605070486,0.13232756566089873,32.99999999999918,0.05606797273463917,113.81115316107284,0.10099146765813428,42.999999999998934,0.12397635730969003,27.012103414752435
83,0.09374112574112577,233.61716391542552,0.0081239182002002,130.3552781261229,0.13562978362978317,47.415103084316584,0.13376710043376683,32.99999999999918,0.05724534057867368,113.79491537434181,0.10242051575384904,42.999999999998934,0.12543019209685813,27.00943012599001
84,0.09513559713559715,233.61406804886673,0.008164997732732732,130.3549780216184,0.13700808500808456,47.41790730050391,0.13520663520663495,32.99999999999918,0.058422708422708185,113.77811910353331,0.1038495638495638,42.999999999998934,0.12688402688402625,27.006234287537886
85,0.09653006853006854,233.61031274516205,0.008206077265265264,130.35467791711392,0.13838638638638592,47.42258425363251,0.13664616997950305,32.99999999999918,0.05960007626674268,113.76078268677921,0.10527861194527857,42.999999999998934,0.12833786167119438,27.002496286743735
86,0.09792453992453994,233.60587148005533,0.008247156797797797,130.35437781260939,0.1397646877646873,47.429133943702354,0.13808570475237114,32.99999999999918,0.060777444110777186,113.74292617631498,0.10670766004099333,42.999999999998934,0.12979169645836247,26.998198218350392
87,0.09931901131901133,233.6007199332054,0.00828823633033033,130.35407770810488,0.14114298914298867,47.43755637071345,0.13952523952523926,32.99999999999918,0.061954811954811694,113.72446698038674,0.10813670813670809,42.999999999998934,0.1312455312455306,26.993323884495865
88,0.10071348271348271,233.59483598818608,0.008329315862862861,130.35377760360038,0.14252129052129006,47.447851534665794,0.14096477429810736,32.99999999999918,0.0631321797988462,113.70514615561957,0.10956575623242286,42.999999999998934,0.13269936603269872,26.98785879471332
89,0.1021079541079541,233.58819973248598,0.008370395395395394,130.35347749909585,0.14389959189959142,47.46001943555938,0.14240430907097548,32.99999999999918,0.06430954764288072,113.6850475882972,0.11099480432813762,42.999999999998934,0.1341532008198668,26.981790165931077
90,0.10350242550242549,233.5807934575087,0.008411474927927928,130.35317739459137,0.14527789327789278,47.473548877675505,0.14384384384384358,32.99999999999918,0.06548691548691521,113.66425516470346,0.11242385242385237,42.999999999998934,0.13560703560703494,26.97510692247264
91,0.1048968968968969,233.5726016585728,0.008452554460460459,130.35287729008684,0.14665619465619417,47.48829360152835,0.14528337861671167,32.99999999999918,0.0666642833309497,113.642852771122,0.11385290051956713,42.999999999998934,0.13706087039420306,26.967799696056687
92,0.10629136829136827,233.5637191232383,0.008493633992992992,130.35257718558233,0.14803449603449553,47.504172204406544,0.14672291338957977,32.99999999999918,0.06784165117498422,113.62092429383667,0.11528194861528189,42.999999999998934,0.13851470518137116,26.959860825797016
93,0.10768583968583968,233.56120738713742,0.008534713525525525,130.35227708107786,0.14941279741279692,47.52110110523997,0.1481624481624479,32.99999999999918,0.06901901901901872,113.5985536191312,0.11671099671099665,42.999999999998934,0.13996853996853928,26.95128435820263
94,0.10908031108031106,233.56399969216324,0.008575793058058057,130.35197697657333,0.15079109879109828,47.53899454459972,0.14960198293531599,32.99999999999918,0.07019638686305321,113.57582463328926,0.1181400448067114,42.999999999998934,0.14142237475570738,26.94206604717769
95,0.11047478247478244,233.571062160237,0.00861687259059059,130.35167687206882,0.15216940016939967,47.55776458469813,0.15104151770818408,32.99999999999918,0.07137375470708773,113.55282122259473,0.11956909290242616,42.999999999998934,0.1428762095428755,26.932203354021514
96,0.11186925386925385,233.58139379330797,0.008657952123123123,130.35137676756435,0.15354770154770103,47.57732110938876,0.1524810524810522,32.99999999999918,0.07255112255112223,113.52962727333129,0.12099814099814092,42.999999999998934,0.14433004433004362,26.921695447428572
97,0.11326372526372523,233.59402647335352,0.008699031655655654,130.35107666305984,0.1549260029260024,47.597571824166465,0.1539205872539203,32.99999999999918,0.07372849039515675,113.5063266717827,0.1224271890938557,42.999999999998934,0.14578387911721172,26.910543203488537
98,0.11465819665819664,233.60802496237932,0.008740111188188187,130.35077655855534,0.15630430430430378,47.61842225616726,0.1553601220267884,32.99999999999918,0.07490585823919124,113.48300330423272,0.12385623718957046,42.999999999998934,0.14723771390437984,26.89874920568622
99,0.11605266805266802,233.6224869024188,0.00878119072072072,130.35047645405083,0.15768260568260514,47.63977575416844,0.15679965679965652,32.99999999999918,0.07608322608322574,113.45974105696514,0.12528528528528524,42.999999999998934,0.14869154869154796,26.886317744901586
100,0.1174471394471394,233.63654281553394,0.008822270253253252,130.3501763495463,0.15906090706090653,47.66153348858851,0.1582391915725246,32.99999999999918,0.07726059392726026,113.43662381626363,0.126714333381,42.999999999998934,0.15014538347871606,26.873254819409787
101,0.11884161084161081,233.64935610381445,0.008863349785785785,130.34987624504183,0.1604392084392079,47.68359445148726,0.1596787263453927,32.99999999999918,0.07843796177129475,113.41373546841204,0.12814338147671475,42.999999999998934,0.15159921826588418,26.859568134881133
102,0.12023608223608219,233.66012304937826,0.008904429318318318,130.34957614053732,0.16181750981750925,47.70585545656565,0.16111826111826083,32.99999999999918,0.07961532961532927,113.39115989969407,0.1295724295724295,42.999999999998934,0.1530530530530523,26.845267104381104
103,0.12163055363055357,233.6680728143715,0.00894550885085085,130.3492760360328,0.16319581119581064,47.72821113916594,0.16255779589112893,32.99999999999918,0.08079269745936377,113.36898099639349,0.13100147766814427,42.999999999998934,0.1545068878402204,26.83036284837033
104,0.12302502502502498,233.6724674409684,0.008986588383383383,130.3489759315283,0.164574112574112,47.750553956271574,0.16399733066399702,32.99999999999918,0.08197006530339826,113.34728264479399,0.13243052576385902,42.999999999998934,0.15596072262738853,26.81486819470463
