name,4330M(180-200KSI),4330M(180-200KSI),15-5 PH ( 150-170 KSI),15-5 PH ( 150-170 KSI),15-5_PH(180-200KSI),15-5_PH(180-200KSI),17-4_PH(180-200KSI),17-4_PH(180-200KSI),4130(150-170_KSI),4130(150-170_KSI),301(FH),301(FH),4130(180-200 KSI),4130(180-200 KSI),4330_M(220-240KSI),4330_M(220-240KSI),4340M(275-300KSI),4340M(275-300KSI),4340(260-280KSI),4340(260-280KSI)
axis,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$
37,0.10250250214814816,328.438657963202,0.10940940940940905,328.45144393154015,0.10920920877777779,325.2801195639121,0.09089089133333333,233.78710905646986,0.08468468433333333,268.27160491110453,-0.021117608836907206,144.21052631578544,-0.00957331600606463,106.31578947368138,0.07777777774074074,79.99999999999802,0.06856856837037037,57.22222221999859,0.07657657625925926,46.146472141184105
38,0.10388496569269269,328.4115820977682,0.11075940805670498,328.4884897199104,0.11055379660960962,324.69352713190074,0.09225171161261261,231.15344860470265,0.08485512504504504,268.26993657626963,-0.02105614386316153,144.21052631578544,-0.009334187989158835,106.31578947368138,0.07914941965265265,79.99999999999802,0.06998349681281282,57.22222221999859,0.0779887992932933,46.12161444481145
39,0.10526742923723724,328.38424113532085,0.11210940670400092,328.53640406905384,0.11189838444144146,324.06209996029276,0.09361253189189189,228.47438860557884,0.08502556575675675,268.2682682414348,-0.020994678889415856,144.21052631578544,-0.009095059972253043,106.31578947368138,0.08052106156456457,79.99999999999802,0.07139842525525526,57.22222221999859,0.07940102232732732,46.09507317754706
40,0.10664989278178177,328.3574169077064,0.11345940535129687,328.59277409022286,0.11324297227327329,323.3850930099567,0.09497335217117117,225.75774773416575,0.08519600646846846,268.2665999066,-0.02093321391567018,144.21052631578544,-0.008855931955347248,106.31578947368138,0.08189270347647648,79.99999999999802,0.0728133536976977,57.22222221999859,0.08081324536136136,46.06702046841509
41,0.10803235632632632,328.3314240681631,0.1148094039985928,328.6552622169871,0.11458756010510512,322.6619046996894,0.09633417245045045,223.01142548949224,0.08536644718018017,268.2649315717651,-0.020871748941924506,144.21052631578544,-0.008616803938441454,106.31578947368138,0.08326434538838838,79.99999999999802,0.07422828214014016,57.22222221999859,0.0822254683953954,46.03762502038065
42,0.10941481987087087,328.30628419582115,0.11615940264588873,328.7216062052342,0.11593214793693696,321.9281952319032,0.09769499272972973,220.2434021945495,0.08553688789189189,268.2632632369303,-0.02081028396817883,144.21052631578544,-0.008377675921535661,106.31578947368138,0.0846359873003003,79.99996716756894,0.07564321058258258,57.22222221999859,0.08363769142942942,46.00705211034982
43,0.11079728341541542,328.28202197478913,0.11750940129318467,328.78961913316874,0.11727673576876878,321.2006918007999,0.09905581300900901,217.46173899629014,0.0857073286036036,268.26159490209545,-0.020748818994433156,144.21052631578544,-0.008138547904629867,106.31578947368138,0.08600762921221221,79.99972575303825,0.07705813902502504,57.22222221999859,0.08504991446346347,45.975463589169614
44,0.11217974695995996,328.25866519415405,0.11885939994048061,328.85718940131295,0.11862132360060061,320.4311169069712,0.10041663328828829,214.67457786562892,0.08587776931531531,268.2599265672606,-0.020687354020687478,144.21052631578544,-0.007899419887724073,106.31578947368138,0.08737927112412412,79.99930700033762,0.07847306746746747,57.22222221999859,0.08646213749749751,45.94301788162798
45,0.1135622105045045,328.2362447479819,0.12020939858777654,328.92228073250675,0.11996591143243245,319.5914705175235,0.10177745356756757,211.8901415974425,0.08604821002702702,268.25825823242576,-0.020625889046941803,144.21052631578544,-0.00766029187081828,106.31578947368138,0.08875091303603604,79.99874124372099,0.07988799590990991,57.22222221999859,0.08787436053153153,45.909869986453856
46,0.11494467404904905,328.2147946353164,0.12155939723507247,328.9829321719074,0.12131049926426427,318.6833515760494,0.10313827384684685,209.1167338105691,0.08621865073873874,268.2565898975909,-0.020564424073196128,144.21052631578544,-0.007421163853912486,106.31578947368138,0.09012255494794795,79.9980579077645,0.08130292435235237,57.22222221999859,0.08928658356556557,45.876171476317054
47,0.11632713759359359,328.1943519601805,0.1229093958823684,329.03725808698954,0.1226550870960961,317.708473502677,0.10449909412612612,206.36273894780913,0.08638909145045046,268.2549215627561,-0.020502959099450453,144.21052631578544,-0.007182035837006691,106.31578947368138,0.09149419685985985,79.99728550736661,0.0827178527947948,57.22222221999859,0.09069880659959961,45.84207049782842
48,0.11770960113813814,328.1749569315749,0.12425939452966436,329.08344816754544,0.12399967492792793,316.6686641940695,0.1058599144054054,203.6366222759247,0.08655953216216217,268.2532532279213,-0.020441494125704777,144.21052631578544,-0.0069429078201008985,106.31578947368138,0.09286583877177176,79.996451647748,0.08413278123723725,57.222405432762685,0.09211102963363363,45.8077117715397
49,0.11909206468268269,328.1566528634797,0.1256093931769603,329.119767425685,0.12534426275975977,315.5658660234258,0.10722073468468468,200.95416942692125,0.08672997287387388,268.25158489308643,-0.020380029151959102,144.21052631578544,-0.006703779803195104,106.31578947368138,0.09423748068368368,79.99558302445158,0.0855477096796797,57.22277369418905,0.09352325266766767,45.77323659194357
50,0.12047452822722722,328.1394861748526,0.12695939182425622,329.16563379521375,0.1266888505915916,314.40213584048,0.10858155496396396,198.32808914628717,0.08690041358558559,268.2499165582516,-0.020318564178213427,144.21052631578544,-0.00646465178628931,106.31578947368138,0.09560912259559559,79.99470542334255,0.08696263812212213,57.22329660998343,0.09493547570170172,45.7387828274737
51,0.12185699177177177,328.1235063896304,0.12830939047155215,329.2183003956988,0.12803343842342343,313.1796449715017,0.10994237524324324,195.76529855962133,0.0870708542972973,268.24824822341674,-0.02025709920446775,144.21052631578544,-0.006225523769383517,106.31578947368138,0.0969807645075075,79.99384372060833,0.08837756656456458,57.223944689482074,0.09634769873573573,45.70448492050468
52,0.12323945531631632,328.10876613672804,0.1296593891188481,329.2729635349878,0.12937802625525527,311.900679219296,0.11130319552252252,193.27284841277847,0.08724129500900901,268.24657988858195,-0.020195634230722074,144.21052631578544,-0.005986395752477723,106.31578947368138,0.09835240641941942,79.99302188275858,0.089792495007007,57.22468934565174,0.09775992176976978,45.67047388735205
53,0.12462191886086085,328.0953211500394,0.13100938776614404,329.32499294516066,0.1307226140870871,310.5676388632031,0.1126640158018018,190.8579230718688,0.08741173572072072,268.2449115537471,-0.0201341692569764,144.21052631578544,-0.005747267735571928,106.31578947368138,0.09972404833133133,79.99226296662528,0.09120742344944946,57.22550289508968,0.09917214480380382,45.63687731827234
54,0.1260043824054054,328.0832302684364,0.13235938641343997,329.36993178252925,0.13206720191891894,309.1951647470546,0.11402483608108108,188.34967364718142,0.08758217643243243,268.24324321891226,-0.020072704283230724,144.21052631578544,-0.005508139718666136,106.31578947368138,0.10109569024324323,79.99158911936257,0.09262235189189191,57.226358558023655,0.10058436783783783,45.60381937746295
55,0.12738684594994995,328.0725554357696,0.1337093850607359,329.4034966276375,0.13341178975075077,307.7937336834209,0.11538565636036036,185.89414936740098,0.08775261714414415,268.24157488407747,-0.02001123930948505,144.21052631578544,-0.005269011701760341,106.31578947368138,0.10246733215515515,79.9910215784469,0.09403728033433434,57.227230458311915,0.10199659087187188,45.57142080306226
56,0.1287693094944945,328.0633617008681,0.13505938370803183,329.4215774852616,0.1347563775825826,306.3629415230817,0.11674647663963963,183.49618222515923,0.08792305785585586,268.23990654924256,-0.019949774335739374,144.21052631578544,-0.005029883684854547,106.31578947368138,0.10383897406706706,79.99058067167697,0.09545220877677679,57.22809362344323,0.10340881390590592,45.53979890714964
57,0.13015177303903902,328.05571721753955,0.1364093823553278,329.42023778440984,0.13610096541441444,304.9025913338317,0.11810729691891891,181.15275145478756,0.08809349856756757,268.2382382144078,-0.0198883093619937,144.21052631578544,-0.004790755667948754,106.31578947368138,0.10521061597897897,79.99028581717369,0.09686713721921922,57.22892398453686,0.10482103693993994,45.50906757574537
58,0.1315342365835836,328.04969324456994,0.13775938100262372,329.3861531233435,0.13744555324624627,303.41269340047876,0.11946811719819819,178.86555061236402,0.08826393927927928,268.2365698795729,-0.01982684438824802,144.21052631578544,-0.00455162765104296,106.31578947368138,0.10658225789089089,79.99015552338024,0.09828206566166167,57.229698376342576,0.10623325997397398,45.47933726881066
59,0.13291670012812812,328.04536414572397,0.13910937964991965,329.3161689463796,0.1387901410780781,301.89346522484567,0.12082893747747747,176.641428148657,0.08843437999099099,268.2349015447381,-0.019765379414502345,144.21052631578544,-0.0043124996341371655,106.31578947368138,0.1079538998028028,79.99020738906206,0.09969699410410413,57.23039453724064,0.107645483008008,45.450715020247735
60,0.13429916367267267,328.0428073897446,0.14045937829721558,329.20837704599006,0.1401347289099099,300.33328861014814,0.12218975775675675,174.4872559794563,0.0886048207027027,268.2332332099033,-0.01970391444075667,144.21052631578544,-0.004073371617231373,106.31578947368138,0.10932554171471472,79.99045810330685,0.10111192254654655,57.230991109241835,0.10905770604204204,45.42330443789968
61,0.13568162721721722,328.0421035503535,0.14180937694451154,329.06099774478224,0.14147931674174175,298.72376466062036,0.12355057803603603,172.40992948557295,0.08877526141441441,268.23156487506844,-0.019642449467010995,144.21052631578544,-0.0038342436003255785,106.31578947368138,0.11069718362662662,79.99092344552454,0.102526850988989,57.231467637987414,0.11046992907607608,45.39720570355059
62,0.13706409076176176,328.04333630625064,0.14315937559180747,328.872379895499,0.14282390457357358,297.06904071945473,0.12491139831531531,170.4026080794493,0.08894570212612612,268.2298965402336,-0.01958098449326532,144.21052631578544,-0.003595115583419784,106.31578947368138,0.11206882553853853,79.99161828544732,0.10394177943143146,57.23180457274917,0.1118821521101101,45.37251557292548
63,0.1384465543063063,328.04659244111457,0.1445093742391034,328.64100088101924,0.1441684924054054,295.3733739693462,0.1262722185945946,168.40807927045952,0.08911614283783784,268.2282282053988,-0.019519519519519645,144.21052631578544,-0.0033559875665139915,106.31578947368138,0.11344046745045044,79.99255658312961,0.10535670787387388,57.23198326642937,0.11329437514414414,45.34932737569033
64,0.13982901785085083,328.051092429738,0.14585937288639933,328.3654666143569,0.14551308023723725,293.64113143249244,0.12763303887387387,166.30698277778902,0.08928658354954955,268.2265598705639,-0.01945805454577397,144.21052631578544,-0.003116859549608197,106.31578947368138,0.11481210936236236,79.99375138894813,0.10677163631631634,57.23198597556079,0.11470659817817819,45.32773101545207
65,0.1412114813953954,328.0563014689981,0.14720937153369526,328.04451153866177,0.14685766806906908,291.8767899705938,0.12899385915315315,164.24576537876464,0.08945702426126126,268.22489153572906,-0.01939658957202829,144.21052631578544,-0.0028777315327024027,106.31578947368138,0.11618375127427427,79.99521484360179,0.10818656475875876,57.23179586030672,0.1161188212122122,45.307812969758544
66,0.14259394493993993,328.0621259896953,0.14855937018099122,327.67699862721923,0.14820225590090091,290.08493628485303,0.13035467943243242,162.22669253598895,0.08962746497297297,268.22322320089427,-0.01933512459828262,144.21052631578544,-0.00263860351579661,106.31578947368138,0.11755539318618619,79.99695817811178,0.10960149320120122,57.231396984460936,0.11753104424624625,45.2896562900986
67,0.14397640848448448,328.0684704194181,0.14990936882828715,327.2619193834502,0.14954684373273275,288.2702669159754,0.1317154997117117,160.25243540771072,0.08979790568468468,268.2215548660594,-0.01927365962453694,144.21052631578544,-0.0023994754988908157,106.31578947368138,0.1189270350980981,79.99899171382158,0.11101642164364367,57.23077431544773,0.11894326728028029,45.273340601901985
