name,p/b =1,p/b =1,p/b =2/3,p/b =2/3,p/b =1/3,p/b =1/3,p/b =1/6,p/b =1/6,p/b =1/12,p/b =1/12
axis,a/b,beta,a/b,beta,a/b,beta,a/b,beta,a/b,beta
35,0.827901658,0.8279799164261331,0.798982939,0.7701551257451619,0.556005504,0.7481945219990751,0.548698848,0.6988345800275032,0.527111002,0.6765863850795865
36,0.85294356,0.8211278906656115,0.81494895,0.7632485430425818,0.578921833,0.7435271212818592,0.572445479,0.6973235276637484,0.550857633,0.675806361741562
37,0.874675325,0.8144818926227153,0.833658417,0.7559393024786527,0.602170283,0.7388157722904986,0.59619211,0.6960886866538245,0.575221059,0.6756515430948801
38,0.90297939,0.8074887221703838,0.854545455,0.7484183468461404,0.625916913,0.7344697326869382,0.619938741,0.6940035315858025,0.598350894,0.6729442398411525
39,0.926126358,0.801153372918607,0.880504043,0.7409148922791168,0.65232051,0.7295748199467642,0.643685371,0.6904462553263365,0.622097525,0.6705211186788099
40,0.942186407,0.7943671111127123,0.888923303,0.7330736457588279,0.677272727,0.725364945295686,0.66771984,0.687093292732047,0.64530446,0.6688287865324927
41,0.978656783,0.7872594173911469,0.913773313,0.7253269321316449,0.708017153,0.7206982568791648,0.691718329,0.6826456707775153,0.669590787,0.6651135969007959
42,1.000604427,0.7803108303258818,0.928429062,0.7174645277978422,0.726258883,0.7157615003267954,0.715423444,0.67743582197196,0.693337417,0.6622589246958132
43,1.028874226,0.7733933991503588,0.948074001,0.7092939559787577,0.736363636,0.7101415615868758,0.73853697,0.6714089585947385,0.717084048,0.6596734552737327
44,1.052595156,0.7671135959753255,0.974339214,0.7011124478065521,0.768220259,0.7040728297980364,0.762418525,0.6644365677527726,0.740830679,0.6558597649990525
45,1.075276233,0.7607001079806808,0.988551213,0.6930410246826789,0.790914482,0.697222584472238,0.786165156,0.6566759676000195,0.764577309,0.6503035889223762
46,1.099702921,0.7548624933603878,1.003338888,0.6851161655191442,0.8,0.6897408050825338,0.809911786,0.6480455374855554,0.78832394,0.6434155296803531
47,1.128692314,0.7491044650838213,1.024890754,0.6772355856390107,0.817332608,0.6817252656350188,0.833658417,0.6386989251748448,0.812070571,0.6349084309946351
48,1.146682186,0.7436297521651262,1.050518144,0.6695558316140872,0.833418552,0.6727888705007808,0.857405048,0.6287482171351761,0.835817202,0.6247672918786146
49,1.161401172,0.7382238662132147,1.072204117,0.6620489401822782,0.85375172,0.6633965439748731,0.880072286,0.6184841515476399,0.858700319,0.6131312656862811
50,1.18122274,0.7328105996538383,1.089744242,0.6547792621468391,0.865800321,0.6532925920779739,0.894464184,0.6079409429079504,0.877643654,0.6001116150597194
51,1.197413624,0.7275976142755425,1.110846361,0.6477215217376707,0.886728539,0.6429639617908233,0.905094562,0.5969773837066654,0.890866209,0.5859240139399964
52,1.226557216,0.7222904003717177,1.133729478,0.6408226678025017,0.909647635,0.6324486812947767,0.920009802,0.5856443465779484,0.903459119,0.5710979282572681
53,1.250802028,0.7170198771616302,1.166471045,0.6345444665281477,0.918181818,0.6217468060345289,0.931818182,0.5738392503977398,0.917851017,0.5559018670216588
54,1.273043045,0.7119793576815797,1.190023938,0.6283957490894826,0.931818182,0.6106803171226081,0.942461161,0.5614158348550576,0.93278261,0.5404439643244868
55,1.296634686,0.7070777353701686,1.205894564,0.6224779226597411,0.950088867,0.5997861277641527,0.949153394,0.5482730340276987,0.941990154,0.5249022561436606
56,1.317842966,0.7017777628232038,1.227553578,0.6172429535391827,0.968119859,0.5892408621487172,0.957325936,0.5347024462118919,0.957788532,0.509235272888464
57,1.324566038,0.697040773055945,1.250469907,0.6121767566761924,0.989921211,0.5790627052373899,0.965776035,0.5205459344374492,0.961026709,0.4933583262304433
58,1.346814218,0.6918651325043318,1.272727273,0.6073881253366713,1.004202401,0.5689991766428839,0.974519113,0.5057147394976802,0.965824008,0.47712622040204483
59,1.381325467,0.6870480591406635,1.297963169,0.6030959913890537,1.009090909,0.5593870798615849,0.979736176,0.49056234769415985,0.975829804,0.46059938586901855
60,1.40237823,0.6821793706248268,1.320879498,0.5990629427841182,1.018181818,0.5503789182445602,0.98477334,0.4751742215355565,0.975922323,0.4439424314341631
61,1.441955948,0.6771795031741537,1.322623132,0.5952704847448438,1.024461765,0.5419316470330293,0.99741765,0.45975141367113,0.982884403,0.4271099920591233
62,1.465185946,0.6722194136788419,1.342591889,0.5919810700926897,1.031818182,0.5336680953475786,1.00019323,0.44461650855734147,0.988709947,0.41012671002781903
63,1.486618803,0.6666922300684536,1.369936494,0.5887667092090971,1.05,0.5255638204324639,1.010246998,0.42974174522444664,0.989090909,0.3932907265487459
64,1.570703463,0.6615664992984687,1.392783631,0.5857734757891526,1.053314751,0.518037818054132,1.014996324,0.4153621809136853,0.992329086,0.3767993035455289
65,1.598587764,0.6569249989367997,1.417429756,0.5830672886932895,1.063636364,0.5109720109444981,1.026599792,0.40184589967590634,0.992598934,0.36081594475137246
66,1.628954668,0.6520737787803278,1.440276893,0.5802741791807331,1.075442294,0.5041800433873433,1.04090174,0.38961852137467273,0.994487871,0.3455346824778314
67,1.650912591,0.6469144885468817,1.468507153,0.5779079200983562,1.081818182,0.4977813381301765,1.054214245,0.37863730431932213,0.999884832,0.33109172387981206
68,1.675584416,0.6420794934434249,1.492087724,0.5757180918636943,1.090909091,0.4916988050304744,1.068426244,0.3690030165428072,1.002209677,0.3176996479705102
69,1.701010101,0.637269638992492,1.515525957,0.5737417448831386,1.1,0.48609576526790305,1.091273381,0.3611243470993289,1.003770644,0.3056617353230793
70,1.730325025,0.6326222151724401,1.536363636,0.5720670915721862,1.120911694,0.4807759366833154,1.109982847,0.35505965811622936,1.013916932,0.29518461440403637
71,1.755459446,0.6282324586621301,1.568181818,0.5704258501701065,1.144523401,0.47594707872402214,1.133729478,0.35093067041049275,1.016075717,0.2863574388500951
72,1.779206077,0.6243437683973498,1.586363636,0.5683547573526206,1.163952463,0.4714469662787329,1.156645807,0.3487959869230676,1.025790247,0.27932663793053764
73,1.803118768,0.6202745658710291,1.618181818,0.5662668566903144,1.186547742,0.4674786930262508,1.18122274,0.34866620498893636,1.028188897,0.27431048634365
74,1.8264115,0.617094588024065,1.647852336,0.564002990492211,1.209785121,0.46391785261315605,1.20496937,0.35041564254540436,1.051861723,0.2713358218014362
75,1.848718941,0.6137000709686591,1.670907049,0.5617023931135321,1.23303357,0.46111979941816583,1.228716001,0.3536706297908713,1.075442294,0.270346378417928
76,1.875687143,0.610861654060368,1.697028343,0.5592309924410611,1.257705394,0.45857138847684453,1.252462632,0.35842528663781714,1.098289431,0.27127342928824993
77,1.89937842,0.6082459587440837,1.720199298,0.5568337251409371,1.282021375,0.4572934787626087,1.276209262,0.3641761499130212,1.124097977,0.274456515896998
78,1.92186576,0.6060339272929701,1.742506739,0.5540834101955451,1.305532753,0.45653899085456146,1.299236298,0.37083968920898397,1.146682186,0.27953902706127814
79,1.947231479,0.6038274748946378,1.766253369,0.5509897175398565,1.330034959,0.45648586702695637,1.323702524,0.3781507337038133,1.170428816,0.28623782404823206
80,1.966588581,0.6020930646220364,1.790575676,0.5477782926557893,1.345454545,0.4570389569327096,1.336655232,0.38565719866363873,1.19381565,0.2941235205565347
81,1.970721112,0.6003750433246312,1.820402883,0.5443726955442794,1.376412848,0.45837936827267817,1.360401862,0.3930997417979005,1.217922078,0.30306272857833855
82,1.992925753,0.5984389353318209,1.842170628,0.5405983771745179,1.400159479,0.46028594924297483,1.384148493,0.40024687098525946,1.243163252,0.312990778599155
83,1.999710505,0.5963389370467744,1.866456955,0.5366657737337093,1.424394406,0.46253293507957877,1.407895124,0.40674171170410595,1.266340533,0.32375435272305814
84,2.019190966,0.5945964640417228,1.902719397,0.5324287749804346,1.457142398,0.4651263574583608,1.431641754,0.41247556283376147,1.28916197,0.3351918049106933
85,2.0425778,0.5924664973550984,1.926759005,0.5282938983582203,1.480394307,0.46763952394821456,1.455388385,0.41778467390503743,1.311983407,0.34673131224802567
86,2.068348291,0.590829408036462,1.959090909,0.5236566689973754,1.495454545,0.4702135345607238,1.478235522,0.4224639951768708,1.335216042,0.35816525339912425
87,2.089351466,0.5884611293268287,1.990909091,0.5190357911439718,1.522727273,0.47259560013433166,1.502881647,0.42659109421814284,1.360401862,0.3688555696002367
88,2.090071061,0.586770252316263,2.016672384,0.5139877497584711,1.530437897,0.4750628187508036,1.526628277,0.43027965908847443,1.384148493,0.37650868539857385
89,2.111658907,0.5849655125605807,2.042433881,0.5092619545289602,1.551703391,0.4766180683762567,1.550374908,0.43367485324328975,1.408061184,0.3844631453938746
90,2.113817692,0.5833227885473314,2.064165646,0.5043375930103496,1.576999918,0.47868552461221525,1.574121539,0.4369258272030002,1.431641754,0.391445444079549
91,2.139048487,0.5812151461788199,2.090909091,0.499812917868006,1.6,0.48003433172036086,1.59786817,0.43990683046552326,1.454225963,0.3955502888809521
92,2.160231561,0.5787023382655081,2.113636364,0.4953863849315254,1.618181818,0.4811968996447202,1.6216148,0.44256217664867376,1.48003451,0.4008340746852614
93,2.175343053,0.5760373970001308,2.143860778,0.49095496604460764,1.647354155,0.4819817573991751,1.645361431,0.44500955447638024,1.502881647,0.40614522868781505
94,2.196681809,0.5733759127233338,2.168930193,0.48673746311320903,1.659090909,0.48251281277060437,1.669108062,0.44725415911467903,1.526628277,0.4106074786325404
95,2.218767836,0.5705667873970337,2.2,0.4828698703717479,1.671266846,0.4826361424116079,1.692854692,0.44910864081856994,1.550374908,0.4150369168890333
96,2.243344768,0.5674727334097234,2.218181818,0.47919212377039627,1.695454545,0.4825922444901394,1.716601323,0.4501803203358101,1.574121539,0.419466346780136
97,2.276556839,0.56451619628194,2.245454545,0.4759535720073041,1.713636364,0.4822676752558406,1.740347954,0.4503163426899513,1.598767663,0.4235263218755443
98,2.298393776,0.5615835321583791,2.264572817,0.47312733744165386,1.740347954,0.4814427860377432,1.764094585,0.4493122563078668,1.621974598,0.4273981144793594
99,2.299653067,0.5583357569027094,2.289675607,0.47050200062044273,1.759090909,0.48020746858195623,1.787841215,0.44703301720132005,1.644497917,0.43082507810644083
100,2.322757202,0.5549766824792587,2.316068825,0.4682592393247806,1.790909091,0.47813889540306237,1.811587846,0.4432438236761895,1.669108062,0.433353683738335
101,2.348180746,0.5517415864548049,2.338331291,0.46635811392622434,1.790971453,0.47544472902599405,1.835334477,0.43796997387008324,1.692854692,0.43460880953687026
102,2.369228896,0.5486322917179958,2.361579741,0.4646700483754916,1.815635567,0.47194670651678394,1.858001715,0.43098470644109527,1.718095866,0.4347946416897053
103,2.381661182,0.5459807593485565,2.385284857,0.4632524609570397,1.837493261,0.4673947931891438,1.880021318,0.4221822962807941,1.740707751,0.43431215814342644
104,2.40119002,0.5434454132282313,2.409571184,0.4618149585549482,1.863636364,0.4619249184182351,1.897939231,0.41194447091568465,1.764094585,0.433219743053049
105,2.416545718,0.5410518889564307,2.434181328,0.4608111548931996,1.87836625,0.45567052370321603,1.9162889,0.40034132458249366,1.787841215,0.4315118441094362
106,2.439794168,0.5384348601886602,2.457527042,0.4601114078812465,1.895454545,0.44847197069068717,1.934098873,0.3879546613727324,1.811587846,0.4289592320777483
107,2.464500259,0.5361697566914382,2.480348479,0.459625781340046,1.916693672,0.44052415776794585,1.946511884,0.37464907528341795,1.835334477,0.4253531515016826
108,2.488196391,0.5340544713313757,2.50552916,0.4592694331381651,1.943771888,0.4319529038201869,1.964591705,0.3606758641361085,1.859081108,0.4204130435633025
109,2.511573756,0.5320881656006481,2.528304337,0.4589952008027789,1.963636364,0.42293580680355525,1.970258515,0.3463865213942681,1.881650219,0.4139309747867221
110,2.53493489,0.5302672621220028,2.540909091,0.4587560069992467,1.981818182,0.4136468295654361,1.978403021,0.33227150846988246,1.892662202,0.4057867354881241
111,2.550677196,0.5285857307927138,2.55288127,0.458506407786232,2.000301601,0.40427334057146463,1.99616393,0.3185822985150571,1.901794203,0.39586757662453964
112,2.559025503,0.5270353936692024,2.559090909,0.4582040959299328,2.024827793,0.39512778798489634,2.007840993,0.3059628539556745,1.918447684,0.38417563839392915
113,2.575963659,0.525606226479331,2.575797599,0.4578113119151097,2.046895369,0.38603298559249,2.02422813,0.2944723627686161,1.927352671,0.3710338080216221
114,2.584124339,0.5242866418591077,2.590909091,0.4572961214540635,2.072321054,0.37790694986506046,2.040419015,0.28450443854414376,1.9443531,0.35650449054614747
115,2.604858161,0.5230637394105525,2.601223284,0.4566335182947387,2.104507933,0.37045642668539164,2.062006861,0.276221274833784,1.9443531,0.3408691477794314
116,2.630486809,0.5219235076774589,2.622751164,0.45580631112910586,2.126194724,0.364000853644826,2.085753492,0.26992317666392635,1.9583852,0.32459401580955277
117,2.654344146,0.5208509631358061,2.645542948,0.4548057534029961,2.15,0.3583119797836975,2.109500123,0.26558642893622436,1.961917756,0.30787769227811707
118,2.677548313,0.51983021129555,2.659090909,0.45363187482854306,2.172727273,0.3535841314962052,2.133246753,0.2630640042919876,1.964381824,0.2911757527371694
119,2.700508925,0.5188444150105475,2.692851698,0.45229347340041126,2.198010292,0.35009798434925193,2.156993384,0.2623137717208721,1.977421755,0.27510221447818417
120,2.724753737,0.5178756550933573,2.716284659,0.45080772671695146,2.223052193,0.3476169539638256,2.180740015,0.26341854024754024,1.980872539,0.26000388753989223
121,2.747420975,0.5169046683316493,2.739865229,0.4491993814074708,2.25,0.34663166622320674,2.204486645,0.2659609528599947,1.998322715,0.24610985832515464
122,2.773866087,0.5159104480029817,2.76361186,0.44749947946676694,2.267876412,0.3463375899308954,2.228233276,0.2697524717114321,1.999402107,0.2340102350014813
123,2.789787123,0.5148696919846696,2.790909091,0.4457435802980999,2.295395464,0.34677065868249773,2.251979907,0.2745456267857627,2.008037246,0.2239006649315122
124,2.813418105,0.5137560835555105,2.810991501,0.443969437265748,2.315124357,0.34811274765483097,2.275726538,0.2799906523588954,2.019640713,0.21589742157942188
125,2.836003104,0.5125393899860922,2.845454545,0.4422140875583532,2.342783785,0.34990102147533836,2.299473168,0.2859875892783056,2.040419015,0.21014317522539389
126,2.859797708,0.5111843640144264,2.860622243,0.44051031416415165,2.367474884,0.3520205296010851,2.323981723,0.29229654413924905,2.064165646,0.20661127262043028
127,2.881985216,0.5096494333036746,2.880957223,0.43888243875932714,2.390909091,0.35480045565442664,2.345471887,0.298351428016005,2.087912276,0.2053893370525727
128,2.901234379,0.5078851629786701,2.904929222,0.43734140431060686,2.414719055,0.35784077522340296,2.370713061,0.30431308689879843,2.111658907,0.20608139523833177
129,2.922762259,0.5058324763380202,2.93059385,0.43587910619326337,2.437455485,0.3610209538884707,2.394459691,0.3102526776667335,2.135405538,0.20887806973357215
130,2.946628822,0.5034206188384961,2.954545455,0.4344619306257229,2.459090909,0.36422901583339723,2.418206322,0.315766964725174,2.159152169,0.21340678589962006
131,2.967617006,0.50056485044848,2.968516499,0.4330234592218952,2.481818182,0.3673647711722682,2.441952953,0.32061075158353997,2.182898799,0.21952443075275294
