name,Case 1 - Skin,Case 1 - Skin,Case 2 - Skin,Case 2 - Skin,Case 1 - Stiffener,Case 1 - Stiffener,Case 2 - Stiffener,Case 2 - Stiffener
axis,a (in.),$\sigma_c$,a (in.),$\sigma_c$,a (in.),$\sigma_c$,a (in.),$\sigma_c$
21,0.949748743718593,24.439120553123185,0.949748743718593,19.23607387657915,0.949748743718593,47.639757120868,0.949748743718593,46.52495296246858
22,0.9949748743718594,24.019829585983906,0.9949748743718594,18.897311075748746,0.9949748743718594,47.58035212875103,0.9949748743718594,46.46478830647571
23,1.0402010050251256,23.638835868546266,1.0402010050251256,18.57632040261679,1.0402010050251256,47.518623567885875,1.0402010050251256,46.40277698761425
24,1.085427135678392,23.291282789923805,1.085427135678392,18.272445044693345,1.085427135678392,47.454571298919774,1.085427135678392,46.33893080569001
25,1.1306532663316584,22.97287725701284,1.1306532663316584,17.985301874327163,1.1306532663316584,47.38819601134697,1.1306532663316584,46.27326199069841
26,1.1758793969849246,22.679783331414328,1.1758793969849246,17.714728059901645,1.1758793969849246,47.31949922674852,1.1758793969849246,46.20578319602113
27,1.221105527638191,22.40853792989762,1.221105527638191,17.46074086536557,1.221105527638191,47.24848330134141,1.221105527638191,46.13650749138701
28,1.2663316582914574,22.155983712242485,1.2663316582914574,17.223508154030487,1.2663316582914574,47.175151427829526,1.2663316582914574,46.06544835560462
29,1.3115577889447236,21.919215584290857,1.3115577889447236,17.00332777234367,1.3115577889447236,47.09950763655005,1.3115577889447236,45.992619669074315
30,1.35678391959799,21.69553817633729,1.35678391959799,16.800614481157773,1.35678391959799,47.021556795909525,1.35678391959799,45.91803570608775
31,1.4020100502512562,21.48243232998425,1.4020100502512562,16.615893486196423,1.4020100502512562,46.94130461210583,1.4020100502512562,45.84171112692304
32,1.4472361809045227,21.27752911511484,1.4472361809045227,16.449799937404414,1.4472361809045227,46.85875762813238,1.4472361809045227,45.76366096974386
33,1.492462311557789,21.07859025313607,1.492462311557789,16.303084048700985,1.492462311557789,46.77392322206296,1.492462311557789,45.68390064231124
34,1.5376884422110553,20.883666962862318,1.5376884422110553,16.176329012933838,1.5376884422110553,46.68681586037487,1.5376884422110553,45.60244455130839
35,1.5829145728643217,20.692059837119576,1.5829145728643217,16.068310012073425,1.5829145728643217,46.59749217258928,1.5829145728643217,45.519298452794416
36,1.6281407035175879,20.503613054416675,1.6281407035175879,15.977136980068932,1.6281407035175879,46.50602569655641,1.6281407035175879,45.4344649345052
37,1.6733668341708543,20.318234114777475,1.6733668341708543,15.901017229657668,1.6733668341708543,46.412489777644495,1.6733668341708543,45.34794712588977
38,1.7185929648241207,20.135884164486026,1.7185929648241207,15.838230232918612,1.7185929648241207,46.3169574613402,1.7185929648241207,45.259748709005194
39,1.763819095477387,19.95657071810845,1.763819095477387,15.787103482779228,1.763819095477387,46.21950143844274,1.763819095477387,45.16987391808525
40,1.8090452261306533,19.780341262961294,1.8090452261306533,15.745991385881112,1.8090452261306533,46.12019399263365,1.8090452261306533,45.07832753871732
41,1.8542713567839197,19.607277644163222,1.8542713567839197,15.71325695053385,1.8542713567839197,46.01910695043081,1.8542713567839197,44.98511490662682
42,1.899497487437186,19.43749114749025,1.899497487437186,15.687256170496427,1.899497487437186,45.91631163352842,1.899497487437186,44.89024190606782
43,1.9447236180904524,19.27111821197728,1.9447236180904524,15.66632512605095,1.9447236180904524,45.811878813519456,1.9447236180904524,44.79371496782007
44,1.9899497487437188,19.10831671562019,1.9899497487437188,15.6487699295626,1.9899497487437188,45.705878668990586,1.9899497487437188,44.6955410667923
45,2.035175879396985,18.94926278644566,2.035175879396985,15.632859732657183,2.035175879396985,45.59838074497518,2.035175879396985,44.59572771923325
46,2.080402010050251,18.794148098262482,2.080402010050251,15.61682308355685,2.080402010050251,45.489453914744054,2.080402010050251,44.49428297955114
47,2.1256281407035176,18.64317761608107,2.1256281407035176,15.598847971498314,2.1256281407035176,45.37916634390976,2.1256281407035176,44.391215436744076
48,2.170854271356784,18.496567760872093,2.170854271356784,15.577085914546647,2.170854271356784,45.26758545681519,2.170854271356784,44.28653421044354
49,2.2160804020100504,18.35454496733328,2.2160804020100504,15.549660430557104,2.2160804020100504,45.154777905173695,2.2160804020100504,44.18024894657412
50,2.261306532663317,18.21734317938298,2.261306532663317,15.514686787757245,2.261306532663317,45.04080837792175,2.261306532663317,44.072369702519886
51,2.306532663316583,18.085032062947647,2.306532663316583,15.471087442578359,2.306532663316583,44.92560099498711,2.306532663316583,43.96289379676041
52,2.351758793969849,17.95735858443013,2.351758793969849,15.419385385084345,2.351758793969849,44.80881190405447,2.351758793969849,43.851793710415706
53,2.3969849246231156,17.83404738055864,2.3969849246231156,15.360341043436202,2.3969849246231156,44.6900741812801,2.3969849246231156,43.73904030530724
54,2.442211055276382,17.714838195385394,2.442211055276382,15.294764493716437,2.442211055276382,44.56902957675808,2.442211055276382,43.62460583050222
55,2.4874371859296485,17.599484595255163,2.4874371859296485,15.223505570516826,2.4874371859296485,44.44532880683507,2.4874371859296485,43.50846394064736
56,2.532663316582915,17.48775281292926,2.532663316582915,15.147444476920631,2.532663316582915,44.31863189512967,2.532663316582915,43.39058971364318
57,2.577889447236181,17.379420706532716,2.577889447236181,15.067483104760306,2.577889447236181,44.18860855803204,2.577889447236181,43.27095966758588
58,2.6231155778894473,17.274276820865918,2.6231155778894473,14.984537240463027,2.6231155778894473,44.054938630284376,2.6231155778894473,43.1495517769066
59,2.6683417085427137,17.17211954022353,2.6683417085427137,14.899529795395125,2.6683417085427137,43.917312526049514,2.6683417085427137,43.026345487638736
60,2.71356783919598,17.07275632323713,2.71356783919598,14.81338516452683,2.71356783919598,43.77543173067657,2.71356783919598,42.90132173174542
61,2.7587939698492465,16.976003011438735,2.7587939698492465,14.727024785264748,2.7587939698492465,43.6290093181694,2.7587939698492465,42.77446294044213
62,2.8040201005025125,16.881683204259197,2.8040201005025125,14.6413639408699,2.8040201005025125,43.47777048916524,2.8040201005025125,42.64575305645002
63,2.849246231155779,16.789627694054303,2.849246231155779,14.557309831050878,2.849246231155779,43.321453124042094,2.849246231155779,42.51517754511961
64,2.8944723618090453,16.69967395551017,2.8944723618090453,14.475760916815428,2.8944723618090453,43.1598083456,2.8944723618090453,42.382723404365166
65,2.9396984924623117,16.611665684438588,2.9396984924623117,14.397607537932647,2.9396984924623117,42.99260108560983,2.9396984924623117,42.248379173354024
66,2.984924623115578,16.525452381543474,2.984924623115578,14.32373379966755,2.984924623115578,42.81961064940006,2.984924623115578,42.11213493989745
67,3.030150753768844,16.440894812918405,3.030150753768844,14.254961226420154,3.030150753768844,42.640671854243216,3.030150753768844,41.973979753566375
68,3.0753768844221105,16.357926429213954,3.0753768844221105,14.191422332411294,3.0753768844221105,42.45610126643105,3.0753768844221105,41.83387435047612
69,3.120603015075377,16.276528211448795,3.120603015075377,14.132813556371987,3.120603015075377,42.266512224086775,3.120603015075377,41.691762725811714
70,3.1658291457286434,16.19668514405272,3.1658291457286434,14.078834690066296,3.1658291457286434,42.07250909155721,3.1658291457286434,41.547591557025925
71,3.21105527638191,16.118385263012637,3.21105527638191,14.029194833998288,3.21105527638191,41.87468104999782,3.21105527638191,41.40131056782147
72,3.2562814070351758,16.041619454347483,3.2562814070351758,13.983611015035148,3.2562814070351758,41.673601191466844,3.2562814070351758,41.25287256437688
73,3.301507537688442,15.966381270078584,3.301507537688442,13.94180691002818,3.301507537688442,41.469825792081934,3.301507537688442,41.10223346978451
74,3.3467336683417086,15.892666760468131,3.3467336683417086,13.903511667475174,3.3467336683417086,41.263893754362215,3.3467336683417086,40.94935235642343
75,3.391959798994975,15.820474321424827,3.391959798994975,13.868458820798134,3.391959798994975,41.056326208299055,3.391959798994975,40.79419147599678
76,3.4371859296482414,15.749804556089844,3.4371859296482414,13.836385288205776,3.4371859296482414,40.84762626033079,3.4371859296482414,40.63671628697267
77,3.482412060301508,15.680660149716848,3.482412060301508,13.80703045538614,3.482412060301508,40.63827887921651,3.482412060301508,40.47689547917646
78,3.527638190954774,15.613045757051102,3.527638190954774,13.780135338447131,3.527638190954774,40.428750907791816,3.527638190954774,40.31470099529345
79,3.5728643216080402,15.546967901494384,3.5728643216080402,13.755441825600737,3.5728643216080402,40.2194911897231,3.5728643216080402,40.150108049052
80,3.6180904522613067,15.4824348854168,3.6180904522613067,13.732691997077762,3.6180904522613067,40.010930800635094,3.6180904522613067,39.98309513986992
81,3.663316582914573,15.419456711044035,3.663316582914573,13.711627523666971,3.663316582914573,39.80348337334987,3.663316582914573,39.81364406376021
82,3.7085427135678395,15.358045011410553,3.7085427135678395,13.691989145096805,3.7085427135678395,39.597545507425025,3.7085427135678395,39.64173992030667
83,3.7537688442211055,15.298212983977939,3.7537688442211055,13.67351624541488,3.7537688442211055,39.3934971372969,3.7537688442211055,39.46737111457761
84,3.798994974874372,15.239960135112623,3.798994974874372,13.655979927462054,3.798994974874372,39.191449548874076,3.798994974874372,39.29052727618604
85,3.8442211055276383,15.183240148871162,3.8442211055276383,13.639254484246313,3.8442211055276383,38.99072857245748,3.8442211055276383,39.11119497687226
86,3.8894472361809047,15.127999297411622,3.8894472361809047,13.62323439739462,3.8894472361809047,38.79053665926165,3.8894472361809047,38.92936315392413
87,3.934673366834171,15.074185600494275,3.934673366834171,13.607814079515757,3.934673366834171,38.590108617896874,3.934673366834171,38.745024388717496
88,3.9798994974874375,15.021748727319704,3.9798994974874375,13.592887793296693,3.9798994974874375,38.38871113258417,3.9798994974874375,38.55817489475618
89,4.025125628140704,14.970639904392796,4.025125628140704,13.578349585934314,4.025125628140704,38.18564256804792,4.025125628140704,38.36881450049644
90,4.07035175879397,14.920811828991354,4.07035175879397,13.564093239109752,4.07035175879397,37.98023302894309,4.07035175879397,38.176946626844256
91,4.115577889447236,14.872218587853611,4.115577889447236,13.55001223474927,4.115577889447236,37.77184464251855,4.115577889447236,37.98257825923581
92,4.160804020100502,14.824815580730885,4.160804020100502,13.535999736842651,4.160804020100502,37.559872033727,4.160804020100502,37.785719914236694
93,4.206030150753769,14.778559448481033,4.206030150753769,13.521948589606906,4.206030150753769,37.34374296225272,4.206030150753769,37.586385600618186
94,4.251256281407035,14.733408005404788,4.251256281407035,13.50775133228975,4.251256281407035,37.12291909102413,4.251256281407035,37.38459277489395
95,4.296482412060302,14.689320175551305,4.296482412060302,13.493300230902866,4.296482412060302,36.89689685578868,4.296482412060302,37.18036229132475
96,4.341708542713568,14.646255932741614,4.341708542713568,13.478487327159439,4.341708542713568,36.66520840532706,4.341708542713568,36.973718346423354
97,4.386934673366834,14.604176244078385,4.386934673366834,13.463204504862942,4.386934673366834,36.42742258194197,4.386934673366834,36.764688418015886
98,4.432160804020101,14.56304301672928,4.432160804020101,13.447343573954559,4.432160804020101,36.18314591204077,4.432160804020101,36.55330319894007
99,4.477386934673367,14.522819047787879,4.477386934673367,13.430796372374546,4.477386934673367,35.93202357699828,4.477386934673367,36.33959652548447
100,4.522613065326634,14.483473174490362,4.522613065326634,13.41346562923275,4.522613065326634,35.67375208586452,4.522613065326634,36.12359671762452
101,4.5678391959799,14.445094525974975,4.5678391959799,13.395502117782549,4.5678391959799,35.40833393090975,4.5678391959799,35.90514046281824
102,4.613065326633166,14.407892325877611,4.613065326633166,13.377307434510026,4.613065326633166,35.1360578566911,4.613065326633166,35.68388469412413
103,4.658291457286432,14.372081603635632,4.658291457286432,13.359298489200597,4.658291457286432,34.85723108480057,4.658291457286432,35.459500631578344
104,4.703517587939698,14.337878233960357,4.703517587939698,13.341896553838993,4.703517587939698,34.57216640031439,4.703517587939698,35.23168268249098
105,4.748743718592965,14.305499252657526,4.748743718592965,13.32552729979448,4.748743718592965,34.28118116297234,4.748743718592965,35.00014867615095
106,4.793969849246231,14.275163251315641,4.793969849246231,13.310621117956442,4.793969849246231,33.98459632713336,4.793969849246231,34.764640106412344
107,4.839195979899498,14.247090853421076,4.839195979899498,13.297613734240638,4.839195979899498,33.68273547581914,4.839195979899498,34.52492237002477
108,4.884422110552764,14.221505275083022,4.884422110552764,13.286947134279513,4.884422110552764,33.37592387384348,4.884422110552764,34.280784989035126
109,4.9296482412060305,14.198632974315203,4.9296482412060305,13.279070813419725,4.9296482412060305,33.064487544678265,4.9296482412060305,34.0320418061174
110,4.974874371859297,14.178704393737132,4.974874371859297,13.274443371476918,4.974874371859297,32.748752375330255,4.974874371859297,33.77853114228908
111,5.020100502512563,14.161954802644594,5.020100502512563,13.273534476166537,5.020100502512563,32.429043253104695,5.020100502512563,33.52011590715375
112,5.06532663316583,14.14862524567718,5.06532663316583,13.276827224898716,5.06532663316583,32.10568323771623,5.06532663316583,33.25668365257398
113,5.110552763819095,14.138963606808638,5.110552763819095,13.284820941899032,5.110552763819095,31.7789927717822,5.110552763819095,32.98814656152544
114,5.155778894472362,14.133225799136623,5.155778894472362,13.298034456660849,5.155778894472362,31.449288932302313,5.155778894472362,32.71444136481233
115,5.201005025125628,14.13167709299381,5.201005025125628,13.31700992089417,5.201005025125628,31.11688472529811,5.201005025125628,32.43552917932925
116,5.2462311557788945,14.13459359729483,5.2462311557788945,13.342317234860587,5.2462311557788945,30.782088425360417,5.2462311557788945,32.15139526262897
117,5.291457286432161,14.14221394348198,5.291457286432161,13.374455489186252,5.291457286432161,30.445092371813022,5.291457286432161,31.862159914478205
118,5.336683417085427,14.15453143790278,5.336683417085427,13.413419865939138,5.336683417085427,30.105536817920058,5.336683417085427,31.568520019940138
119,5.381909547738694,14.171463893291966,5.381909547738694,13.45904700930227,5.381909547738694,29.762941264457464,5.381909547738694,31.271321313994992
120,5.42713567839196,14.192934516287792,5.42713567839196,13.511180755226947,5.42713567839196,29.416893361783007,5.42713567839196,30.971367353444386
121,5.472361809045227,14.218871389831797,5.472361809045227,13.569670139404424,5.472361809045227,29.06704763115663,5.472361809045227,30.669418733775156
122,5.517587939698493,14.249206934926583,5.517587939698493,13.63436734036915,5.517587939698493,28.713124041243034,5.517587939698493,30.366192823028108
123,5.562814070351759,14.283877385133067,5.562814070351759,13.705125615582567,5.562814070351759,28.3549064744824,5.562814070351759,30.06236387955133
124,5.608040201005025,14.322822270073212,5.608040201005025,13.781797212871167,5.608040201005025,27.99224104117492,5.608040201005025,29.75856350651457
125,5.653266331658291,14.365983904398671,5.653266331658291,13.864231241254249,5.653266331658291,27.6250342073018,5.653266331658291,29.455381397702975
126,5.698492462311558,14.413306878854378,5.698492462311558,13.95227148688108,5.698492462311558,27.25325071033066,5.698492462311558,29.153366331329224
127,5.743718592964824,14.464737550213673,5.743718592964824,14.04575416158107,5.743718592964824,26.87691124546076,5.743718592964824,28.853027371256058
128,5.788944723618091,14.520223526992508,5.788944723618091,14.144505573491596,5.788944723618091,26.496089912857233,5.788944723618091,28.554835237973336
129,5.834170854271357,14.579713147968942,5.834170854271357,14.24833971144841,5.834170854271357,26.110911424291828,5.834170854271357,28.259223814810436
130,5.8793969849246235,14.64315495064467,5.8793969849246235,14.357055737386645,5.8793969849246235,25.721548075121362,5.8793969849246235,27.966591758088114
131,5.92462311557789,14.710497126892522,5.92462311557789,14.470435383993951,5.92462311557789,25.328216494563545,5.92462311557789,27.677304183142287
132,5.969849246231156,14.781686963141846,5.969849246231156,14.588240258370595,5.969849246231156,24.931174193642775,5.969849246231156,27.39169440132001
133,6.015075376884423,14.856667974903553,6.015075376884423,14.710208284253753,6.015075376884423,24.530734236545143,6.015075376884423,27.110066169580406
134,6.060301507537688,14.935242226965915,6.060301507537688,14.836004232408424,6.060301507537688,24.1283030385507,6.060301507537688,26.832723362093425
135,6.105527638190955,15.016981692587885,6.105527638190955,14.96518517240269,6.105527638190955,23.726765069581116,6.105527638190955,26.559984182361315
136,6.150753768844221,15.101413454956129,6.150753768844221,15.097259033981702,6.150753768844221,23.32881133236173,6.150753768844221,26.29214008986532
137,6.1959798994974875,15.18803511630013,6.1959798994974875,15.231686874510652,6.1959798994974875,22.936805673206763,6.1959798994974875,26.029454005275404
138,6.241206030150754,15.276312366195256,6.241206030150754,15.367879267595413,6.241206030150754,22.552807052281224,6.241206030150754,25.772162428963743
139,6.28643216080402,15.365676812360713,6.28643216080402,15.505192959208648,6.28643216080402,22.178594904284815,6.28643216080402,25.52047751180144
140,6.331658291457287,15.455524137638827,6.331658291457287,15.642927900957725,6.331658291457287,21.81569623789649,6.331658291457287,25.274589068499925
141,6.376884422110553,15.545212655823429,6.376884422110553,15.780324787418396,6.376884422110553,21.46541340454221,6.376884422110553,25.034666526146523
142,6.42211055276382,15.634062347399983,6.42211055276382,15.916563241393899,6.42211055276382,21.128851724823534,6.42211055276382,24.80086080269125
143,6.467336683417086,15.721354463611078,6.467336683417086,16.050760806642497,6.467336683417086,20.806946387383448,6.467336683417086,24.573306111985456
144,6.5125628140703515,15.806331793013744,6.5125628140703515,16.181972920912262,6.5125628140703515,20.5004882276734,6.5125628140703515,24.352121693574123
145,6.557788944723618,15.88819968820628,6.557788944723618,16.309194051664367,6.557788944723618,20.210148153735016,6.557788944723618,24.137413466821926
146,6.603015075376884,15.966127950950336,6.603015075376884,16.431360181075572,6.603015075376884,19.936500115446705,6.603015075376884,23.929275610132464
147,6.648241206030151,16.03925367072737,6.648241206030151,16.547352824045014,6.648241206030151,19.680042616584394,6.648241206030151,23.727792067020264
148,6.693467336683417,16.10668510406073,6.693467336683417,16.65600475116708,6.693467336683417,19.44121884992065,6.693467336683417,23.53303798164033
149,6.738693467336684,16.167506668958413,6.738693467336684,16.756107566190003,6.738693467336684,19.220435598969118,6.738693467336684,23.345081067087843
150,6.78391959798995,16.22086306992092,6.78391959798995,16.84651693278499,6.78391959798995,19.01791907416502,6.78391959798995,23.163948425951265
151,6.8291457286432165,16.266576092111066,6.8291457286432165,16.92691687828863,6.8291457286432165,18.832523506217896,6.8291457286432165,22.98936870960293
152,6.874371859296483,16.304844544005103,6.874371859296483,16.9974667441182,6.874371859296483,18.66252572677263,6.874371859296483,22.820935912327176
153,6.919597989949749,16.335903081669684,6.919597989949749,17.058386355727148,6.919597989949749,18.506351026319827,6.919597989949749,22.658265611634004
154,6.964824120603016,16.360017137938822,6.964824120603016,17.109949756611936,6.964824120603016,18.362556335255864,6.964824120603016,22.500994415205355
155,7.010050251256281,16.377480537388426,7.010050251256281,17.152481947445285,7.010050251256281,18.22981094255594,7.010050251256281,22.348778291218228
156,7.055276381909548,16.388612984185823,7.055276381909548,17.186355222463376,7.055276381909548,18.106880257287106,7.055276381909548,22.201291060279658
157,7.100502512562814,16.393757468683887,7.100502512562814,17.21198519424648,7.100502512562814,17.992612117107235,7.100502512562814,22.058223032275457
158,7.1457286432160805,16.393277637527746,7.1457286432160805,17.229826600128128,7.1457286432160805,17.885925248119584,7.1457286432160805,21.919279773438504
159,7.190954773869347,16.387555170047126,7.190954773869347,17.24036898289405,7.190954773869347,17.785799559143253,7.190954773869347,21.78418099067708
160,7.236180904522613,16.376987200961178,7.236180904522613,17.244132335457977,7.236180904522613,17.69126801548831,7.236180904522613,21.652659521709083
161,7.28140703517588,16.36198382608143,7.28140703517588,17.241662794170193,7.28140703517588,17.601409886327225,7.28140703517588,21.52446042085584
162,7.326633165829146,16.342965723923786,7.326633165829146,17.233528458728788,7.326633165829146,17.515345198463905,7.326633165829146,21.399340131487925
163,7.371859296482413,16.32036192209155,7.371859296482413,17.22031540874797,7.371859296482413,17.432230259782028,7.371859296482413,21.27706573710765
164,7.417085427135679,16.2946077331223,7.417085427135679,17.202623978328546,7.417085427135679,17.351254139476946,7.417085427135679,21.157414283918822
165,7.462311557788945,16.26614288034171,7.462311557788945,17.181065340888054,7.462311557788945,17.27163601054381,7.462311557788945,21.040172168491594
166,7.507537688442211,16.235409830263272,7.507537688442211,17.156258447430616,7.507537688442211,17.192623273843836,7.507537688442211,20.925134584791536
167,7.552763819095477,16.202852344321787,7.552763819095477,17.128827352711067,7.552763819095477,17.113490393136598,7.552763819095477,20.812105025421594
168,7.597989949748744,16.168914259320122,7.597989949748744,17.099398955667663,7.597989949748744,17.033538377344286,7.597989949748744,20.70089483243301
169,7.64321608040201,16.13403850297305,7.64321608040201,17.068601173301257,7.64321608040201,16.952094850498657,7.64321608040201,20.59132279350572
170,7.688442211055277,16.098666348403622,7.688442211055277,17.037061561053232,7.688442211055277,16.868514651743897,7.688442211055277,20.48321477968839
171,7.733668341708543,16.0632369094232,7.733668341708543,17.005406387816524,7.733668341708543,16.78218090781923,7.733668341708543,20.376403421230087
172,7.778894472361809,16.028186876931287,7.778894472361809,16.97426017010137,7.778894472361809,16.692506518994776,7.778894472361809,20.27072781833489
173,7.824120603015076,15.993950495819526,7.824120603015076,16.944245667630884,7.824120603015076,16.598935996848358,7.824120603015076,20.166033283933594
174,7.869346733668342,15.960959781362117,7.869346733668342,16.91598434180239,7.869346733668342,16.500947588917803,7.869346733668342,20.0621711157966
175,7.914572864321609,15.929644974225868,7.914572864321609,16.89009727904391,7.914572864321609,16.39805562151912,7.914572864321609,19.958998395514488
176,7.959798994974875,15.900435233937147,7.959798994974875,16.867206583148384,7.959798994974875,16.289812988268086,7.959798994974875,19.856377812049264
177,8.00502512562814,15.873759571905671,8.00502512562814,16.847937244215856,8.00502512562814,16.17581370846653,8.00502512562814,19.754177507715017
178,8.050251256281408,15.850048026935355,8.050251256281408,16.832919496937084,8.050251256281408,16.05569547689266,8.050251256281408,19.652270944582817
179,8.095477386934673,15.829733088569217,8.095477386934673,16.8227916877049,8.095477386934673,15.929142125026027,8.095477386934673,19.550536789424825
180,8.14070351758794,15.81325137665189,8.14070351758794,16.818203678590336,8.14070351758794,15.795885913666742,8.14070351758794,19.448858815417985
181,8.185929648241206,15.801045589197924,8.185929648241206,16.819820826782745,8.185929648241206,15.655709578549118,8.185929648241206,19.347125818921313
182,8.231155778894472,15.793566735098995,8.231155778894472,16.828328590969843,8.231155778894472,15.50844805410816,8.231155778894472,19.245231549723588
183,8.27638190954774,15.791276673486427,8.27638190954774,16.8444378317403,8.27638190954774,15.353989806157086,8.27638190954774,19.1430746532325
184,8.321608040201005,15.794650987820264,8.321608040201005,16.86889089198818,8.321608040201005,15.192277711901571,8.321608040201005,19.040558623143212
185,8.366834170854272,15.804182230177044,8.366834170854272,16.90246856623167,8.366834170854272,15.023309435376085,8.366834170854272,18.937591763184994
186,8.412060301507537,15.820383579983796,8.412060301507537,16.945998095715787,8.412060301507537,14.847137257854136,8.412060301507537,18.834087156600887
187,8.457286432160805,15.843792971889561,8.457286432160805,17.000362360453344,8.457286432160805,14.66386733576941,8.457286432160805,18.729962642067758
188,8.50251256281407,15.874977759957115,8.50251256281407,17.066510481689303,8.50251256281407,14.473658372807382,8.50251256281407,18.625140794814
189,8.547738693467338,15.914540000382264,8.547738693467338,17.14547010092403,8.547738693467338,14.276719707626222,8.547738693467338,18.519548911740344
190,8.592964824120603,15.963122453130737,8.592964824120603,17.23836166761772,8.592964824120603,14.073308833630854,8.592964824120603,18.41311899939627
191,8.63819095477387,16.02141542502828,8.63819095477387,17.346415151048806,8.63819095477387,13.863728381811722,8.63819095477387,18.30578776371181
192,8.683417085427136,16.090164603985897,8.683417085427136,17.470989697921755,8.683417085427136,13.64832261133503,8.683417085427136,18.197496600431965
193,8.728643216080402,16.170180067538407,8.728643216080402,17.61359689353335,8.728643216080402,13.427473464826477,8.728643216080402,18.088191585249145
194,8.773869346733669,16.262346690479692,8.773869346733669,17.775928460594763,8.773869346733669,13.20159625568443,8.773869346733669,17.97782346267943
195,8.819095477386934,16.36763622839935,8.819095477386934,17.959889459910702,8.819095477386934,12.971135062931591,8.819095477386934,17.86634763277977
196,8.864321608040202,16.487121419414425,8.864321608040202,18.167638360125167,8.864321608040202,12.736557914813813,8.864321608040202,17.75372413485729
197,8.909547738693467,16.62199252939917,8.909547738693467,18.401635746451213,8.909547738693467,12.498351845444642,8.909547738693467,17.639917627377734
198,8.954773869346734,16.773576871986798,8.954773869346734,18.664703978728998,8.954773869346734,12.257017909255563,8.954773869346734,17.524897363339093
199,9.0,16.943361970889335,9.0,18.960100841875313,9.0,12.013066235947159,9.0,17.40863716043673
