name,TI-6AL-4V MILL ANNEAL,TI-6AL-4V MILL ANNEAL,TI-6AL-4V DUPLEX ANNEAL,TI-6AL-4V DUPLEX ANNEAL
axis,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$,thickness (in),$K_c \text{ ksi}\sqrt{\text{in}}$
84,0.11007247988729388,148.79813739404995,0.10513569142042041,159.54418270281968
85,0.11117392083441384,148.76579878106196,0.10630769675875876,159.5223112726639
86,0.11227536178153379,148.73246893735939,0.10747970209709709,159.49950406168102
87,0.11337680272865373,148.6981401710041,0.10865170743543542,159.47575868428262
88,0.1144782436757737,148.66280505931297,0.10982371277377377,159.4510732895004
89,0.11557968462289364,148.6264564475859,0.1109957181121121,159.42544654836848
90,0.11668112557001359,148.5890874478333,0.11216772345045044,159.39887764130543
91,0.11778256651713355,148.55069143750404,0.11333972878878878,159.37136624549646
92,0.1188840074642535,148.5112620582133,0.11451173412712712,159.34291252227558
93,0.11998544841137344,148.4707932144702,0.11568373946546545,159.31351710450775
94,0.1210868893584934,148.42927907240562,0.1168557448038038,159.28318108397102
95,0.12218833030561335,148.38671405850002,0.11802775014214213,159.2519059987386
96,0.1232897712527333,148.34309285831125,0.11919975548048047,159.21969382056113
97,0.12439121219985326,148.2984104152023,0.12037176081881881,159.18654694224873
98,0.1254926531469732,148.25266192906903,0.12154376615715715,159.1524681650532
99,0.12659409409409317,148.20584285506803,0.1227157714954955,159.11746068605015
100,0.12769553504121312,148.15794890234437,0.12388777683383383,159.0815280855211
101,0.12879697598833306,148.1089760327594,0.12505978217217217,159.04467431433565
102,0.129898416935453,148.0589204596185,0.1262317875105105,159.00690368133374
103,0.13099985788257296,148.00777864639892,0.12740379284884884,158.9682208407076
104,0.1321012988296929,147.9555473054775,0.12857579818718717,158.92863077938404
105,0.13320273977681288,147.90222339685852,0.12974780352552553,158.88813880440648
106,0.13430418072393283,147.84780412690137,0.13091980886386387,158.84675053031725
107,0.13540562167105277,147.79228694704847,0.1320918142022022,158.80447186653953
108,0.13650706261817272,147.73566955255302,0.13326381954054053,158.76130900475977
109,0.13760850356529267,147.67794988120667,0.1344358248788789,158.71726840630947
110,0.13870994451241264,147.61912611206748,0.13560783021721723,158.67235678954773
111,0.1398113854595326,147.55919666418754,0.13677983555555556,158.62658111724303
112,0.14091282640665254,147.49816019534083,0.1379518408938939,158.57994858395568
113,0.14201426735377248,147.43601560075106,0.13912384623223223,158.53246660341972
114,0.14311570830089243,147.37276201181936,0.14029585157057056,158.48414279592518
115,0.1442171492480124,147.30839879485208,0.14146785690890892,158.4349849757003
116,0.14531859019513235,147.24292554978857,0.14263986224724726,158.3850011382935
117,0.1464200311422523,147.17634210892908,0.1438118675855856,158.3341994479556
118,0.14752147208937225,147.1086485356623,0.14498387292392392,158.2825882250221
119,0.1486229130364922,147.0398451231934,0.14615587826226226,158.2301759332951
120,0.14972435398361217,146.9699323932717,0.14732788360060062,158.17697116742556
121,0.15082579493073212,146.8989110949184,0.14849988893893895,158.1229826402955
122,0.15192723587785206,146.82678220315444,0.14967189427727728,158.0682191704
123,0.153028676824972,146.75354691772824,0.15084389961561562,158.01268966922947
124,0.15413011777209196,146.6792066618436,0.15201590495395395,157.95640312865174
125,0.1552315587192119,146.60376382905795,0.15318791029229228,157.89936941463012
126,0.15633299966633188,146.5271774376894,0.15435991563063065,157.8444332563336
127,0.15743444061345183,146.44932233132283,0.15553192096896898,157.78869767728273
128,0.15853588156057177,146.37020592796668,0.1567039263073073,157.73218390471132
129,0.15963732250769172,146.28984698805684,0.15787593164564565,157.67491185710668
130,0.16073876345481167,146.20826399797866,0.15904793698398398,157.61690018587643
131,0.16184020440193164,146.12547517958993,0.16021994232232234,157.55816631600354
132,0.1629416453490516,146.04149849880227,0.16139194766066067,157.49872648568928
133,0.16404308629617154,145.95635167322845,0.162563952998999,157.43859578498498
134,0.16514452724329148,145.8700521788874,0.16373595833733734,157.37778819341
135,0.16624596819041143,145.7826172559751,0.16490796367567567,157.31631661655862
136,0.16734740913753138,145.69406391369677,0.166079969014014,157.2541929216939
137,0.16844885008465135,145.60440893416057,0.16725197435235237,157.19142797233195
138,0.1695502910317713,145.51366887533317,0.1684239796906907,157.12803166180916
139,0.17065173197889125,145.42186007305978,0.16959598502902903,157.06401294584222
140,0.1717531729260112,145.3289986421434,0.17076799036736737,156.99937987407367
141,0.17285461387313114,145.23510047648836,0.1719399957057057,156.93413962060484
142,0.17395605482025112,145.14018124830557,0.17311200104404406,156.86829851351808
143,0.17505749576737106,145.04425640637936,0.1742840063823824,156.801862063386
144,0.176158936714491,144.9473411733969,0.17545601172072073,156.73483499076812
145,0.17726037766161096,144.8494505423407,0.17662801705905906,156.6672212526963
146,0.1783618186087309,144.7505992719414,0.1778000223973974,156.59883965440997
147,0.17946325955585085,144.65080188119512,0.17897202773573573,156.52970346419735
148,0.18056470050297083,144.55007264294102,0.1801440330740741,156.45983552786586
149,0.18166614145009077,144.44842557650114,0.18131603841241242,156.38925706545098
150,0.18276758239721072,144.3458744393849,0.18248804375075076,156.31798771184964
151,0.18386902334433067,144.2424327180521,0.1836600490890891,156.24604555628227
152,0.18497046429145061,144.13811361774182,0.18483205442742742,156.17344718058683
153,0.18607190523857056,144.0329300513604,0.18600405976576576,156.10020769634545
154,0.18717334618569054,143.92689462743357,0.18717606510410412,156.02634078083904
155,0.18827478713281048,143.82001963712003,0.18834807044244245,155.9518587118357
156,0.18937622807993043,143.7123170402875,0.18952007578078078,155.8767724012094
157,0.19047766902705038,143.60379845065083,0.19069208111911912,155.80109142738965
158,0.19157910997417033,143.4944751199718,0.19186408645745745,155.72482406664187
159,0.1926805509212903,143.3843579213234,0.1930360917957958,155.64797732317973
160,0.19378199186841025,143.27345733141215,0.19420809713413414,155.5705569581085
161,0.1948834328155302,143.16164895262142,0.19538010247247248,155.4925675171984
162,0.19598487376265014,143.04879325477634,0.1965521078108108,155.41401235749063
163,0.1970863147097701,142.93493247017017,0.19772411314914914,155.33489367273347
164,0.19818775565689004,142.8201068678109,0.19889611848748748,155.25521251765022
165,0.19928919660401,142.7043547606893,0.20006812382582584,155.1749688310361
166,0.20039063755112996,142.5877125118674,0.20124012916416417,155.0941614576909
167,0.2014920784982499,142.47021453938856,0.2024121345025025,155.0126611279067
168,0.20259351944536985,142.35189332000928,0.20358413984084084,154.93018430713306
169,0.2036949603924898,142.2327793917533,0.20475614517917917,154.84677364439938
170,0.20479640133960977,142.1129013552846,0.20592815051751753,154.76246866642808
171,0.20589784228672972,141.99228587410406,0.20710015585585587,154.67730583558364
172,0.20699928323384967,141.8709576735667,0.2082721611941942,154.59131860631294
173,0.20810072418096962,141.74893953872092,0.20944416653253253,154.50453748007934
174,0.20920216512808956,141.62625231096675,0.21061617187087087,154.41699005878348
175,0.2103036060752095,141.5029148835392,0.2117881772092092,154.32870109668048
176,0.21140504702232948,141.37894419581082,0.21296018254754756,154.23973770167385
177,0.21250648796944943,141.2543552264148,0.2141321878858859,154.15012700357815
178,0.21360792891656938,141.12916098519153,0.21530419322422423,154.05989102691487
179,0.21470936986368933,141.00337250395603,0.21647619856256256,153.96904937432126
180,0.21581081081080927,140.87699882608493,0.2176482039009009,153.8776868751508
181,0.21691225175792925,140.75004699492774,0.21882020923923926,153.7860062975861
182,0.2180136927050492,140.62252204103737,0.2199922145775776,153.69399090064152
183,0.21911513365216914,140.49442696822288,0.22116421991591592,153.60162302214218
184,0.2202165745992891,140.36576273842294,0.22233622525425425,153.50888409551996
185,0.22131801554640904,140.23652825540265,0.2235082305925926,153.41575466534854
186,0.22241945649352898,140.10672034726852,0.22468023593093092,153.3222144016134
187,0.22352089744064896,139.97633374780756,0.22585224126926928,153.22824211272308
188,0.2246223383877689,139.84536107664746,0.22702424660760762,153.13381575725637
189,0.22572377933488885,139.71379281823647,0.22819625194594595,153.0389124544486
190,0.2268252202820088,139.58161729964593,0.22936825728428428,152.94350849341635
191,0.22792666122912875,139.4488206671946,0.23054026262262262,152.84757934111704
192,0.2290281021762487,139.31538686189322,0.23171226796096095,152.75109964905135
193,0.23012954312336867,139.18129759371146,0.2328842732992993,152.6538488087813
194,0.23123098407048862,139.04653231466514,0.23405627863763764,152.55523119709102
195,0.23233242501760856,138.91138473566056,0.23522828397597598,152.45530670650223
196,0.2334338659647285,138.77553490145294,0.2364002893143143,152.35413050591308
197,0.23453530691184846,138.63897816824422,0.23757229465265264,152.25175311897289
198,0.23563674785896843,138.5017719193791,0.238744299990991,152.1482205005593
199,0.23673818880608838,138.36397077801456,0.23991630532932934,152.04357411136164
200,0.23783962975320833,138.22562664718885,0.24108831066766767,151.9378509905693
201,0.23894107070032827,138.08678874862738,0.242260316006006,151.83108382666586
202,0.24004251164744822,137.94750366028293,0.24343232134434434,151.72330102632802
203,0.24114395259456817,137.80781535260735,0.24460432668268267,151.61452678143056
204,0.24224539354168814,137.6677652235609,0.24577633202102103,151.50474570116384
205,0.2433468344888081,137.5273921323549,0.24694833735935937,151.39390205124676
206,0.24444827543592804,137.38673243192736,0.2481203426976977,151.28202013052194
207,0.24554971638304798,137.24582000015562,0.24929234803603603,151.16911971769028
208,0.24665115733016793,137.10468626980034,0.25046435337437434,151.05521613987483
209,0.2477525982772879,136.96336025718728,0.2516363587127127,150.9403203391984
210,0.24885403922440785,136.8218685896199,0.25280836405105106,150.8244389373789
211,0.2499554801715278,136.6802355315292,0.2539803693893894,150.70757429833802
212,0.25105692111864775,136.53848300935633,0.2551523747277277,150.58972458882903
213,0.2521583620657677,136.3966306351704,0.25632438006606606,150.47088383707663
214,0.25325980301288764,136.25469572901952,0.2574963854044044,150.35104198943506
215,0.2543612439600076,136.11269334001824,0.2586683907427427,150.23018496506063
216,0.25546268490712754,135.97063626616722,0.25984039608108106,150.10839508802368
217,0.2565641258542475,135.82853507290847,0.2610124014194194,149.9858168688039
218,0.25766556680136743,135.6863981104145,0.2621844067577578,149.86245313001513
219,0.2587670077484874,135.5442315296128,0.2633564120960961,149.73830483676218
220,0.2598684486956074,135.4020392969432,0.26452841743443445,149.61415210783147
221,0.2609698896427273,135.25982320785045,0.2657004227727728,149.4899017377583
222,0.2620713305898473,135.1175828990113,0.2668724281111111,149.3654620523163
223,0.2631727715369672,134.97531585929553,0.26804443344944945,149.24074289349517
224,0.26427421248408717,134.8330174394624,0.2692164387877878,149.1156556033079
225,0.2653756534312071,134.69068086058883,0.2703884441261261,148.9901130064282
226,0.26647709437832706,134.54829722123574,0.27156044946446445,148.86402939166248
227,0.267578535325447,134.40585550334612,0.2727324548028028,148.73732049225106
228,0.26867997627256696,134.2633425768775,0.2739044601411411,148.60990346500023
229,0.26978141721968696,134.12074320317018,0.2750764654794795,148.48169686824832
230,0.2708828581668069,133.9780400370491,0.27624847081781784,148.35262063866023
231,0.27198429911392685,133.83521362765975,0.27742047615615617,148.22259606685554
232,0.2730857400610468,133.69224241803914,0.2785924814944945,148.09154577186672
233,0.27418718100816675,133.54910274342078,0.27976448683283284,147.95939367442952
234,0.2752886219552867,133.40576882827386,0.28093649217117117,147.8260649691031
235,0.27639006290240664,133.26221278207728,0.2821084975095095,147.6912143128582
236,0.2774915038495266,133.11840459382785,0.28328050284784784,147.55473459936132
237,0.27859294479664654,132.9743605414226,0.28445250818618617,147.41659137519966
238,0.2796943857437665,132.8302846293072,0.2856245135245245,147.27674967145984
239,0.28079582669088643,132.68610769666037,0.28679651886286284,147.1351740033506
240,0.28189726763800643,132.54175988963627,0.2879685242012012,146.99182836838887
241,0.2829987085851264,132.3971706205026,0.28914052953953956,146.84667624314247
242,0.2841001495322463,132.25226852575167,0.2903125348778779,146.69968057853356
243,0.2852015904793663,132.1069814231783,0.2914845402162162,146.55080379370156
244,0.2863030314264862,131.9612362679295,0.29265654555455456,146.40000776842678
245,0.28740447237360617,131.81495910752395,0.2938285508928929,146.24725383411072
246,0.2885059133207261,131.66807503583897,0.2950005562312312,146.09250276331906
247,0.28960735426784606,131.5205081460717,0.29617256156956956,145.93571475788326
248,0.290708795214966,131.372181482665,0.2973445669079079,145.77692828432205
249,0.29181023616208596,131.2230169922077,0.2985165722462462,145.61628805369764
250,0.2929116771092059,131.07293547330121,0.29968857758458456,145.45375760866628
251,0.2940131180563259,130.92185652539843,0.30086058292292295,145.28930862267356
252,0.29511455900344585,130.76969849661162,0.3020325882612613,145.12293389226937
253,0.2962159999505658,130.61637843048916,0.3032045935995996,144.954626606126
254,0.29731744089768575,130.46181201176407,0.30437659893793795,144.78438035115926
255,0.2984188818448057,130.30591351107054,0.3055486042762763,144.61218911735875
256,0.29952032279192564,130.14883255492282,0.3067206096146146,144.43804730132572
257,0.3006217637390456,129.99083554943434,0.30789261495295295,144.26194970852558
258,0.30172320468616554,129.83189568627705,0.3090646202912913,144.083891554247
259,0.3028246456332855,129.67198722808905,0.3102366256296296,143.90386846327257
260,0.30392608658040543,129.51108550021823,0.31140863096796795,143.72187646826032
261,0.3050275275275254,129.34916688184305,0.3125806363063063,143.53791200683406
262,0.3061289684746454,129.18620879647452,0.31375264164464467,143.35197191738507
263,0.3072304094217653,129.02218970183122,0.314924646982983,143.1640534335826
264,0.3083318503688853,128.85708907909608,0.31609665232132134,142.97415417759711
265,0.3094332913160052,128.69088742154798,0.31726865765965967,142.78227215203012
266,0.31053473226312517,128.52356622257338,0.318440662997998,142.5884057305574
267,0.3116361732102451,128.35510796305442,0.31961266833633634,142.39261506355717
268,0.31273761415736506,128.18549609813442,0.32078467367467467,142.19532302990504
269,0.313839055104485,128.01471504336206,0.321956679013013,141.99647379087116
270,0.31494049605160496,127.84275016021365,0.32312868435135134,141.7960142933611
271,0.3160419369987249,127.66958774099086,0.32430068968968967,141.59389420517357
272,0.31714337794584485,127.49521499309897,0.325472695028028,141.3900658493661
273,0.31824481889296485,127.31962002270141,0.3266447003663664,141.18448413772478
274,0.3193462598400848,127.14279181775181,0.3278167057047047,140.97710650334406
275,0.32044770078720475,126.9647202304048,0.32898871104304306,140.76789283231187
276,0.3215491417343247,126.78539595880342,0.3301607163813814,140.55685863359827
277,0.32265058268144464,126.60481052824541,0.3313327217197197,140.3440428140786
278,0.3237520236285646,126.4229562717261,0.33250472705805806,140.12942586857247
279,0.32485346457568454,126.23982630986009,0.3336767323963964,139.9129910471284
280,0.3259549055228045,126.05541453017979,0.3348487377347347,139.69472429346678
281,0.32705634646992443,125.86975833312523,0.33602074307307306,139.4746141826175
282,0.3281577874170444,125.6829513696963,0.3371927484114114,139.25265185774992
283,0.3292592283641643,125.494973441016,0.3383647537497497,139.02883096620064
284,0.3303606693112843,125.30580575433656,0.3395367590880881,138.80314759469277
285,0.3314621102584043,125.11543088474129,0.34070876442642645,138.57560020375234
286,0.3325635512055242,124.92383273634078,0.3418807697647648,138.3461895613176
287,0.33366499215264417,124.73099650296474,0.3430527751031031,138.1149186755428
288,0.3347664330997641,124.53690862834928,0.34422478044144145,137.88179272679844
289,0.33586787404688406,124.34155676581975,0.3453967857797798,137.64681899886324
290,0.336969314994004,124.14492973746748,0.3465687911181181,137.41000680931347
291,0.33807075594112396,123.9470174928244,0.34774079645645645,137.17136743910498
292,0.3391721968882439,123.74781106703036,0.3489128017947948,136.93091406134926
293,0.34027363783536385,123.54730253849742,0.3500848071331331,136.68866166928802
294,0.3413750787824838,123.34548498606844,0.35125681247147145,136.4446270034562
295,0.3424765197296038,123.1423524456722,0.35242881780980984,136.19882847804487
296,0.34357796067672375,122.93789986647238,0.35360082314814817,135.95128610645588
297,0.3446794016238437,122.7321230665133,0.3547728284864865,135.7020214260522
298,0.34578084257096364,122.5250186878592,0.35594483382482484,135.45105742210168
299,0.3468822835180836,122.31658415123125,0.35711683916316317,135.19841845091707
300,0.34798372446520354,122.10681761013733,0.3582888445015015,134.94425330111596
301,0.3490851654123235,121.89571790449882,0.35946084983983984,134.68865646058248
302,0.35018660635944343,121.6832845137725,0.36063285517817817,134.4315820597263
303,0.3512880473065634,121.46951750956677,0.3618048605165165,134.17300809486315
304,0.3523894882536833,121.25441750775424,0.36297686585485484,133.91293557201308
305,0.35349092920080327,121.03798562007967,0.36414887119319317,133.6513670017916
306,0.3545923701479232,120.82022340526191,0.3653208765315315,133.38830629001183
307,0.3556938110950432,120.60125943699556,0.3664928818698699,133.12375862758896
308,0.35679525204216317,120.38109073630365,0.3676648872082082,132.85773037975355
309,0.3578966929892831,120.15970522706667,0.36883689254654656,132.59022897456794
310,0.35899813393640306,119.93709174788152,0.3700088978848849,132.32126279074848
311,0.360099574883523,119.71323998724465,0.3711809032232232,132.05084104479303
312,0.36120101583064296,119.48814041833764,0.37235290856156156,131.77897367741272
313,0.3623024567777629,119.2617842334188,0.3735249138998999,131.50567123927104
314,0.36340389772488285,119.0341632778185,0.3746969192382382,131.23094477602592
315,0.3645053386720028,118.80526998353996,0.37586892457657656,130.9548057126785
316,0.36560677961912275,118.57509730246409,0.3770409299149149,130.67726573722624
317,0.3667082205662427,118.34363863915878,0.3782129352532532,130.39833668362243
318,0.3678096615133627,118.11102377786952,0.3793849405915916,130.11803041403877
319,0.36891110246048264,117.87735499338334,0.38055694592992995,129.83635870043582
320,0.3700125434076026,117.64265255182255,0.3817289512682683,129.55333310543665
321,0.37111398435472254,117.40693800314887,0.3829009566066066,129.26896486250658
322,0.3722154253018425,117.17023413315668,0.38407296194494495,128.98326475543854
323,0.37331686624896243,116.93256491523644,0.3852449672832833,128.696242997142
324,0.3744183071960824,116.69395546190813,0.3864169726216216,128.40790910773933
325,0.3755197481432023,116.45443197612398,0.38758897795995995,128.11827179196575
326,0.3766211890903223,116.21402170234198,0.3887609832982983,127.82733881587548
327,0.3777226300374422,115.97275287736795,0.3899329886366366,127.53511688285184
328,0.37882407098456217,115.7306546809684,0.39110499397497495,127.24196624086078
329,0.37992551193168217,115.4877571862531,0.39227699931331333,126.9479509540416
330,0.3810269528788021,115.24409130982646,0.39344900465165167,126.65311686863421
331,0.38212839382592206,114.99968876171071,0.39462100998999,126.35751008607441
332,0.383229834773042,114.75458199503666,0.39579301532832833,126.0611768702976
333,0.38433127572016196,114.50880415550631,0.39696502066666667,125.764163554618
334,0.3854327166672819,114.26238903062296,0.398137026005005,125.46651644818381
335,0.38653415761440185,114.01537099869446,0.39930903134334333,125.16828174200904
336,0.3876355985615218,113.7677849776025,0.40048103668168167,124.86950541457988
337,0.38873703950864175,113.51966637334449,0.40165304202002,124.57023313703787
338,0.3898384804557617,113.27105102834429,0.40282504735835833,124.27051017793895
339,0.39093992140288164,113.02197516953245,0.40399705269669667,123.97038130758789
340,0.39204136235000164,112.77247535619686,0.40516905803503506,123.66989070194973
341,0.3931428032971216,112.5225884276029,0.4063410633733734,123.36908184613559
342,0.39424424424424154,112.27235145038381,0.4075130687117117,123.06799743746511
343,0.3953456851913615,112.02180166569995,0.40868507405005006,122.76667928810521
344,0.39644712613848143,111.77097643616888,0.4098570793883884,122.46516822728456
345,0.3975485670856014,111.51991319256499,0.4110290847267267,122.16350400308286
346,0.3986500080327213,111.26864938028872,0.41220109006506506,121.86172518379762
347,0.3997514489798413,111.01722240560551,0.4133730954034034,121.55986905888584
348,0.4008528899269612,110.76566958165499,0.4145451007417417,121.25797153948199
349,0.40195433087408117,110.51402807423004,0.41571710608008006,120.9560670584915
350,0.4030557718212011,110.26233484732488,0.4168891114184184,120.6541884702606
351,0.4041572127683211,110.01062660845412,0.4180611167567568,120.35236694982157
352,0.40525865371544106,109.75893975374039,0.4192331220950951,120.05063189171477
353,0.406360094662561,109.5073103127729,0.42040512743343345,119.7490407816888
354,0.40746153560968096,109.25577389323543,0.4215771327717718,119.44784364735628
355,0.4085629765568009,109.00436562530349,0.4227491381101101,119.14709176106807
356,0.40966441750392085,108.75312010581273,0.42392114344844845,118.84683540460782
357,0.4107658584510408,108.50215669094138,0.4250931487867868,118.54712378899832
358,0.41186729939816075,108.25170899992656,0.4262651541251251,118.24800497406599
359,0.4129687403452807,108.00177678699299,0.42743715946346345,117.94952578776154
360,0.41407018129240064,107.75236052127195,0.4286091648018018,117.65173174523807
361,0.4151716222395206,107.50346130050107,0.4297811701401401,117.35466696768648
362,0.4162730631866406,107.25508076473083,0.4309531754784785,117.05837410092637
363,0.41737450413376054,107.00722101003986,0.43212518081681683,116.76289423375582
364,0.4184759450808805,106.75988450225695,0.43329718615515517,116.46826681605661
365,0.41957738602800043,106.51307399069188,0.4344691914934935,116.17452957665702
366,0.4206788269751204,106.26679242187255,0.43564119683183183,115.88171844095189
367,0.4217802679222403,106.02104285329212,0.43681320217017017,115.589969099865
368,0.4228817088693603,105.77582836716113,0.4379852075085085,115.2993931488659
369,0.4239831498164802,105.53115198417,0.43915721284684683,115.00999936552078
370,0.42508459076360017,105.2870165772574,0.44032921818518517,114.72179534918112
371,0.4261860317107201,105.04342478538767,0.4415012235235235,114.43478741829371
372,0.42728747265784006,104.80037892733483,0.44267322886186183,114.14898050762505
373,0.42838891360496006,104.55788091547582,0.4438452342002002,113.8643780653958
374,0.42949035455208,104.3159321695898,0.44501723953853856,113.58098195032903
375,0.43059179549919996,104.07453353066708,0.4461892448768769,113.29879232861003
376,0.4316932364463199,103.83368517472368,0.4473612502152152,113.01780757075848
