name,1,1,1/12,1/12,1/3,1/3,1/6,1/6,2/3,2/3
axis,a/b,L,a/b,L,a/b,L,a/b,L,a/b,L
0,0.013631022326674458,0.9857930378874599,0.004211538588814179,0.9890585206199225,0.007911516845043987,0.9867154549304117,0.0078024883962393154,0.9882207620943008,0.005791053295856052,0.9868359001907315
1,0.04224061083002748,0.9901844726314244,0.03257923220418448,1.0109207755599472,0.03635327807191896,0.9923548770392505,0.03617883069043676,0.9973345915100454,0.03433283444971698,0.9896240893261897
2,0.0708501993333805,0.9927610669113156,0.060946925819554784,1.0423086119708769,0.06479503929879393,1.0035102981549497,0.0645551729846342,1.020784820245371,0.0628746156035779,0.9943892217571143
3,0.09945978783673354,0.99565555941728,0.08931461943492508,1.0760365703410144,0.0932368005256689,1.019145342120056,0.09293151527883166,1.0494657246761565,0.09141639675743882,1.0005893489511977
4,0.12806937634008655,0.9996984514594446,0.11768231305029539,1.1094496040297428,0.12167856175254388,1.0382610199495965,0.1213078575730291,1.0794257329036547,0.11995817791129974,1.0081900865018305
5,0.15667896484343957,1.0050555754582577,0.1460500066656657,1.1419926290067872,0.15012032297941885,1.0599408473030572,0.14968419986722656,1.1093317216472656,0.14849995906516067,1.0173016871418206
6,0.18528855334679262,1.0116062765924672,0.17441770028103598,1.1738677458530615,0.17856208420629383,1.0833860909936779,0.178060542161424,1.1389916304442917,0.17704174021902158,1.0280008475271214
7,0.21389814185014563,1.0191504205589015,0.2027853938964063,1.2053764441000825,0.2070038454331688,1.1079374400596267,0.20643688445562144,1.168564631873529,0.20558352137288252,1.0402652068689597
8,0.24250773035349865,1.0275072973297654,0.2311530875117766,1.2366671324141312,0.23544560666004377,1.1330826693766507,0.2348132267498189,1.1981965318029721,0.23412530252674343,1.0539708551913392
9,0.2711173188568517,1.0365503475749298,0.2595207811271469,1.267700395851174,0.26388736788691874,1.1584518786306863,0.26318956904401636,1.2279001471568758,0.2626670836806044,1.0689199087210464
10,0.2997269073602047,1.0462073037558932,0.2878884747425172,1.298311861421766,0.2923291291137937,1.183802974023388,0.2915659113382138,1.2575614123840362,0.2912088648344653,1.084877478780687
11,0.32833649586355773,1.0564448148232388,0.3162561683578875,1.328300780539738,0.3207708903406687,1.2090004784869632,0.31994225363241124,1.2869963248974914,0.3197506459883262,1.1016061176565461
12,0.3569460843669108,1.0672490838294524,0.3446238619732578,1.3575058069314707,0.34921265156754366,1.2339907186122892,0.3483185959266087,1.3160152261656417,0.3482924271421871,1.1188918643307888
13,0.38555567287026377,1.078608809424525,0.3729915555886281,1.3858515554770987,0.37765441279441864,1.258776107394204,0.37669493822080613,1.3444723494997692,0.376834208296048,1.1365599861998215
14,0.4141652613736168,1.0905032284161122,0.4013592492039984,1.4133632792608046,0.4060961740212936,1.2833907472920765,0.4050712805150036,1.3722925086245397,0.405375989449909,1.1544809489702712
15,0.4427748498769698,1.1028958578223729,0.42972694281936874,1.4401547229729121,0.4345379352481686,1.3078790120324235,0.433447622809201,1.3994752351931088,0.4339177706037699,1.172568470320316
16,0.47138443838032285,1.1157332725562932,0.458094636434739,1.466397731748322,0.46297969647504356,1.3322781957614795,0.46182396510339846,1.42608117499594,0.4624595517576308,1.1907720595390576
17,0.4999940268836759,1.1289476470931965,0.4864623300501093,1.4922829335180814,0.49142145770191853,1.356605790926016,0.4902003073975959,1.4522073564645042,0.49100133291149173,1.2090664766357229
18,0.5286036153870289,1.1424616181969922,0.5148300236654796,1.5179798452637232,0.5198632189287935,1.3808515008625157,0.5185766496917934,1.4779580007214643,0.5195431140653527,1.2274402597186622
19,0.5572132038903819,1.1561941259343647,0.54319771728085,1.5436028731908138,0.5483049801556684,1.4049737253466341,0.5469529919859908,1.503416563701764,0.5480848952192136,1.245885016991212
20,0.5858227923937349,1.170066139986759,0.5715654108962203,1.569187449822989,0.5767467413825434,1.4288999828850304,0.5753293342801883,1.5286232090182301,0.5766266763730745,1.2643866660213776
21,0.614432380897088,1.1840054908241777,0.5999331045115905,1.5946783614179567,0.6051885026094185,1.4525305503251147,0.6037056765743857,1.5535602712912724,0.6051684575269354,1.2829193010562037
22,0.643041969400441,1.1979503415729638,0.6283007981269608,1.6199304083255885,0.6336302638362934,1.4757445010691126,0.6320820188685832,1.5781467264852265,0.6337102386807963,1.3014419256720497
23,0.671651557903794,1.211851119031112,0.6566684917423311,1.6447200410409444,0.6620720250631683,1.4984072969524571,0.6604583611627806,1.6022413854916202,0.6622520198346573,1.3198979291453186
24,0.7002611464071471,1.2256709504489847,0.6850361853577014,1.668765576519382,0.6905137862900433,1.5203791228185946,0.6888347034569781,1.625653544205663,0.6907938009885182,1.3382169213886939
25,0.7288707349105,1.2393848178488673,0.7134038789730718,1.6917530155151232,0.7189555475169184,1.5415232333097353,0.7172110457511754,1.6481591787189405,0.7193355821423791,1.3563183727758796
26,0.7574803234138531,1.2529777439528171,0.7417715725884421,1.7133643058493404,0.7473973087437933,1.5617136948238093,0.745587388045373,1.669520451651922,0.74787736329624,1.3741164236558792
27,0.7860899119172061,1.2664423692046651,0.7701392662038123,1.7333050584033307,0.7758390699706682,1.580842039190772,0.7739637303395703,1.6895062542596935,0.776419144450101,1.3915252209889615
28,0.8146995004205592,1.2797762774104866,0.7985069598191826,1.7513291402075781,0.8042808311975432,1.598822487927183,0.8023400726337678,1.707911693804379,0.8049609256039619,1.4084641908643964
29,0.8433090889239122,1.292979389407689,0.8268746534345529,1.7672581576873825,0.8327225924244183,1.61559554708795,0.8307164149279652,1.7245747857921425,0.8335027067578228,1.4248627494009067
30,0.8719186774272651,1.3060516815103755,0.8552423470499233,1.7809945224698907,0.8611643536512932,1.6311299047106873,0.8590927572221627,1.7393890650055543,0.8620444879116838,1.440664074832926
31,0.9005282659306182,1.31899140923002,0.8836100406652936,1.7925274907082547,0.8896061148781681,1.6454226794730598,0.8874690995163601,1.7523113312744192,0.8905862690655446,1.4558276960244825
32,0.9291378544339712,1.3317939366267078,0.9119777342806639,1.801932225032452,0.9180478761050431,1.6584981661340072,0.9158454418105576,1.7633642463907608,0.9191280502194056,1.4703307847873
33,0.9577474429373243,1.344451195564975,0.9403454278960341,1.8093625000708247,0.9464896373319182,1.6704052980218995,0.9442217841047551,1.7726339576335368,0.9476698313732665,1.4841681611961122
34,0.9863570314406773,1.3569517331574503,0.9687131215114044,1.8150381258057715,0.9749313985587931,1.6812140982594994,0.9725981263989525,1.7802633110422832,0.9762116125271274,1.4973511250711218
35,1.0149666199440304,1.3692812539095174,0.9970808151267748,1.819228479542982,1.003373159785668,1.6910114199495991,1.0009744686931499,1.7864415141400585,1.0047533936809883,1.509905307953979
36,1.0435762084473834,1.3814235276860058,1.025448508742145,1.8222337106277753,1.031814921012543,1.6998962827094113,1.0293508109873475,1.791391303120648,1.0332951748348493,1.521867795636834
37,1.0721857969507365,1.3933615162272248,1.0538162023575153,1.8243652172159015,1.0602566822394182,1.7079751011689814,1.0577271532815449,1.7953547618794174,1.0618369559887102,1.5332838010489773
38,1.1007953854540893,1.4050785686070268,1.0821838959728858,1.8259269046069178,1.088698443466293,1.7153570734348476,1.0861034955757423,1.7985789357930195,1.090378737142571,1.5442031724726348
39,1.1294049739574423,1.416559547823011,1.110551589588256,1.8271985406844724,1.1171402046931678,1.7221499576090649,1.1144798378699396,1.801302293067166,1.1189205182964321,1.5546770052426528
40,1.1580145624607954,1.4277917737131003,1.1389192832036263,1.8284222499452947,1.145581965920043,1.7284564159604272,1.1428561801641373,1.8037429272676595,1.147462299450293,1.5647545902291202
41,1.1866241509641484,1.4387656983986243,1.1672869768189966,1.8297928622315567,1.1740237271469178,1.7343710530334087,1.1712325224583346,1.8060891846643732,1.1760040806041538,1.574480884033333
