name,p/b =1,p/b =1,p/b =2/3,p/b =2/3,p/b =1/3,p/b =1/3,p/b =1/6,p/b =1/6,p/b =1/12,p/b =1/12
axis,a/b,beta,a/b,beta,a/b,beta,a/b,beta,a/b,beta
0,0.001027485229899483,0.999948251889399,0.001027485229899483,0.9999246271135153,0.001027485229899483,1.0000581108028446,0.030807868836670194,1.0001988618271318,0.02922746,1.0003843118587785
1,0.04623683534549161,0.9999753791763324,0.05075777035705098,1.000141202058855,0.03267403031081417,0.9993916315188357,0.09560997761113943,0.9947649289451401,0.094010353,0.9937356980659757
2,0.09139481119958881,0.9963107206938654,0.10490624197277154,0.9931987755758328,0.08235294117647052,0.9978303866299345,0.16021438312877234,0.9808992573254169,0.158635085,0.9818391027149187
3,0.14102234780375023,0.9923045534972527,0.1499100950423835,0.9868597067255444,0.14086822501926521,0.9849120704976687,0.22463645486840944,0.9582813241474998,0.223024741,0.9563088319753555
4,0.2086822501926533,0.985830899681232,0.1904443873619317,0.9776204966026393,0.1902902645774467,0.9709640374503488,0.2872943970955393,0.9288585269339156,0.284290548,0.924842859726409
5,0.2537374775237604,0.9768263190137998,0.24890829694323124,0.9637906331661887,0.23072180837400458,0.9581347064706844,0.33724729062464487,0.8955523752493799,0.332053719,0.8927695142088032
6,0.30326226560493197,0.9664732023613591,0.30279989725147693,0.9465482200438767,0.2709478551245825,0.9425803333402005,0.3715480300268703,0.8609145546992917,0.368859318,0.86035142752598
7,0.352684305163113,0.9554728714860432,0.3565887490367323,0.9275945487488332,0.2977138453634727,0.9214177262284671,0.3990004898418851,0.826169692124112,0.396915775,0.825826220776712
8,0.39763678397123026,0.943585692714402,0.4058566658104288,0.9074857423261078,0.34690470074492685,0.8955760499654443,0.4151818602994959,0.7910979317413446,0.413785108,0.7884822215462759
9,0.44711019779090666,0.9301947658379034,0.44613408682250166,0.8857018931049452,0.3778833804264061,0.8684023793596208,0.43872801201386724,0.7547541225391208,0.439675803,0.7495510562617891
10,0.4920369894682761,0.9150088204530051,0.49529925507320827,0.8618295550003777,0.4133573079886974,0.8428382550517991,0.464662700792581,0.7165381382723303,0.457510435,0.7110950776067431
11,0.5548677112766505,0.8986622105321982,0.5399434883123551,0.8364011442470768,0.4265604931929099,0.8192651544218974,0.47863592796590204,0.6760475763292688,0.468070529,0.6749759961672733
12,0.6087336244541486,0.880810880235896,0.5845877215515027,0.8119649449431408,0.43966092987413297,0.7974675216793363,0.4919421019318413,0.637318605911571,0.474220586,0.6385598642526747
13,0.6626252247623936,0.8621513127721071,0.6338556383251988,0.791140910419837,0.46617004880554824,0.7755710268514636,0.5035007877490194,0.6004360362097095,0.47893331,0.6009931880075394
14,0.7255586950937578,0.8442655554875824,0.6786539943488312,0.7721097560030546,0.48826098124839445,0.7527381989812222,0.5179326648959159,0.5625127893149775,0.482307383,0.5661430081911676
15,0.7793475468790134,0.8277015011247307,0.7234523503724632,0.7529867011745174,0.5103519136912404,0.7271541814187196,0.5425988548748437,0.521435216423725,0.488500831,0.5317950460726073
16,0.833290521448754,0.8119477707361484,0.7862830721808372,0.7303801940320879,0.5368610326226557,0.6994016926725073,0.5702697100282392,0.4824916296211892,0.50295402,0.5012351486597599
17,0.8917544310300534,0.7975144423614773,0.8715643462625222,0.7058939048007639,0.5633187772925761,0.6698426790981724,0.607434452841525,0.45442768563405006,0.505256789,0.47412454333252374
18,0.94122784484973,0.7842963167812899,0.9660416131518106,0.6847146358726467,0.5987670177241202,0.6394771035196679,0.6625922160874034,0.44338825676926724,0.512724934,0.4432389721859908
19,0.9996917544310293,0.7725476957070487,1.0425892627793474,0.6681805189267206,0.6343180066786542,0.6106690821465109,0.7278539999759974,0.4499197562739085,0.526879989,0.407014928160433
20,1.049165168250706,0.7604601039957336,1.1191882866683789,0.6571300583555265,0.6744926791677368,0.5892914396221531,0.7931652415473505,0.46779665493446626,0.54236082,0.37113946813145615
21,1.1031595170819417,0.7479269171433299,1.1867711276650394,0.6465664233439588,0.7104032879527356,0.574904321358423,0.8584489641742203,0.48721711817058017,0.549267917,0.3457137542488963
22,1.1616748009247362,0.735838525643081,1.2633958386848183,0.6336693640244089,0.7599280760339069,0.5659492357007515,0.9236565384502378,0.5017973904518293,0.572872924,0.3381840407917186
23,1.2201900847675315,0.7244447880310045,1.3488826098124835,0.618354241041467,0.8230670434112504,0.560837439495536,0.988835721015467,0.5106469554143638,0.625269125,0.34759335334606245
24,1.2741844335987664,0.7128466999916542,1.4163883894169016,0.6026840479521175,0.8863601335730793,0.5585817082357711,1.053961353730217,0.5171287781434679,0.662830722,0.36684531866244496
25,1.3281787824300022,0.7020137996518565,1.479373234009761,0.5881703436751556,0.9496532237349082,0.558208181540899,1.1189988441779837,0.5247622088753872,0.699078505,0.3917223036344465
26,1.3731826354996144,0.6903180662284369,1.5377857693295656,0.5730098691124988,0.9903930131004361,0.5606167844348774,1.1840170176934086,0.5299938527330461,0.758318257,0.41761976487399766
27,1.4361674800924733,0.6772836109863863,1.59630105317236,0.5569755729118975,1.0628307218083737,0.5639793092532155,1.2489217459178497,0.5287286323084462,0.819450152,0.44118387562776706
28,1.517210377600822,0.6624238749866016,1.695299255073208,0.5410746043258058,1.121602876958643,0.565203450041901,1.313672955173929,0.5192943032328806,0.884856442,0.46215822018978875
29,1.6027998972514765,0.6468999960462606,1.7809401489853574,0.5271154722559177,1.1713588492165423,0.5629628373797639,1.3781983565370564,0.49946460115395175,0.950172558,0.48147033013293034
30,1.7019265348060617,0.6327371070912627,1.8485486771127662,0.5174133459636924,1.2706396095556125,0.5562991218692256,1.4312835882929151,0.47154982358518244,1.015403528,0.49604721644028066
31,1.7785255586950937,0.6209560431247013,1.9117390187516048,0.5121432211793918,1.338171076290778,0.5433567229037708,1.4661443960540128,0.4388742793162504,1.080542696,0.5049905212593296
32,1.8551759568456194,0.6092423919288689,1.9885435396866165,0.5080874533160584,1.3965065502183405,0.5241165480423078,1.4887605396751817,0.4035937624329791,1.145698735,0.5128293162891201
33,1.949833033650141,0.5970179357154664,2.0698176213716923,0.504853406755213,1.445774466992037,0.5001599992566891,1.5090641079995855,0.3667398763390682,1.210641238,0.5172442155332294
34,2.053583354739275,0.5848988309192125,2.137554585152838,0.5009303837578731,1.4993321346005646,0.4719164408728228,1.5413828249487322,0.33114813504585827,1.275522509,0.5141981300025735
35,2.1799126637554576,0.5746003896002211,2.2278962239917792,0.49583004940129594,1.5574364243513996,0.44263246834532377,1.569750150879665,0.3039439102433975,1.340182033,0.5008025981105022
36,2.279167736963781,0.5657458333828893,2.3136912406884145,0.49075133364630175,1.6021577189827891,0.41673716408940537,1.6314737194833129,0.2920528309780776,1.395865672,0.4779217070357599
37,2.3694580015412274,0.5560940710325808,2.3813768302080653,0.48385078294788675,1.664988440791163,0.39897550392884157,1.6965803791721246,0.29680785550277217,1.434710743,0.44825816226700366
38,2.4867454405342917,0.5435938462046813,2.4670690983817094,0.47538450905102136,1.7416645260724375,0.39156118919720956,1.7619202681435933,0.31331155946796,1.460932452,0.4132091600712141
39,2.6581556640123285,0.5290825596064842,2.53917287438993,0.46534737706992096,1.818597482661186,0.39194511102162166,1.8272453940725157,0.33160680024647904,1.48103593,0.3805807024397995
40,2.739326997174415,0.5164803258931807,2.597765219624967,0.4541349631484194,1.8865656306190595,0.3970978399567561,1.8924650697162508,0.3474419130208631,1.493569171,0.3528493786415833
41,2.8069612124325696,0.508254921822588,2.674338556383251,0.4429057140348415,1.9318777292576412,0.4033530778319067,1.957650271773134,0.36044992238612417,1.496018495,0.3267313343126349
42,2.9107629077832,0.5000857412743768,2.7464680195222186,0.4335328079186508,1.9817621371692773,0.4099411773895895,2.022888666656474,0.37080939853830797,1.49997146,0.29684407646175437
43,2.9965322373490864,0.49343556159667823,2.800616491137938,0.4275168770901008,2.0542512201387098,0.4168810351671287,2.0880696589647085,0.38055601876470196,1.512869253,0.26475627182060735
