name,p/b=1/12,p/b=1/12,p/b=1/6,p/b=1/6,p/b=1/3,p/b=1/3,p/b=2/3,p/b=2/3,p/b=1,p/b=1
axis,a/b,L,a/b,L,a/b,L,a/b,L,a/b,L
65,0.9852814076780384,2.670642735974288,0.9877373597790194,2.5251922644186404,0.9833466279507922,2.2082006393411344,0.9843096484980298,1.7621717958759817,0.986247102220795,1.5054051793401695
66,1.0003494347836066,2.6809680937038993,1.002783257170126,2.536943629924223,0.998384990197096,2.2217146502130802,0.9993628264450604,1.774419988261355,1.001329408320071,1.5152640521171048
67,1.015417461889175,2.690561364691474,1.017829154561233,2.5480764189140417,1.0134233524434,2.2348264481154283,1.014416004392091,1.786549520003345,1.0164117144193472,1.5250559501699488
68,1.030485488994743,2.699451619403996,1.0328750519523398,2.5586080129099793,1.0284617146897037,2.24753753020629,1.0294691823391215,1.7985602024046385,1.0314940205186232,1.5347814081543634
69,1.0455535161003113,2.7076708649810888,1.0479209493434465,2.568558205050479,1.0435000769360077,2.259850940961076,1.0445223602861522,1.8104518726685317,1.0465763266178991,1.5444412870715432
70,1.0606215432058794,2.715253731077957,1.0629668467345534,2.5779490211150344,1.0585384391823116,2.2717712570682904,1.0595755382331828,1.8222243823605342,1.061658632717175,1.5540367269471176
71,1.0756895703114477,2.7222371430074768,1.0780127441256602,2.5868045266629762,1.0735768014286153,2.283304558895643,1.0746287161802133,1.8338775884769665,1.076740938816451,1.5635691003591936
72,1.090757597417016,2.728659985396215,1.093058641516767,2.595150622255211,1.0886151636749193,2.294458388991823,1.089681894127244,1.8454113470484659,1.0918232449157272,1.5730399672452222
73,1.1058256245225841,2.734562759491208,1.1081045389078739,2.6030148287440564,1.1036535259212232,2.3052416981957653,1.1047350720742746,1.8568255091806365,1.1069055510150032,1.5824510313738487
74,1.1208936516281525,2.7399872371722687,1.1231504362989806,2.6104260646166777,1.118691888167527,2.3156647800211916,1.1197882500213052,1.8681199194110505,1.1219878571142792,1.5918040988235187
75,1.1359616787337206,2.7449761146155334,1.1381963336900873,2.617414417367626,1.133730250413831,2.3257391940731695,1.1348414279683356,1.8792944162401355,1.1370701632135551,1.601101038764786
76,1.1510297058392889,2.749572668437506,1.1532422310811943,2.6240109108516902,1.1487686126601349,2.3354776793317926,1.1498946059153663,1.8903488346751818,1.152152469312831,1.6103437467999342
77,1.1660977329448572,2.7538204170151275,1.168288128472301,2.6302472705334354,1.1638069749064386,2.344894058207694,1.164947783862397,1.9012830106092764,1.167234775412107,1.6195341110691048
78,1.1811657600504253,2.7577627895369776,1.1833340258634077,2.636155688503705,1.1788453371527425,2.3540031323346287,1.1800009618094276,1.9120967868433565,1.1823170815113833,1.628673981290722
79,1.1962337871559936,2.7614428051813107,1.1983799232545145,2.6417685900781045,1.1938836993990463,2.36282057111425,1.195054139756458,1.9227900205473096,1.1973993876106592,1.6377651408614458
80,1.2113018142615617,2.7649027646604685,1.2134258206456214,2.6471184037253175,1.2089220616453502,2.3713627940707402,1.2101073177034887,1.9333625919466313,1.2124816937099352,1.6468092821026148
81,1.22636984136713,2.7681839561943953,1.2284717180367282,2.6522373359992164,1.2239604238916542,2.379646848103759,1.2251604956505193,1.9438144140140357,1.2275639998092112,1.6558079847007012
82,1.241437868472698,2.771326377803086,1.243517615427835,2.657157153067359,1.2389987861379579,2.3876902807510803,1.24021367359755,1.9541454429410374,1.2426463059084871,1.6647626973539675
83,1.2565058955782664,2.7743684776199204,1.2585635128189419,2.661908970335903,1.2540371483842618,2.3955110105866453,1.2552668515445806,1.9643556891615603,1.2577286120077633,1.6736747226035849
84,1.2715739226838347,2.777346913749344,1.2736094102100486,2.666523051576444,1.2690755106305656,2.4031271958825275,1.270320029491611,1.974445228700544,1.2728109181070393,1.6825452047950775
85,1.2866419497894028,2.7802963349910406,1.2886553076011553,2.6710286188563033,1.2841138728768695,2.4105571026616754,1.2853732074386417,1.984414214621645,1.2878932242063152,1.6913751210869217
86,1.3017099768949711,2.783249183570387,1.3037012049922623,2.67545367446605,1.2991522351231735,2.417818973252487,1.3004263853856723,1.9942628883536853,1.3029755303055912,1.7001652753966243
87,1.3167780040005392,2.7862355208181855,1.318747102383369,2.6798248359251535,1.3141905973694772,2.424930896438882,1.315479563332703,2.0039915906808936,1.3180578364048672,1.7089162951489096
88,1.3318460311061076,2.789282876547013,1.3337929997744757,2.6841671850309528,1.3292289596157811,2.4319106802683734,1.3305327412797334,2.0136007721918694,1.3331401425041431,1.7176286306713255
89,1.3469140582116756,2.7924161226845556,1.3488388971655825,2.6885041317944554,1.344267321862085,2.43877572854561,1.345585919226764,2.0230910029909026,1.3482224486034193,1.726302557060165
90,1.361982085317244,2.7956573715316733,1.3638847945566894,2.692857293985617,1.3593056841083888,2.445542921996215,1.3606390971737947,2.0324629814886617,1.3633047547026953,1.7349381783264743
91,1.3770501124228123,2.7990258988246692,1.3789306919477962,2.697246392887589,1.3743440463546928,2.452228505034568,1.3756922751208254,2.0417175421030196,1.3783870608019713,1.7435354336165483
92,1.3921181395283804,2.8025380916021376,1.393976589338903,2.701689165729933,1.3893824086009967,2.458847979014065,1.3907454530678558,2.050855661715285,1.3934693669012472,1.7520941052902734
93,1.4071861666339487,2.8062074206940366,1.4090224867300098,2.706201295150059,1.4044207708473004,2.4654160027782606,1.4057986310148864,2.0598784647443917,1.4085516730005232,1.760613828633005
94,1.4222541937395168,2.8100444374761464,1.4240683841211166,2.7107963559030988,1.4194591330936044,2.4719463012594747,1.420851808961917,2.0687872267192517,1.4236339790997994,1.769094102970504
95,1.437322220845085,2.8140567943756754,1.4391142815122233,2.7154857789166225,1.4344974953399081,2.4784515828061435,1.4359049869089477,2.0775833762483997,1.4387162851990754,1.7775343039534706
96,1.4523902479506534,2.818249288437073,1.45416017890333,2.7202788326617924,1.449535857586212,2.4849434658393514,1.4509581648559784,2.0862684953064283,1.4537985912983513,1.7859336967779753
97,1.4674582750562215,2.8226239271219478,1.469206076294437,2.7251826216939423,1.464574219832516,2.4914324153605456,1.4660113428030088,2.094844317775026,1.4688808973976273,1.7942914501078953
98,1.4825263021617898,2.8271800153583158,1.4842519736855437,2.730202102093655,1.4796125820788197,2.497927689751047,1.4810645207500395,2.1033127262018576,1.4839632034969032,1.8026066504723897
99,1.497594329267358,2.8319142627271123,1.4992978710766505,2.7353401134249875,1.4946509443251237,2.5044372982182415,1.4961176986970701,2.111675746756041,1.4990455095961794,1.8108783169141356
100,1.5126623563729262,2.8368209095450148,1.5143437684677574,2.740597426715425,1.5096893065714274,2.510967969152408,1.5111708766441008,2.1199355423869655,1.5141278156954554,1.8191054156774662
101,1.5277303834784943,2.8418918704836162,1.5293896658588642,2.7459728078556283,1.5247276688177314,2.5175251295758834,1.5262240545911312,2.128094404209385,1.5292101217947314,1.8272868747259818
102,1.5427984105840626,2.8471168942592042,1.5444355632499709,2.7514630957120287,1.5397660310640353,2.5241128957709758,1.5412772325381618,2.136154741162933,1.5442924278940073,1.8354215979052066
103,1.557866437689631,2.8524837378386385,1.5594814606410778,2.7570632941504547,1.554804393310339,2.530734075083816,1.5563304104851925,2.144119068014562,1.5593747339932833,1.843508478564868
104,1.572934464795199,2.8579783535137366,1.5745273580321846,2.7627666770743797,1.569842755556643,2.537390178817353,1.5713835884322231,2.15198999179077,1.5744570400925595,1.8515464124809593
105,1.5880024919007674,2.863585087118726,1.5895732554232913,2.768564905500204,1.584881117802947,2.5440814460256576,1.5864367663792536,2.1597701967518113,1.5895393461918355,1.8595343099265929
106,1.6030705190063355,2.8692868856277265,1.604619152814398,2.774448155610038,1.5999194800492507,2.550806877952633,1.6014899443262842,2.1674624280322856,1.6046216522911114,1.8674711067668346
107,1.6181385461119038,2.875065512284105,1.619665050205505,2.7804052566500665,1.6149578422955546,2.5575642827493255,1.6165431222733149,2.1750694740971594,1.6197039583903874,1.8753557744574207
108,1.6332065732174719,2.880901767415182,1.6347109475966117,2.786423837485441,1.6299962045418586,2.5643503300484802,1.6315963002203455,2.1825941481766487,1.6347862644896634,1.8831873288644618
109,1.6482746003230402,2.8867757130210165,1.6497568449877185,2.7924904805566872,1.6450345667881623,2.5711606148664576,1.646649478167376,2.1900392688575896,1.6498685705889393,1.8909648378234414
110,1.6633426274286085,2.8926668992535056,1.6648027423788254,2.7985908819424345,1.6600729290344662,2.5779897302538903,1.6617026561144066,2.19740764002481,1.6649508766882155,1.8986874273881225
111,1.6784106545341766,2.8985545908616697,1.6798486397699322,2.8047100161914043,1.67511129128077,2.5848313480226413,1.6767558340614372,2.204702030361924,1.6800331827874915,1.906354286740437
112,1.693478681639745,2.9044179917318584,1.6948945371610389,2.810832304555264,1.690149653527074,2.591678306822355,1.691809012008468,2.21192515262339,1.6951154888867674,1.9139646717400458
113,1.708546708745313,2.910236465639925,1.7099404345521458,2.816941785230133,1.7051880157733779,2.598522706774321,1.7068621899554985,2.2190796429075625,1.7101977949860434,1.9215179071327748
114,1.7236147358508813,2.915989751396314,1.7249863319432526,2.823022284209706,1.7202263780196816,2.605356009810178,1.721915367902529,2.2261680401633366,1.7252801010853194,1.9290133874368904
115,1.7386827629564494,2.921658170595851,1.7400322293343593,2.8290575853391413,1.7352647402659855,2.6121691448211926,1.7369685458495596,2.233192766165577,1.7403624071845956,1.9364505765587379
116,1.7537507900620177,2.9272228262716617,1.755078126725466,2.8350315981737193,1.7503031025122893,2.618952616668547,1.7520217237965903,2.240156106204119,1.7554447132838715,1.9438290062040453
117,1.768818817167586,2.9326657907763307,1.770124024116573,2.8409285222559104,1.7653414647585932,2.6256966180749455,1.767074901743621,2.247060190722559,1.7705270193831475,1.9511482731687726
118,1.7838868442731541,2.937970281374014,1.7851699215076797,2.846733006451686,1.7803798270048972,2.6323911433909624,1.7821280796906513,2.2539069781501206,1.7856093254824235,1.9584080356079911
119,1.7989548713787225,2.943120822041197,1.8002158188987865,2.8524303020275648,1.795418189251201,2.6390261032012976,1.797181257637682,2.2606982391565857,1.8006916315816994,1.9656080084002818
120,1.8140228984842905,2.948103390141589,1.8152617162898934,2.858006408179463,1.8104565514975048,2.645591438714935,1.8122344355847126,2.2674355425616612,1.8157739376809754,1.9727479577445126
121,1.8290909255898589,2.9529055467333505,1.8303076136810001,2.863448208793994,1.8254949137438088,2.6520772348952546,1.8272876135317433,2.274120243114349,1.8308562437802516,1.9798276951184852
122,1.8441589526954272,2.9575165494001823,1.8453535110721069,2.868743599275708,1.8405332759901125,2.6584738312710234,1.8423407914787737,2.280753471346878,1.8459385498795275,1.98684707077026
123,1.8592269798009953,2.9619274466234913,1.8603994084632138,2.873881602349297,1.8555716382364165,2.6647719293889343,1.8573939694258044,2.2873361256979448,1.8610208559788035,1.9938059668913113
124,1.8742950069065636,2.966131152875064,1.8754453058543206,2.8788524718261623,1.8706100004827204,2.670962695880471,1.872447147372835,2.2938688670770278,1.8761031620780795,2.0007042906549772
125,1.8893630340121317,2.9701225037577603,1.8904912032454273,2.8836477834151695,1.8856483627290241,2.677037860143087,1.8875003253198657,2.300352116023884,1.8911854681773554,2.007541967286497
126,1.9044310611177,2.9738982906916522,1.905537100636534,2.888260511751692,1.900686724975328,2.6829898056836914,1.902553503266896,2.3067860525933175,1.9062677742766316,2.014318933347713
127,1.919499088223268,2.977457274761658,1.920582998027641,2.8926850929302583,1.9157250872216318,2.6888116541998057,1.9176066812139267,2.3131706190807027,1.9213500803759076,2.0210351304223075
128,1.9345671153288364,2.980800179609531,1.9356288954187477,2.896917471933938,1.9307634494679358,2.6944973415442526,1.9326598591609574,2.3195055256586645,1.9364323864751836,2.0276904993701015
129,1.9496351424344047,2.983929663354598,1.9506747928098545,2.9009551344811637,1.9458018117142397,2.700041684755962,1.947713037107988,2.325790258982531,1.9515146925744595,2.0342849753377856
130,1.9647031695399728,2.9868502697195405,1.9657206902009614,2.904797122926058,1.9608401739605434,2.705440439452031,1.9627662150550187,2.332024093784872,1.9665969986737355,2.040818483676055
131,1.9797711966455411,2.989568358787608,1.9807665875920681,2.9084440359934547,1.9758785362068474,2.7106903469051016,1.9778193930020491,2.338206107445305,1.9816793047730117,2.0472909369496928
132,1.9948392237511092,2.992092017894791,1.9958124849831749,2.9118980122636295,1.9909168984531511,2.715789170254791,1.9928725709490798,2.3443351974860533,1.9967616108722877,2.0537022331674435
133,2.0099072508566773,2.9944309534779068,2.0108583823742814,2.9151626974562976,2.005955260699455,2.720735719365941,2.0079257488961106,2.350410101914622,2.0118439169715634,2.060052255372895
134,2.0249752779622456,2.996596364792685,2.0259042797653883,2.9182431957263333,2.020993622945759,2.725529863997747,2.022978926843141,2.3564294222884845,2.0269262230708396,2.066340872726136
135,2.040043305067814,2.9986008006226315,2.0409501771564953,2.9211460053205407,2.0360319851920625,2.730172534964931,2.0380321047901715,2.3623916493404713,2.0420085291701153,2.0725679431574844
136,2.055111332173382,3.0004580003511245,2.055996074547602,2.9238789390992164,2.0510703474383662,2.734665713202858,2.053085282737202,2.368295190968977,2.0570908352693915,2.0787333176905936
137,2.07017935927895,3.002182720849894,2.0710419719387088,2.9264510305842775,2.066108709684671,2.7390124066599277,2.0681384606842323,2.3741384023523886,2.0721731413686673,2.0848368464793876
138,2.0852473863845185,3.003790550877742,2.0860878693298153,2.9288724263424024,2.0811470719309746,2.7432166151317174,2.0831916386312637,2.379919617900016,2.0872554474679434,2.0908783866009335
139,2.1003154134900868,3.005297714864361,2.1011337667209222,2.9311542656793783,2.0961854341772783,2.7472832832620426,2.098244816578294,2.3856371847332394,2.1023377535672196,2.0968578115852208
140,2.1153834405956546,3.006720868054135,2.116179664112029,2.933308548740638,2.111223796423582,2.7512182420617854,2.1132979945253245,2.3912894973254053,2.1174200596664954,2.1027750226905404
141,2.130451467701223,3.008076885180471,2.1312255615031357,2.9353479943051157,2.1262621586698858,2.7550281394279303,2.128351172472355,2.396875032910028,2.1325023657657716,2.1086299618255655
142,2.1455194948067913,3.0093826450151493,2.1462714588942426,2.937285888665341,2.1413005209161895,2.7587203602811314,2.1434043504193854,2.402392387211438,2.1475846718650473,2.114422626062108
143,2.1605875219123596,3.010654813141605,2.1613173562853496,2.9391359271358466,2.156338883162494,2.762302937125071,2.1584575283664167,2.407840310051339,2.1626669779643235,2.1201530835946887
144,2.175655549017928,3.011909625591608,2.176363253676456,2.940912049889801,2.171377245408798,2.7657844518432357,2.173510706313447,2.4132177402896384,2.1777492840635997,2.1258214909846265
145,2.1907235761234958,3.013162675902713,2.191409151067563,2.942628273885169,2.1864156076551016,2.7691739298484292,2.1885638842604775,2.418523839613953,2.1928315901628754,2.1314281115086797
146,2.205791603229064,3.0144287083228383,2.20645504845867,2.944298522822848,2.2014539699014053,2.7724807276612715,2.203617062207508,2.42375802457882,2.2079138962621516,2.136973334355655
147,2.2208596303346324,3.015721420040946,2.2215009458497765,2.945936457130407,2.216492332147709,2.7757144152588755,2.2186702401545384,2.4289199963383443,2.2229962023614274,2.1424576944351728
148,2.2359276574402007,3.0170532750625165,2.2365468432408835,2.947555306070205,2.2315306943940127,2.7788846545742008,2.2337234181015697,2.4340097674737833,2.2380785084607036,2.1478818924161445
149,2.250995684545769,3.01843533271896,2.2515927406319904,2.94916770415438,2.2465690566403174,2.782001075618278,2.2487765960486,2.4390276852774266,2.2531608145599793,2.1532468147595316
150,2.266063711651337,3.019877093460037,2.266638638023097,2.9507855340714197,2.261607418886621,2.785073151924938,2.2638297739956306,2.4439744509387555,2.2682431206592555,2.158553553282808
151,2.2811317387569052,3.021386364891934,2.281684535414204,2.9524197783945088,2.276645781132925,2.7881100769073655,2.278882951942661,2.448851133954289,2.2833254267585317,2.163803423858649
