name,p/b =1/12,p/b =1/12,p/b =1/6,p/b =1/6,p/b =1/3,p/b =1/3,p/b =2/3,p/b =2/3,p/b =1,p/b =1
18,0.374186672258209,1.2018598723203915,0.374186672258209,1.2001720425633644,0.365775413809689,1.1651030110041758,0.368225123750327,1.111681760898467,0.364790083689328,1.0725250691738906
19,0.388675777885947,1.2269422750410515,0.388675777885947,1.2234354131915102,0.382747905778224,1.1835174654819538,0.388345979324453,1.1232127006062445,0.384603292320365,1.0800271131631087
20,0.399687532056994,1.2520422714213195,0.399687532056994,1.246949595320634,0.402798001267787,1.2029690886356172,0.408173705921935,1.1351623361737704,0.404433673323643,1.0877706652728258
21,0.41478309128913,1.2766905338037202,0.413909820549989,1.2704663570524968,0.418365715355524,1.2233946374034343,0.428014270470458,1.1476508352928687,0.424250294175513,1.0957040402085334
22,0.424121674467367,1.3005852988184663,0.420953583692664,1.293816115508037,0.432651829078518,1.244684754358877,0.447952963522671,1.160780930443246,0.444064244593688,1.1037967814052658
23,0.433102750167371,1.3236234663196604,0.437698108690605,1.3169171269456525,0.449396488710824,1.2666948341131707,0.467706447162303,1.1746192182629709,0.463887541529799,1.1120449126628726
24,0.444546303692136,1.3459032036937886,0.444316072360335,1.3397729602117023,0.46528618117824,1.2892609004169944,0.487530560064266,1.1891840926345996,0.484004252368292,1.1204722451193976
25,0.439976716644646,1.3641830323482962,0.45845710612199,1.3589569000277162,0.473546750562501,1.3088462511224854,0.508910109195555,1.2013485466975953,0.503529462143053,1.1262267446196097
26,0.454790498970306,1.3866139588666664,0.454735965252555,1.3822014166956795,0.492381569775713,1.3315931659666187,0.525745342494476,1.217219387518238,0.523357623083397,1.135117637687934
27,0.45484979248886,1.4091641750966006,0.471300888006889,1.4049605584276716,0.508700756995952,1.3548731211749097,0.547072886386612,1.2335133518964443,0.543174053190004,1.1445634428785367
28,0.46768376748418,1.432149903361793,0.482758828853177,1.427956939237593,0.526544060867937,1.3782926803991316,0.568160340386703,1.2500383083564208,0.562992009258723,1.1542057122633846
29,0.4648996359007,1.4559086695063148,0.492970053762914,1.4508429670486667,0.54221787516151,1.401706554884511,0.586760871981128,1.2668684147649645,0.583261228441981,1.164507979325597
30,0.478056932264948,1.4812469413837661,0.499455381735125,1.4744513624953637,0.560282520469607,1.4252972600569072,0.606600057997732,1.2835902328578739,0.602654625733123,1.1753830406965204
31,0.489341240214175,1.5077444815568675,0.511802118021492,1.4984102785833837,0.57231289686064,1.4485847135067762,0.626440096539697,1.3002290687169191,0.623076050982888,1.1866449905741594
32,0.492498701673718,1.5358433612338789,0.521634184761619,1.5227456087150515,0.590279364731431,1.4723639758786318,0.645815910914741,1.3168072569883078,0.642613326543602,1.1986101475647273
33,0.497787335383232,1.5654529332186304,0.532515462163477,1.5478888728725388,0.606342180499053,1.4969469143813714,0.666150534706256,1.3335055183495903,0.66275058859475,1.2110810726023504
34,0.506546479984088,1.596260585918846,0.544383277492791,1.5737151337483815,0.622972008537087,1.5216881484756446,0.685994859916875,1.3502679863398488,0.683226489027653,1.2235505519223087
35,0.514613252974875,1.6273195215901124,0.552005906384093,1.59975145250514,0.639275916929215,1.5463700396237225,0.700439475006552,1.3667924107290081,0.700139206615707,1.2363067646732295
36,0.526392413614407,1.658616226616115,0.564380121235861,1.6264853443911391,0.659735479795899,1.5705633031929143,0.721045800127307,1.3831272784589193,0.721653490695322,1.2492133006910238
37,0.537051698782514,1.6888700820125366,0.57876123019647,1.653089324817862,0.678358750589732,1.5942618177265102,0.740142906000129,1.39986972713479,0.740513508845563,1.2618877148739456
38,0.551343806193132,1.7181587801408218,0.593491366308458,1.6796983177768479,0.697310342861421,1.61742357426549,0.759985229776326,1.4169532036873944,0.761319779016056,1.2742917833114307
39,0.560300367073372,1.7461631387270886,0.609087828160127,1.7063987860824903,0.703151769141899,1.6400645727216423,0.779217637623094,1.4346495847930725,0.781743255925412,1.2867729567989146
40,0.575066804580424,1.7726516381919508,0.625114844573213,1.7330198747020547,0.723142339386677,1.6622871640592969,0.800437849552551,1.4525237024980497,0.800982729294668,1.299154100711463
41,0.584579890632301,1.7977643056008066,0.641083990203807,1.7594468953727667,0.737067675913038,1.6839489452773757,0.818286481168002,1.4701931240852604,0.821529081759837,1.3114177160137799
42,0.601167098791648,1.8225082557010182,0.658041554468865,1.7865814059024594,0.753847656505249,1.7057825171283458,0.839387274783253,1.4887252139477867,0.840657362720702,1.3234619480051752
43,0.616254120882165,1.8474777130518658,0.675972482455579,1.8133659001976643,0.769991878923128,1.7272644119436522,0.859254003356286,1.5073495360954006,0.860490101547383,1.3360280364439625
44,0.634624490478151,1.872400135355755,0.69289005695136,1.8401516600610517,0.788055159770846,1.7484042282652563,0.879103930450647,1.5262292470270997,0.880315305936134,1.348585718207886
45,0.648202978215448,1.8977026139623594,0.709282239271283,1.8664074032040883,0.807640788107986,1.7696341387202614,0.898955934548994,1.5454811463610225,0.90013760145961,1.3611513606831205
46,0.65997895658816,1.9230659965443508,0.725547100406239,1.8916275848196973,0.824182455835548,1.7907121483883763,0.917117345489946,1.564974204726999,0.917584496139588,1.3740741300295352
47,0.675897935667686,1.9483419841813299,0.741468242243606,1.9159323555058196,0.842913232448421,1.812173869280135,0.940338621874414,1.584380667801816,0.937783857271875,1.3869834959788727
48,0.691502583517429,1.9728123305009109,0.758509319404839,1.9390651932825627,0.858138379344098,1.8338742190841695,0.958001883789543,1.603115580026603,0.957863126828463,1.3999849579524268
49,0.709689697382708,1.9950354136252797,0.775370452978619,1.9605698656575778,0.878381551643398,1.8550253270512935,0.978377303110862,1.6217044355153782,0.977692012335886,1.4131716790977016
50,0.727910699329763,2.019171976359654,0.790290347959871,1.9817093820061114,0.897077109063968,1.8772974104911333,0.998984372336839,1.6401319146636173,0.998766886054073,1.426231051293958
51,0.741979455673701,2.0402689358590393,0.807867156414422,2.0057928655379675,0.916425087711086,1.8975294752130185,1.01640021148013,1.6581712312857735,1.01811713962631,1.4392497600509724
52,0.760165070361846,2.06393099433775,0.828557627642735,2.027361075652894,0.934665029172661,1.918975963581138,1.03792847524482,1.6754022394445953,1.03565421179802,1.4523609211904187
53,0.776808064964241,2.0853872625860497,0.846623154515937,2.0496717452166147,0.952992680224285,1.941014380665498,1.05777730820316,1.692410439751216,1.05704560937037,1.4658642020840975
54,0.7926428585175,2.109790285854326,0.861104539729113,2.071898735499993,0.972291050912766,1.9623399849893846,1.07761462491617,1.7089293137823882,1.0776200214176,1.479448232589025
55,0.809514845678264,2.1315829186351545,0.881253487400306,2.0942400804386283,0.993073563705483,1.9829252257272472,1.09862466973987,1.7252085317528694,1.09545754491331,1.4928565711256583
56,0.830763261227393,2.1535759126156866,0.899736324289511,2.1167787384837307,1.01097583563431,2.0030416289602533,1.11731696409181,1.7413987552018813,1.11654821299148,1.5062819952626338
57,0.847717013678349,2.17538602943977,0.915289179099112,2.1390392537847887,1.0307633549948,2.022793962675862,1.1371641094844,1.7575470483511648,1.13638586350871,1.5194668145725687
58,0.86149709348247,2.1971138930735843,0.932307219590369,2.1608854749666344,1.0515014134871,2.0425411974401255,1.15700895533687,1.7736013469316054,1.15466826138893,1.5327956838588486
59,0.880405519327055,2.2187078138631056,0.950400750672108,2.182563799756498,1.07017958434439,2.062430836258663,1.17759947065563,1.7895152631769835,1.17680944231849,1.546529958109977
60,0.902571326244055,2.240325560131887,0.971420386818782,2.2039555291454516,1.08965260621491,2.0826848988119244,1.19543662461296,1.8052952236576691,1.19421132844572,1.5598383442757342
61,0.92042903224099,2.262280932750145,0.991286487725775,2.225015479077707,1.10950282260626,2.1028740018547705,1.21713318276107,1.82106849507524,1.21573145851445,1.5730844255589602
62,0.939174936130021,2.284495453263366,1.00581153141872,2.2455523837300024,1.12959247267907,2.123217712412014,1.23361591787805,1.8365743900739449,1.23580546788182,1.5862037133679705
63,0.959035018044298,2.3064636218861314,1.02351648086269,2.266125413421523,1.14922230448265,2.143511979574195,1.25444146134944,1.8520669066360773,1.25540509052784,1.599082226261364
64,0.977641059405341,2.328644137655087,1.04411534159583,2.286328849925424,1.16922401977009,2.1632540858402995,1.27426870035434,1.8678171282084712,1.27523005648502,1.612127252571683
65,0.997065710233271,2.3510604323869293,1.06261775532589,2.3063449107060423,1.18891849795184,2.1827620340360965,1.29410262180166,1.8827966424592903,1.29631039943645,1.6248549548097375
66,1.01824614382746,2.37316510154685,1.08324790479853,2.3260124594217904,1.20585655642608,2.201411642195655,1.31396555560364,1.8975305228538604,1.31349281595586,1.6373795852936839
67,1.0327911176171,2.395657873924507,1.10128542072971,2.345438024403359,1.22683331928095,2.219354820820578,1.33379266744503,1.9120929615669886,1.33473566434404,1.6493772711506594
68,1.05294673207812,2.4174859499407257,1.11756890282084,2.3652771039461906,1.24745093552787,2.2362115941162912,1.35485903040401,1.9262575686822372,1.35359010739333,1.6611022912854523
69,1.0725801587941,2.4387622759272563,1.13689629783523,2.3848015876959616,1.26293810952388,2.252322312828454,1.37222500998009,1.9404508741858095,1.37439961603529,1.672805220827512
70,1.09245722527735,2.4594356918280647,1.15740361003926,2.403845624450678,1.28299530504174,2.2676885820076995,1.39332030638205,1.9546880275688772,1.39423843486726,1.6846669226588074
71,1.1123189188611,2.4794475320749934,1.1699264264885,2.4228021657951215,1.30341079888097,2.2824839482967354,1.41315128081503,1.9687635592365667,1.4148072000599,1.6963806574848843
72,1.13059836608039,2.499013712446771,1.18549082536553,2.441883335225184,1.32416256675777,2.296891819538171,1.43298935785987,1.9827767155323954,1.4331419576034,1.7079783889111377
73,1.14972556106488,2.518443953534324,1.20602843767891,2.460360628633715,1.3422993664378,2.3108288748022794,1.4534584679244,1.996640720264046,1.45372017572512,1.7192464393428848
74,1.1638830915585,2.5374118339676954,1.22744106449395,2.4788060820675057,1.36217520508412,2.3247251595978944,1.47191114224735,2.0099944844664672,1.47354213744438,1.7304043943620033
75,1.18200129703822,2.5560556499515616,1.24574362146945,2.497204500969517,1.35307152971131,2.3387272788379034,1.49249401994029,2.0229147813410817,1.49336996458051,1.7415840746722404
76,1.19931834991575,2.574468669936624,1.26632290760025,2.51596294757146,1.38370165745871,2.352535277381303,1.51233052068745,2.0354102176315165,1.51244618384693,1.7524966832546756
77,1.21187542855508,2.5930066948684507,1.28545389534238,2.5344926379352177,1.40111695899951,2.3664666004711394,1.53217339683015,2.0475412033123352,1.53304106921916,1.7636180555211094
78,1.23171041579156,2.6114766661923583,1.30649371836297,2.552762582985528,1.42294337602069,2.380095755175972,1.55124994990077,2.0593679451789972,1.55286970702267,1.7743429480021284
79,1.25324697187104,2.629981260292299,1.32257186270052,2.57050181798418,1.43985680636836,2.3940952416826202,1.57182394469274,2.070735722493908,1.57270101525987,1.7851571879822163
80,1.27142606077398,2.6491374144994784,1.34334157001995,2.58812524576918,1.46138541721879,2.4086768565621828,1.59165214855077,2.081571573918125,1.59251596709068,1.7961373755162784
81,1.29127487518764,2.6682399876198986,1.36463433580532,2.6050922555556375,1.48121529486651,2.422581159083191,1.61052003596209,2.0921486390367243,1.61278428067547,1.806822526761026
82,1.31114171502874,2.6871485226757175,1.38214239388924,2.6212878220487297,1.50105505947708,2.4362269625497026,1.63131169402642,2.102426924325634,1.62812311274197,1.817151287236709
83,1.33099023802602,2.7056634623723013,1.40274090103718,2.63632302519697,1.52088124938303,2.449281531782228,1.65187383876886,2.1126867096854096,1.64841488190099,1.8278909133596395
84,1.34968442631947,2.7239027591330633,1.42257839392464,2.6504499084573254,1.54070834426929,2.461212021066507,1.66983844222097,2.1228495437967028,1.66697739022036,1.83820472407377
85,1.37069585166202,2.741196047913499,1.44216478481896,2.663132485509742,1.56083872160856,2.4722696341711887,1.69078592428951,2.1331676419088974,1.6880549790425,1.848438962610648
86,1.38681794614162,2.757202851399951,1.46224386627952,2.6742579087478697,1.58036123776878,2.482400611257661,1.71111667515739,2.143479045053119,1.70787561508218,1.8582371829274111
87,1.40632544922305,2.7716926683600334,1.48237324512032,2.6837413884637056,1.60019045972965,2.4916347810231336,1.7291939469053,2.1535418516483165,1.72710048451716,1.8679128149547959
88,1.42692679485219,2.7845466626059436,1.50189146156438,2.692055591884057,1.6200090834068,2.499913968683163,1.75028248446484,2.1634478977280627,1.74753590684868,1.8775990686903772
89,1.4464409072732,2.7956957148283363,1.52170607959098,2.699490430347172,1.63982992449763,2.507803207841269,1.77009480083192,2.1736985265428745,1.76735894151005,1.8873202524219772
90,1.46625893010276,2.8048197174754472,1.54080358448346,2.706149754108464,1.65965367445375,2.5156243657821107,1.78991075407536,2.1839178262263452,1.78718273915248,1.897055157550965
91,1.486090565786,2.812346140115195,1.55962263287714,2.712057952968377,1.67946662345928,2.5230057965515553,1.80974139470414,2.1936903142745847,1.80700695405017,1.9071767210192825
92,1.50589410787093,2.8180110363060327,1.58114325758653,2.7178582265868743,1.69928420121656,2.530455796241779,1.82956068598971,2.2036234481261747,1.82682282384257,1.917407609648408
93,1.52569737655432,2.8225963414899655,1.60095253474574,2.722845083198359,1.71910484043533,2.5381130135535743,1.849388989989,2.213735413789066,1.84739448332967,1.9279126525405816
94,1.5455069207569,2.826418039115987,1.62075046256173,2.7277807906102307,1.73891882264438,2.5460537368796423,1.86921662637987,2.2231730475290052,1.86572603990713,1.9381952659544428
95,1.56530491533373,2.8296223342017424,1.64056355462622,2.7327083724898262,1.75873277306256,2.554029080074124,1.88902924158119,2.232114987097314,1.88631136000046,1.9480211591556322
96,1.58510959076345,2.8325775187411204,1.66038370426547,2.7375824424255177,1.7785456028523,2.5610445169688325,1.90885854699312,2.241114886889631,1.90614104690292,1.957688846164103
97,1.60493034601891,2.835513266891393,1.68018463631938,2.742511538519312,1.79836835139578,2.567701531918541,1.92868484816714,2.2500845078212905,1.92595922550778,1.9671003105753142
98,1.62472406790184,2.8385896003189597,1.69999224445753,2.7477285276752346,1.81817929757605,2.5742293373130254,1.94850247043165,2.259154478178265,1.94577833002194,1.9762257303335198
99,1.64451765626308,2.8413275013259356,1.71980052020409,2.753023908697578,1.83800147865236,2.580182277850805,1.96832576736776,2.268008591252195,1.96560292641016,1.9852912683356438
100,1.66431257984117,2.8443849569917576,1.73961580583912,2.7582750391436277,1.85782155199351,2.5884584712734213,1.98859400445575,2.2770043122629495,1.98542255149994,1.994391556817918
101,1.68411877858375,2.8475537456892903,1.75942908864887,2.7634199309044294,1.87762916013166,2.594446761785632,2.00797425279718,2.2858915933147532,2.00525319212872,2.003266898208363
102,1.7039234566627,2.8504445982600126,1.77923102211541,2.7686130623987175,1.89742942457714,2.6009065527808435,2.02779899621821,2.2944226181771135,2.0250644721132,2.0118625242411716
103,1.72372438871661,2.853787896399362,1.79903929786198,2.773906999510426,1.91725449253004,2.60755630189076,2.0476049353353,2.3028166129041914,2.04488042535664,2.0202249643078996
104,1.74354067576426,2.8570123477958336,1.81884804093444,2.7790924482748363,1.93706834095249,2.614129528945957,2.06742322520823,2.311333070175656,2.06470689343277,2.028541642897037
105,1.7633536247698,2.860371132579417,1.83865468898809,2.7840420029301614,1.95687628289484,2.6203764174430595,2.08724518692749,2.3194331889427207,2.08549556498872,2.0373279995481
106,1.7831488821521,2.8638980456538428,1.85846979977329,2.789153404841179,1.97669943677201,2.626698517312056,2.10706347680042,2.327090639121271,2.10503075791864,2.046325476254742
107,1.80295148322707,2.8675968712235007,1.8782707318272,2.7942738599674533,1.99651219503228,2.6329264754895543,2.12689118472077,2.3344678640480416,2.12417795255584,2.0550050743534762
108,1.8227530828894,2.8715584369784133,1.89809474723714,2.7992080003364115,2.01632147219149,2.639225073924494,2.14670272697998,2.342082292476633,2.14399530777698,2.0635494649799178
109,1.84254700505485,2.8755952120229002,1.91790955918809,2.8043805363676726,2.03613987333249,2.6456046070419696,2.16652220742127,2.3496623597537014,2.16306967911034,2.072539888970494
110,1.86234935498188,2.879530777137063,1.93771762723426,2.809619292922705,2.05594692513028,2.6519122084832034,2.18634431378902,2.357238713000892,2.18363415739148,2.0811941876733737
111,1.88217041807901,2.883362901941233,1.95751418274405,2.8143817306410384,2.0757576487744,2.6584085837617413,2.20615092051453,2.365169044411925,2.20345890081252,2.0896729010662725
112,1.90197817457459,2.887727582815845,1.97731995495903,2.8189265737250406,2.09557360201785,2.6649568114900353,2.22596880240454,2.3726990465066633,2.22328475691425,2.0979870374999763
113,1.92178811934222,2.892090717581946,1.99712472576137,2.8233479878377428,2.11539189189078,2.6715663116794706,2.24578742873092,2.3798798668835306,2.24309002842291,2.10593495567177
114,1.94158771617927,2.8966048340148203,2.01693617821136,2.8276578254862432,2.13521358471221,2.6781687896421706,2.26560278589542,2.3872718676078177,2.2629016422116,2.1135996203966547
115,1.96140797178812,2.9011802138395666,2.03549998777617,2.8326539981576606,2.15501712229343,2.684637858279095,2.28541940674729,2.394711266129996,2.28272417616666,2.1209862069566614
116,1.98121094375665,2.9053314269538153,2.05655856571481,2.8378056483030147,2.17482973749476,2.6910770492205733,2.30523952062181,2.4018971776508344,2.30254489804171,2.1282219502382085
117,2.00101421244004,2.9095625414014807,2.07636550624453,2.842570640976836,2.19464418861925,2.6975794950577368,2.32507000627006,2.409136886234765,2.3223658027143,2.1356963191284573
118,2.02081990120397,2.913978325157828,2.09616944253634,2.8476160671653314,2.21447065669538,2.703923162092556,2.34486860169448,2.4159948897085446,2.34218539998706,2.1431142159401215
119,2.04061841317734,2.918366969921135,2.11598954448928,2.8530074837524664,2.23427392537877,2.7103207701459766,2.36467921407053,2.4226787416182374,2.36199175635941,2.150401889443405
120,2.06042668892391,2.9229886694655445,2.13579834478532,2.8583420817146914,2.25482864297749,2.7166760630548037,2.38450017437716,2.4293380242842644,2.38180737579864,2.15754580840945
121,2.08024313174686,2.9274466303112274,2.15560561911926,2.863682983658289,2.27315071419477,2.7230070285131176,2.40431646142482,2.435724964495624,2.4016308952709,2.1648905889622436
122,2.10172798524517,2.9314217108160445,2.17541547911122,2.869305121796134,2.29372078369647,2.729269890848696,2.42412740760508,2.441947155747508,2.4214409513066,2.1720878370527745
123,2.12081759690775,2.935716566942843,2.19522350582925,2.8747359724735593,2.31353106226831,2.7355821593949745,2.44393801998114,2.448356323422172,2.44125990878795,2.179100860076287
124,2.13966680179864,2.9402169090351378,2.21503612103057,2.8801429784229033,2.33334153158542,2.741566280985859,2.46375638403278,2.454591221783995,2.46108287191985,2.18593792957257
125,2.15946719605687,2.9447292298080425,2.23484662213855,2.885498307146231,2.35314093767721,2.747377223645041,2.48356792364276,2.4670338956940716,2.48088981244957,2.198051824916139
126,2.17927925862678,2.9492081699921067,2.25466028325975,2.890700945676807,2.37296644143006,2.753251981463572,2.50337352895563,2.4731469381739775,2.50070876993093,2.204278996785476
127,2.19908862480044,2.953887842421889,2.27446862576716,2.895821250685291,2.3927781850315,2.7591793385231007,2.52249195336284,2.4792765144836544,2.5205087005722,2.2102773261784634
128,2.21889055826698,2.9588634783398677,2.29427423108003,2.9005670449751526,2.4125898729989,2.764891216454788,2.5430131129394,2.485424890032363,2.54032195000153,2.216084447224737
129,2.23869950162197,2.9636488019861145,2.31407916878448,2.905155832414072,2.43239573793727,2.770487426166061,2.5628193858607,2.4915750128831284,2.5601409408633,2.2217474399085044
130,2.25850352136484,2.968304804845986,2.33388944735632,2.909635762780264,2.45220928620085,2.7759815583140175,2.58263367008308,2.49769188668259,2.57994955041408,2.2273162472717396
131,2.27832269740848,2.9728513730366775,2.35369572027762,2.9141644165547356,2.47202163594835,2.7812992697428682,2.60243693876647,2.50372711541393,2.59975148388062,2.2328368352776913
132,2.29812599788274,2.977032710243963,2.3734986551568,2.9187741986492,2.49182857647807,2.7935394326617247,2.62225489483519,2.5096262395700952,2.61802608822726,2.238344984350756
133,2.31792993417456,2.980936219797928,2.393318947855,2.923065277968303,2.51163785363728,2.798393433741639,2.64206050014807,2.515338004854007,2.63939006645176,2.2438615629284513
134,2.33773120003267,2.984735202416244,2.41312555458051,2.927161279617634,2.53143954867224,2.803026973254783,2.661878790021,2.520824253287668,2.65919333513515,2.2493900129566384
135,2.35753446871606,2.98845640652613,2.43292381620072,2.9308510928460034,2.55125157892142,2.807444036564582,2.68169334128675,2.526068758415586,2.67899793903538,2.254916576711664
136,2.37734107544157,2.991873431023387,2.45272953278166,2.934517659099706,2.57106167946435,2.811656051510675,2.70149333868886,2.5310831054671707,2.69881322467041,2.260413518338879
137,2.39714334271232,2.9951546078827715,2.47252801693801,2.937987592772305,2.59086561575616,2.8156812693127033,2.72129961161016,2.53590771681754,2.71862517226331,2.2658452498417025
138,2.4169555573486,2.9980769404046983,2.49352277414695,2.948865479269124,2.6106728900901,2.8195436593794456,2.74110955637779,2.540606424381741,2.73843177898882,2.271176870850142
139,2.4367582251844,3.0007706519889434,2.51214407885164,2.9519576430690475,2.63047348833979,2.823271335975377,2.76091950114542,2.5452536837745274,2.75824138995224,2.2763841883243394
140,2.45655081213301,3.003057342411024,2.53194276329052,2.954820209893172,2.65027399121685,2.8268945416143776,2.78072610787093,2.549914708852425,2.77805215068572,2.2814638135178824
141,2.47634807234058,3.005444215324961,2.55173708602102,2.9574414164487863,2.6700863679866,2.83044322474666,2.80054105970174,2.5546205868902896,2.79786828937595,2.2864414592571234
142,2.49615334384924,3.015402024345854,2.57154235752968,2.959819498620363,2.68988696623629,2.833944273679183,2.82034299316828,2.559342929991123,2.81766822001722,2.2913761041538487
143,2.51594893503575,3.017612335075955,2.59134406846008,2.961967386137603,2.70969457437443,2.8374185117219164,2.84015360554434,2.5639759517594083,2.83678130997635,2.296357278228254
144,2.53575186991493,3.019853805253141,2.61114121739959,2.9639164235154905,2.72949483881992,2.840877628391514,2.85995754183615,2.568338162887466,2.85743490227281,2.3014923860243877
145,2.55554579208038,3.0221310327038005,2.6309451536914,2.965718217979434,2.74929710609067,2.8443213273434176,2.87976181193217,2.572211296639296,2.87711007127174,2.306880751332944
146,2.575341030918,3.0244196321835015,2.65074341531161,2.9674437137801517,2.76910456587139,2.8477351238600734,2.89956348577322,2.575440755444208,2.89690900050037,2.3125709777683916
147,2.59515700270613,3.0266701734291477,2.67052598813385,2.9691786997370326,2.78890898432484,2.851089434625381,2.91937435777477,2.57812997178089,2.916718945268,2.3184983105190695
148,2.614962608019,3.0288169397410845,2.69032558497091,2.9710152015183326,2.8087085811619,2.8543408826853307,2.93916917008479,2.5809707674605367,2.93653489851145,2.324398998513242
149,2.63475352594655,3.030790657166335,2.71013386071748,2.9730386228774353,2.82851351886635,2.857437104580191,2.95807925658441,2.5857632513670468,2.95634484327908,2.3296992381115857
