name,D/d=1.05,D/d=1.05,D/d=1.10,D/d=1.10,D/d=1.15,D/d=1.15,D/d=1.3,D/d=1.3,D/d=1.5,D/d=1.5,D/d=2,D/d=2,Semi-circular,Semi-circular
axis,r/d,K<sub>t</sub>,r/d,K<sub>t</sub>,r/d,K<sub>t</sub>,r/d,K<sub>t</sub>,r/d,K<sub>t</sub>,r/d,K<sub>t</sub>,r/d,K<sub>t</sub>
20,0.05196457303517588,2.1752671664863708,0.0664617095125628,2.321157370788949,0.07200521079899497,2.4017635297031683,0.0783641167437186,2.4855026238984985,0.08159998029648241,2.510591149015691,0.08437933963316582,2.5454397665607478,0.03163706804522613,2.5112743882177613
21,0.05329988538693468,2.1435755148789957,0.06769691363819096,2.293741035014352,0.07320716578894472,2.377257073954263,0.07952214618090453,2.462946536836685,0.08273529526130653,2.4894558992463605,0.08549233596482411,2.525466084448359,0.03304977249748744,2.4899001756176165
22,0.05463519773869347,2.1125594568785067,0.06893211776381909,2.2668664762545006,0.07440912077889447,2.3531878098072947,0.08068017561809046,2.4407245536157123,0.08387061022613065,2.468620326484104,0.0866053322964824,2.505742366539263,0.034462476949748744,2.4688321355467737
23,0.055970510090452265,2.0822079635271376,0.07016732188944723,2.240524999262191,0.07561107576884422,2.3295491036803537,0.08183820505527639,2.4188329244310456,0.08500592519095478,2.448080946047789,0.08771832862814069,2.4862662537124436,0.035875181402010056,2.448066344364169
24,0.057305822442211066,2.052510096605653,0.07140252601507538,2.214707980858203,0.07681303075879398,2.3063343754983334,0.08299623449246232,2.3972679188104014,0.0861412401557789,2.427834293910421,0.088831324959799,2.4670353960016898,0.03728788585427136,2.4275989065826282
25,0.05864113479396986,2.0234550086333503,0.07263773014070352,2.189406869931306,0.07801498574874371,2.283537098692929,0.08415426392964824,2.376025825613747,0.08727655512060302,2.4078769266991404,0.08994432129145728,2.4480474525955955,0.03870059030653267,2.4074259548688652
26,0.059976447145728654,1.9950319428680552,0.07387293426633165,2.164613187438255,0.07921694073869347,2.2611508002026346,0.08531229336683417,2.355102953033297,0.08841187008542714,2.38820542169522,0.09105731762311557,2.4293000918375616,0.04011329475879397,2.387543650043483
27,0.06131175949748745,1.967230233306124,0.07510813839195979,2.140318526403792,0.08041889572864322,2.239169060472749,0.0864703228040201,2.334495628593519,0.08954718505025126,2.368816376834071,0.09217031395477386,2.4107909912257917,0.04152599921105528,2.367948181080973
28,0.06264707184924624,1.9400393046824465,0.07634334251758794,2.116514551920644,0.08162085071859296,2.217585513455371,0.08762835224120603,2.314200199151129,0.09068250001507538,2.349706410705238,0.09328331028643216,2.3925178374132945,0.042938703663316584,2.3486357651097167
29,0.06398238420100504,1.91344867247044,0.07757854664321608,2.0931930011495297,0.08282280570854272,2.1963938466094013,0.08878638167839197,2.2942130308950928,0.09181781497989949,2.3308721625524025,0.09439630661809045,2.374478326207885,0.044351408115577896,2.3296026474119826
30,0.06531769655276383,1.8874479428820545,0.07881375076884423,2.070345683319149,0.08402476069849246,2.1755878009005425,0.08994441111557788,2.2745305093466266,0.09295312994472363,2.3123102922733785,0.09550930294974874,2.3566701625721826,0.0457641125678392,2.3108451014239297
31,0.06665300890452262,1.862026812867771,0.08004895489447236,2.047964479726193,0.0852267156884422,2.155161170801299,0.09110244055276381,2.255149039359196,0.09408844490954774,2.294017480420119,0.09662229928140703,2.339091060623611,0.04717681702010051,2.2923594287356046
32,0.06798832125628142,1.8371750701165994,0.0812841590201005,2.0260413437353364,0.08642867067839197,2.1351078042909752,0.09226046998994974,2.236065045118518,0.09522375987437187,2.2759904281987087,0.09773529561306532,2.3217387436343992,0.04858952147236181,2.274141959090944
33,0.06932363360804021,1.8128825930560812,0.08251936314572864,2.0045683007792423,0.0876306256683417,2.11542160285568,0.09341849942713568,2.2172749701425576,0.09635907483919598,2.258225857469369,0.09884829194472361,2.304610944031583,0.05000222592462312,2.256189050387772
34,0.070658945959799,1.78913935085229,0.08375456727135677,1.9835374483585615,0.08883258065829146,2.0960965214883207,0.09457652886432161,2.1987752772815314,0.09749438980402012,2.2407205107464576,0.0999612882763819,2.287705403397,0.051414930376884424,2.2384970886778035
35,0.0719942583115578,1.7659354034098276,0.08498977139698492,1.9629409560419293,0.09003453564824121,2.0771265686886085,0.09573455830150754,2.1805624487179047,0.09862970476884422,2.223471151198466,0.10107428460804019,2.2710198724672956,0.05282763482914573,2.2210624881666394
36,0.07332957066331659,1.743260901371828,0.08622497552261306,1.94277106546597,0.09123649063819095,2.0585058064630553,0.09689258773869347,2.1626329859663933,0.09976501973366834,2.2064745626480216,0.10218728093969848,2.254552111133919,0.05424033928140704,2.2038816912137715
37,0.07466488301507539,1.7211060861199572,0.08746017964824121,1.9230200903352923,0.09243844562814071,2.0402283503249747,0.0980506171758794,2.1449834098739635,0.10090033469849247,2.1897275495718858,0.10330027727135678,2.2382998884431236,0.05565304373366835,2.1869511683325804
38,0.07600019536683418,1.6994612897744088,0.08869538377386935,1.9036804164224952,0.09364040061809045,2.022288369294482,0.09920864661306533,2.1276102606198304,0.10203564966331659,2.173226937100957,0.10441327360301507,2.2222609825959685,0.05706574818592965,2.170267418190335
39,0.07733550771859297,1.67831693519391,0.08993058789949748,1.8847445015681612,0.09484235560804019,2.004680085898494,0.10036667605025126,2.1105100977154594,0.10317096462814071,2.156969571020268,0.10552626993467336,2.2064331809483195,0.05847845263819096,2.153826967608193
40,0.07867082007035177,1.657663535975717,0.09116579202512562,1.8662048756808614,0.09604431059798996,1.9873977761707287,0.1015247054874372,2.093679500004567,0.10430627959296483,2.140952317768987,0.10663926626633165,2.1908142800108443,0.059891157090452264,2.1376263715612014
41,0.08000613242211056,1.6374916964556179,0.09240099615075376,1.848054140737153,0.0972462655879397,1.9704357696517074,0.10268273492462313,2.0771150656631177,0.10544159455778895,2.125172064440417,0.10775226259798995,2.1754020854490177,0.06130386154271357,2.1216622131782956
42,0.08134144477386936,1.6177921117079301,0.0936362002763819,1.8302849707815811,0.09844822057788945,1.95378844938875,0.10384076436180906,2.060813412199327,0.10657690952261306,2.1096257187819973,0.10886525892964824,2.1601944120831194,0.06271656599497488,2.105931103742299
43,0.08267675712562815,1.5985555675455023,0.09487140440201006,1.8128901119266754,0.0996501755678392,1.937450251935981,0.10499879379899499,2.0447711764536614,0.1077122244874372,2.0943102091953008,0.10997825526130653,2.145189083888233,0.06412927044723618,2.0904296826899262
44,0.08401206947738694,1.5797729405197156,0.0961066085276382,1.7958623823529547,0.10085213055778894,1.9214156673543257,0.1061568232361809,2.028985014598835,0.1088475394522613,2.079222484736037,0.11109125159296482,2.130383933994248,0.0655419748994975,2.0751546176117786
45,0.08534738182914574,1.5614351979204795,0.09734181265326633,1.7791946723089245,0.1020540855477387,1.905679239211509,0.10731485267336684,2.0134516021398134,0.10998285441708544,2.064359515114051,0.11220424792462311,2.115776804685858,0.06695467935175879,2.0601026042523474
46,0.08668269418090453,1.5435333977762355,0.09857701677889447,1.7628799441110754,0.10325604053768844,1.8902355645820599,0.10847288211055277,1.9981676339138121,0.11111816938190955,2.0497182906933213,0.1133172442562814,2.1013655474025628,0.0683673838040201,2.045270366510011
47,0.08801800653266333,1.5260586888539556,0.0998122209045226,1.7469112321438862,0.10445799552763818,1.875079294047309,0.1096309115477387,1.9831298240902964,0.11225348434673368,2.0352958224919626,0.11443024058793969,2.0871480227386665,0.0697800882562814,2.0306546564370396
48,0.08935331888442212,1.5090023106591413,0.10104742503015074,1.7312816428598214,0.10565995051758795,1.8602051316953854,0.11078894098492463,1.9683349061709805,0.11338879931155779,2.0210891421822264,0.11554323691959797,2.073122100443278,0.07119279270854272,2.0162522542395895
49,0.09068863123618091,1.492355593435827,0.10228262915577889,1.7159843547793336,0.10686190550753769,1.8456078351212244,0.11194697042211055,1.9537796329898307,0.11452411427638191,2.0070953020904967,0.11665623325125626,2.0592856594203113,0.07260549716080401,2.002059968277708
50,0.09202394358793971,1.4761099581665769,0.10351783328140704,1.701012618490862,0.10806386049748744,1.8312822154265587,0.11310499985929648,1.9394607767130618,0.11565942924120604,1.993311375197294,0.11776922958291457,2.0456365877284863,0.07401820161306533,1.9880746350653284
51,0.0933592559396985,1.4602569165724857,0.10475303740703518,1.6863597566508326,0.10926581548743719,1.817223137219925,0.11426302929648241,1.9253751288391374,0.11679474420603016,1.9797344551372742,0.11888222591457286,2.032172782581327,0.07543090606532663,1.9742931192702762
52,0.0946945682914573,1.444788071113178,0.10598824153266331,1.6720191639836566,0.11046777047738693,1.8034255186166614,0.11542105873366834,1.9115195001987741,0.11793005917085428,1.9663616561992288,0.11999522224623115,2.018892150347162,0.07684361051758794,1.9607123137142635
53,0.09602988064321609,1.4296951149868113,0.10722344565829145,1.6579843072817337,0.1116697254673367,1.7898843312389068,0.11657908817085427,1.8978907209549356,0.1190653741356784,1.9531901133260838,0.12110821857788945,2.0057926065491256,0.07825631496984925,1.9473291393728918
54,0.09736519299497488,1.4149698321300717,0.10845864978391959,1.6442487254054514,0.11287168045728643,1.7765946002156028,0.1177371176080402,1.8844856406028372,0.12020068910050252,1.940216982114901,0.12222121490954774,1.992872075865157,0.07966901942211055,1.9341405453756513
55,0.09870050534673368,1.400604097218177,0.10969385390954772,1.630806029283181,0.11407363544723617,1.7635514041824907,0.11889514704522613,1.8713011279699439,0.12133600406532663,1.9274394388168763,0.12333421124120603,1.9801284921280011,0.08108172387437186,1.9211435090059217
56,0.10003581769849247,1.3865898756648765,0.11092905803517589,1.6176499019112827,0.11527559043718594,1.750749875282116,0.12005317648241207,1.8583340712159697,0.12247131903015077,1.914854680337342,0.12444720757286432,1.967559798325206,0.08249442832663316,1.908335035700971
57,0.10137113005025127,1.372919223622449,0.11216426216080402,1.604774098354104,0.11647754542713568,1.7381851991638229,0.121211205919598,1.8455813778328793,0.12360663399497489,1.902459924235766,0.1255602039045226,1.955163946599126,0.08390713277889447,1.8957121590519557
58,0.10270644240201006,1.3595842879817042,0.11339946628643216,1.592172445743977,0.11767950041708544,1.7258526149837605,0.12236923535678393,1.8330399746448882,0.124741948959799,1.89025240872575,0.1266732002361809,1.9429388982469202,0.08531983723115578,1.8832719408039218
59,0.10404175475376885,1.3465773063719824,0.1146346704120603,1.579838843281224,0.11888145540703518,1.7137474154048769,0.12352726479396986,1.82070680780846,0.12587726392462312,1.8782293926750318,0.12778619656783918,1.9308826237205534,0.08673254168341708,1.8710114708558039
60,0.10537706710552765,1.3338906071611558,0.11586987453768843,1.5677672622341499,0.12008341039698492,1.7018649465969227,0.12468529423115578,1.8085788428123095,0.12701257888944723,1.8663881556054847,0.12889919289949747,1.9189931026267932,0.0881452461356784,1.8589278672604252
61,0.10671237945728644,1.3215166094556259,0.11710507866331657,1.5559517459390495,0.12128536538693468,1.6902006082364496,0.12584332366834172,1.7966530644774008,0.12814789385427136,1.8547259976931167,0.13001218923115576,1.9072683237272154,0.0895579505879397,1.8470182762244984
62,0.10804769180904523,1.3094478231003253,0.1183402827889447,1.5443864098002043,0.12248732037688442,1.6787498535068122,0.12700135310552763,1.784926476956949,0.1292832088190955,1.843240239768071,0.13112518556281405,1.895706284938198,0.090970655040201,1.835279872108624
63,0.10938300416080403,1.2976768486787185,0.11957548691457287,1.5330654412898803,0.12368927536683416,1.6675081890981662,0.12815938254271358,1.7733961037364172,0.1304185237839196,1.831928223314626,0.13223818189447234,1.8843049933309257,0.0923833594924623,1.8237098574272925
64,0.11071831651256282,1.2861963775127991,0.12081069104020101,1.5219830999483333,0.12489123035678393,1.6564711752074675,0.1293174119798995,1.7620589876335209,0.1315538387487437,1.820787310471196,0.13335117822613063,1.8730624651313872,0.09379606394472362,1.8123054628488822
65,0.11205362886432162,1.2749991916630923,0.12204589516582914,1.511133717383804,0.12609318534673367,1.645634425538475,0.13047544141708545,1.7509121907982235,0.13268915371356785,1.809814884030331,0.13446417455778892,1.8619767257203765,0.09520876839698493,1.8010639471956607
66,0.11338894121608041,1.2640781639286538,0.12328109929145728,1.5005116972725205,0.12729514033668343,1.6349936073017486,0.13163347085427135,1.7399527947127398,0.13382446867839198,1.7990083474387135,0.1355771708894472,1.8510458096334923,0.09662147284924623,1.7899825974437846
67,0.1147242535678392,1.253426257847071,0.12451630341708542,1.4901115153586972,0.12849709532663317,1.6245444412146512,0.1327915002914573,1.7291779001915337,0.1349597836432161,1.7883651247971648,0.1366901672211055,1.8402677605611397,0.09803417730150754,1.7790587287232993
68,0.116059565919598,1.2430365276944593,0.12575150754271355,1.479927719454536,0.1296990503165829,1.6142827015013452,0.1339495297286432,1.718584627381318,0.1360950986080402,1.777882660860639,0.1378031635527638,1.8296406313485263,0.09944688175376884,1.7682896843181386
69,0.11739487827135679,1.2329021184854683,0.1269867116683417,1.4699549294402257,0.13090100530653268,1.6042042158927972,0.13510755916582914,1.708170115761059,0.13723041357286433,1.7675584210382258,0.1389161598844221,1.8191624839956675,0.10085958620603015,1.7576728356661253
70,0.11873019062311559,1.2230162659732753,0.12822191579396985,1.4601878372639412,0.1321029602964824,1.5943048656267718,0.13626558860301508,1.6979315241419686,0.13836572853768847,1.757389891393152,0.1400291562160804,1.808831389657382,0.10227229065829145,1.747205582358972
71,0.12006550297487438,1.2133722966495912,0.129457119919598,1.450621206941845,0.13330491528643215,1.5845805854478376,0.137423618040201,1.6878660306675113,0.13950104350251258,1.747374578642777,0.14114215254773868,1.7986454286432934,0.10368499511055276,1.7368853521422782
72,0.12140081532663317,1.2039636277446548,0.13069232404522613,1.4412498745580855,0.13450687027638192,1.5750273636073655,0.13858164747738694,1.677970832813401,0.1406363584673367,1.737510010158596,0.14225514887939697,1.788602690417831,0.10509769956281408,1.7267096009155343
73,0.12273612767839197,1.194783767227238,0.13192752817085426,1.4320687482647996,0.13570882526633166,1.565641241863526,0.13973967691457287,1.6682431473876016,0.1417716734321608,1.7277937339662417,0.14336814521105526,1.7787012736002286,0.10651040401507537,1.716675812732118
74,0.12407144003015076,1.185826313804641,0.1331627322964824,1.4230728082821087,0.13691078025628142,1.556418315481293,0.1408977063517588,1.6586802105303273,0.14290698839698493,1.7182233187454785,0.14448114154271358,1.7689392859645254,0.10792310846733669,1.7067814997992965
75,0.12540675238190957,1.1770849569226978,0.13439793642211054,1.4142571068981225,0.13811273524623116,1.5473547332324404,0.14205573578894473,1.649279277714041,0.14404230336180907,1.708796353830211,0.14559413787437187,1.7593148444395652,0.10933581291959799,1.6970242024782258
76,0.12674206473366836,1.168553476765771,0.1356331405477387,1.405616768468938,0.1393146902361809,1.5384466973955457,0.14321376522613066,1.6400376237434555,0.14517761832663317,1.6995104492084723,0.14670713420603015,1.749826075108997,0.1107485173718593,1.6874014892839508
77,0.12807737708542716,1.160225744256754,0.13686834467336684,1.3971469894186375,0.14051664522613067,1.5296904637559852,0.1443717946633166,1.6309525427555367,0.14631293329145728,1.6903632355224376,0.14782013053768844,1.740471113211275,0.11216122182412061,1.677910956885405
78,0.12941268943718595,1.1520957210570715,0.13810354879899497,1.3888430382392918,0.1417186002160804,1.5210823416059385,0.14552982410050253,1.6220213482194956,0.14744824825628142,1.6813523640684118,0.14893312686934673,1.731248103139658,0.11357392627638191,1.6685502301054111
79,0.13074800178894475,1.1441574595666784,0.1393387529246231,1.380700255490956,0.14292055520603014,1.512618693744388,0.14668785353768843,1.6132413729367965,0.14858356322110555,1.6724755067968382,0.15004612320100502,1.72215519844221,0.11498663072864322,1.6593169619206798
80,0.13208331414070354,1.1364051029240607,0.14057395705025125,1.3727140538016749,0.1441225101959799,1.5042959364771158,0.1478458829748744,1.6046099690411544,0.14971887818592966,1.663730356312295,0.1511591195326633,1.7131905618218002,0.11639933518090452,1.6502088334618121
81,0.13341862649246233,1.128832885006236,0.14180916117587938,1.3648799178674786,0.14532446518592965,1.496110539616705,0.1490039124120603,1.59612450799853,0.15085419315075377,1.655114625873495,0.1522721158643216,1.7043523651361019,0.11781203963316583,1.6412235540132962
82,0.13475393884422113,1.1214351304287509,0.14304436530150752,1.3571934044523841,0.1465264201758794,1.488059026482543,0.15016194184924625,1.5877823806071385,0.1519895081155779,1.6466260493932863,0.1533851121959799,1.6956387893975946,0.11922474408542713,1.6323588610135105
83,0.13608925119597992,1.114206254545683,0.14427956942713568,1.3496501423883953,0.14772837516582915,1.4801379739008174,0.15131997128643215,1.5795809969974424,0.15312482308040204,1.6382623814386519,0.15449810852763818,1.6870480247735622,0.12063744853768844,1.6236125200547211
84,0.13742456354773872,1.1071407634496433,0.14551477355276382,1.342245832575503,0.1489303301557789,1.4723440122045162,0.1524780007236181,1.5715177866321541,0.15426013804522615,1.6300213972307116,0.15561110485929647,1.678578270586093,0.12205015298994976,1.6149823248830841
85,0.1387598758994975,1.1002332539717696,0.14674997767839196,1.334976247981686,0.15013228514572866,1.4646738252334304,0.15363603016080402,1.5635901983062377,0.15539545301005026,1.6219008926447183,0.15672410119095476,1.670227735312082,0.12346285744221105,1.6064660973986433
86,0.1400951882512563,1.0934784136817322,0.1479851818040201,1.327837233642907,0.1513342401356784,1.457124150334153,0.15479405959798997,1.5557957001469074,0.15653076797487436,1.6138986842100627,0.15783709752261305,1.6619946365832279,0.12487556189447237,1.5980616876553317
87,0.1414305006030151,1.0868710208877332,0.14922038592964823,1.3208247066631178,0.15253619512562813,1.449691778360077,0.15595208903517588,1.548131779613624,0.1576660829396985,1.6060126091102669,0.15895009385427133,1.6538772011860337,0.12628826634673368,1.5897669738609719
88,0.1427658129547739,1.0804059446365044,0.15045559005527637,1.3139346562142569,0.1537381501155779,1.4423735536713989,0.1571101184723618,1.5405959434981011,0.15880139790452263,1.5982405251829928,0.16006309018592962,1.6458736650618087,0.12770097079899498,1.5815798623772745
89,0.14410112530653268,1.0740781447133076,0.1516907941809045,1.3071631435362505,0.15494010510552764,1.435166374135115,0.15826814790954774,1.5331857179243022,0.15993671286934674,1.5905803109200338,0.1611760865175879,1.6379822733066671,0.1291136752512563,1.573498287719839
90,0.14543643765829148,1.0678826716419367,0.15292599830653267,1.3005063019370082,0.1561420600954774,1.4280671911250251,0.15942617734673367,1.52589864834844,0.16107202783417085,1.5830298654673207,0.1622890828492462,1.6302012801715278,0.1305263797035176,1.5655202125581542
91,0.14677175001005027,1.061814666684715,0.1541612024321608,1.2939603367924297,0.15734401508542714,1.4210730095217277,0.1605842067839196,1.5187322995589767,0.16220734279899499,1.575587108624918,0.1634020791809045,1.6225289490621142,0.1319390841557789,1.5576436277155972
92,0.14810706236180907,1.0558693618424981,0.15539640655778894,1.2875215255463992,0.15854597007537688,1.4141808877126278,0.16174223622110553,1.511684255676625,0.16334265776381912,1.5682499808470287,0.16451507551256278,1.6149635525389558,0.13335178860804023,1.5498665521694341
93,0.14944237471356786,1.0500420798546712,0.15663161068341708,1.2811862177107907,0.15974792506532665,1.4073879375919254,0.16290026565829147,1.5047521201543486,0.16447797272864323,1.5610164432419857,0.1656280718442211,1.6075033723173857,0.13476449306030153,1.54218703305082
94,0.15077768706532665,1.04432823419915,0.15786681480904521,1.2749508348654621,0.16094988005527638,1.4006913245606287,0.1640582950954774,1.4979335157773592,0.16561328769346734,1.5538844775722622,0.1667410681758794,1.6001466992675435,0.13617719751256283,1.5346031456447988
95,0.15211299941708545,1.0387233290923814,0.15910201893467335,1.2688118706582596,0.16215183504522612,1.3940882675265418,0.16521632453266333,1.4912260846631193,0.16674860265829147,1.5468520862544644,0.16785406450753768,1.5928918334143733,0.13758990196482412,1.5271129933903032
96,0.15344831176884424,1.0332229594893443,0.1603372230603015,1.2627658908050168,0.1633537900351759,1.3875760389042746,0.16637435396984926,1.4846274882613426,0.16788391762311558,1.5399172923593336,0.16896706083919596,1.585737083937623,0.13900260641708545,1.5197147078801545
97,0.15478362412060304,1.0278228110835452,0.16157242718592965,1.2568095330895508,0.16455574502512563,1.3811519646152388,0.1675323834070352,1.4781354073539896,0.16901923258793972,1.5330781396117463,0.17008005717085425,1.578680769171847,0.14041531086934675,1.5124064488610638
98,0.15611893647236183,1.0225186603070258,0.1628076313115578,1.2509395073636695,0.1657577000150754,1.374813424087642,0.1686904128442211,1.4717475420552755,0.17015454755276382,1.5263326923907137,0.17119305350251254,1.5717212166064032,0.14182801532160805,1.505186404233629
99,0.15745424882412062,1.0173063743303534,0.16404283543718592,1.2451525955471658,0.16695965500502513,1.3685578502565008,0.16984844228140705,1.4654616118116595,0.17128986251758793,1.5196790357293843,0.17230604983417083,1.5648567628854568,0.14324071977386937,1.4980527900523393
100,0.15878956117587942,1.0121819110626302,0.16527803956281406,1.239445651627821,0.16816160999497487,1.3623827295636284,0.17100647171859296,1.4592753554018567,0.17242517748241207,1.513115275315041,0.17341904616582915,1.5580857538079766,0.14465342422613067,1.491003850525571
101,0.1601248735276382,1.0071413191514855,0.1665132436884422,1.2338156016613997,0.16936356498492464,1.3562856019576421,0.17216450115577892,1.4531865309368266,0.1735604924472362,1.506639537489101,0.17453204249748744,1.551406544327735,0.14606612867839197,1.4840378580155895
102,0.161460185879397,1.002180737983085,0.16774844781407033,1.2282594437716567,0.17056551997487437,1.3502640608939593,0.17332253059296482,1.4471929158597838,0.1746958074120603,1.5002499692471174,0.17564503882914573,1.544817498553313,0.14747883313065327,1.4771531130385502
103,0.1627954982311558,0.9972963976821174,0.16898365193969847,1.2227742481503316,0.1717674749648241,1.3443157533347998,0.17448056003015078,1.4412923069461896,0.17583112237688442,1.493944738238779,0.17675803516080402,1.5383169897480906,0.1488915375829146,1.4703479442644958
104,0.1641308105829146,0.9924846191118082,0.1702188560653266,1.2173571570571537,0.17296942995477388,1.3384383797491828,0.17563858946733668,1.4354825203037556,0.17696643734170855,1.487722032767909,0.1778710314924623,1.5319034003302612,0.1503042420351759,1.4636207085173591
105,0.1654661229346734,0.987741813873912,0.17145406019095477,1.2120053848198342,0.17417138494472362,1.332629694112935,0.17679661890452264,1.4297613913724447,0.1781017523065327,1.4815800617924655,0.1789840278241206,1.5255751218728157,0.1517169464874372,1.4569697907749604
106,0.16680143528643218,0.9830644843087133,0.1726892643165829,1.2067162178340767,0.17537333993467338,1.326887503908679,0.17795464834170854,1.4241267749244675,0.1792370672713568,1.4755170549245435,0.18009702415577888,1.5193305551035539,0.15312965093969852,1.4503936041690102
107,0.16813674763819098,0.9784492234950282,0.17392446844221104,1.2014870145635665,0.17657529492462312,1.3212096701258398,0.17911267777889447,1.4185765450642869,0.1803723822361809,1.4695312624303698,0.18121002048743717,1.5131681099050787,0.15454235539195982,1.443890589985107
