name,p/b = 1,p/b = 1,p/b = 1/12,p/b = 1/12,p/b = 1/3,p/b = 1/3,p/b = 1/6,p/b = 1/6,p/b = 2/3,p/b = 2/3
axis,a/b,L<sub>R</sub>,a/b,L<sub>R</sub>,a/b,L<sub>R</sub>,a/b,L<sub>R</sub>,a/b,L<sub>R</sub>
32,0.946674869350616,0.19444959201486586,0.9586884129971092,0.25300186052074874,0.9490827851749843,0.2548762153474858,0.9447944503385954,0.3279433856894063,0.9446282814578222,0.32675314672267936
33,0.9760570546853815,0.2023083879434264,0.9882240075809545,0.25936964645564353,0.9783147690799892,0.2643010475749791,0.9741798028330382,0.33227621295675486,0.9738699038623022,0.33553258118819135
34,1.005439240020147,0.21022012604811058,1.0177596021648,0.264921703229287,1.0075467529849937,0.2739786585952665,1.0035651553274807,0.33655372948970846,1.0031115262667822,0.34477429523784836
35,1.0348214253549126,0.21788057196648958,1.0472951967486457,0.26965734015954634,1.0367787368899986,0.2836456120554327,1.0329505078219234,0.3405559354278263,1.0323531486712623,0.3528942422759501
36,1.0642036106896782,0.22572395909719276,1.076830791332491,0.27327230526905716,1.0660107207950034,0.2930960619623883,1.0623358603163662,0.3445865120868541,1.061594771075742,0.3605803881264642
37,1.0935857960244437,0.23309565169457816,1.1063663859163364,0.2757696029085883,1.095242704700008,0.3021396174024003,1.091721212810809,0.3483508030411589,1.090836393480222,0.3675113432110044
38,1.1229679813592093,0.2406481999214062,1.135901980500182,0.27710385691919437,1.1244746886050128,0.31015727174776614,1.1211065653052514,0.35229754756869447,1.1200780158847021,0.3740058490313686
39,1.1523501666939748,0.2484078458971598,1.1654375750840276,0.2774201128168789,1.1537066725100176,0.31726042295548235,1.1504919177996942,0.3559880725363665,1.149319638289182,0.37999566618464165
40,1.1817323520287404,0.2558611491358171,1.194973169667873,0.27752163939813107,1.1829386564150224,0.3236252169388052,1.179877270294137,0.35970731274662415,1.178561260693662,0.3854634400804076
41,1.211114537363506,0.2630251978481145,1.2245087642517183,0.27751490237405996,1.2121706403200272,0.3297165769514616,1.2092626227885797,0.36293824795911594,1.207802883098142,0.39102140052392426
42,1.2404967226982715,0.2697370054341537,1.2540443588355639,0.27796565012673946,1.2414026242250318,0.3353911346180558,1.2386479752830224,0.36531273648636403,1.2370445055026218,0.3960206676909933
43,1.269878908033037,0.2758070749633419,1.2835799534194094,0.27830352316459533,1.2706346081300366,0.34120442754815816,1.2680333277774651,0.3673882533501679,1.2662861279071018,0.4006135148154637
44,1.2992610933678026,0.2818949900040378,1.3131155480032548,0.2787405913704056,1.2998665920350414,0.34723495248614716,1.2974186802719077,0.3692803699241545,1.2955277503115818,0.40498277353031487
45,1.3286432787025682,0.2882614337987857,1.3426511425871002,0.27960494684787157,1.3290985759400462,0.3535659608993565,1.3268040327663504,0.3711724623380661,1.3247693727160617,0.40930977873234003
46,1.3580254640373337,0.2949040014051268,1.3721867371709457,0.28047041917475124,1.358330559845051,0.3601499859846849,1.3561893852607931,0.37301107211908674,1.3540109951205417,0.41368043322980697
47,1.3874076493720993,0.3014854250249951,1.4017223317547913,0.2814694202017969,1.3875625437500556,0.36633758142220635,1.3855747377552359,0.37485643072573793,1.3832526175250217,0.418018298734253
48,1.4167898347068646,0.3081139485201266,1.4312579263386367,0.28229121747243424,1.4167945276550604,0.37243397497671604,1.4149600902496786,0.37685757283649873,1.4124942399295015,0.4220373272582168
49,1.4461720200416301,0.3145958723415997,1.460793520922482,0.28307488674665743,1.4460265115600652,0.37819592209587266,1.4443454427441214,0.37876401345913707,1.4417358623339815,0.4257410869994809
50,1.4755542053763957,0.3207951298684365,1.4903291155063276,0.28397599618923275,1.47525849546507,0.3839016898803953,1.4737307952385639,0.3804623391902074,1.4709774847384616,0.42917917215791407
51,1.5049363907111613,0.3268031958439662,1.5198647100901732,0.2850072279548295,1.5044904793700749,0.3890615952449442,1.5031161477330066,0.3818544404679712,1.5002191071429414,0.4323083726331238
52,1.5343185760459268,0.3327844514581713,1.5494003046740186,0.2860283324832617,1.5337224632750794,0.393943067074973,1.5325015002274494,0.38313130464331946,1.5294607295474214,0.43553150563555276
53,1.5637007613806924,0.3388230261036507,1.578935899257864,0.2871730842563621,1.5629544471800842,0.39878144706329927,1.561886852721892,0.3842355329254114,1.5587023519519014,0.4386587460267254
54,1.593082946715458,0.34466200615198817,1.6084714938417095,0.2884288885749862,1.592186431085089,0.4039940101302716,1.5912722052163348,0.38533100057435354,1.5879439743563812,0.44191685208206416
55,1.6224651320502235,0.3499324814712612,1.638007088425555,0.2897607072620687,1.6214184149900939,0.4092710054100706,1.6206575577107776,0.38644575861158115,1.6171855967608613,0.4447133567394776
56,1.651847317384989,0.3551879761038886,1.6675426830094005,0.29110911491219826,1.6506503988950987,0.4150906822028388,1.65004291020522,0.38772664976356275,1.6464272191653413,0.4473197009419681
57,1.6812295027197546,0.35997031104035065,1.6970782775932458,0.2925080112699333,1.6798823828001033,0.42099806328888734,1.6794282626996628,0.38891529223143895,1.675668841569821,0.44985673950703214
58,1.7106116880545201,0.36438690855837264,1.7266138721770914,0.2936981115423292,1.709114366705108,0.42674168215198155,1.7088136151941056,0.390258826417766,1.7049104639743011,0.4524309737519806
59,1.7399938733892857,0.36869320807246114,1.756149466760937,0.2947215672541751,1.738346350610113,0.4318660877871133,1.7381989676885483,0.39142894470309647,1.7341520863787812,0.4549044292825418
60,1.7693760587240512,0.37295725914694,1.7856850613447823,0.2955884996018559,1.7675783345151177,0.43625357001041515,1.767584320182991,0.3925985130766378,1.763393708783261,0.4571837196361055
61,1.7987582440588168,0.37745480390621544,1.8152206559286277,0.29635820577834204,1.7968103184201225,0.43994391962469126,1.7969696726774338,0.3936979564149143,1.792635331187741,0.4595864571228002
62,1.8281404293935823,0.38202633834559596,1.8447562505124733,0.2970133514438465,1.826042302325127,0.44291673437043155,1.8263550251718763,0.39483296695918607,1.821876953592221,0.461754567918885
63,1.857522614728348,0.38635439549175843,1.8742918450963189,0.29742701877699756,1.855274286230132,0.44577256988446506,1.855740377666319,0.3960741082476538,1.8511185759967008,0.4637986708506125
64,1.8869048000631135,0.39067141679502576,1.9038274396801642,0.297762462361611,1.8845062701351367,0.4485950420242328,1.8851257301607618,0.3974094279230678,1.8803601984011808,0.46563128627229483
65,1.916286985397879,0.394795009939455,1.9333630342640096,0.29816390255593844,1.9137382540401415,0.45177773988706393,1.9145110826552045,0.3989222149608907,1.9096018208056609,0.46743791960154923
66,1.9456691707326446,0.39900663989899443,1.9628986288478552,0.2985742142892865,1.9429702379451463,0.45551973456610945,1.9438964351496473,0.40045954564087805,1.9388434432101407,0.46944530150310426
67,1.9750513560674101,0.40321597478046534,1.9924342234317007,0.299206587366061,1.972202221850151,0.45946918293118244,1.9732817876440898,0.4021940192318291,1.9680850656146207,0.47147481853622364
68,2.0044335414021757,0.40736316391833793,2.021969818015546,0.29970092809160287,2.0014342057551557,0.4638413094323328,2.0026671401385325,0.4039942452992439,1.9973266880191007,0.47352431806861617
69,2.033815726736941,0.41140219224935465,2.0515054125993912,0.30018134845071054,2.0306661896601605,0.4676560765114628,2.0320524926329755,0.40566961510190286,2.0265683104235803,0.4756841462984457
70,2.0631979120717068,0.4154380515655118,2.081041007183237,0.3005786589953611,2.0598981735651654,0.47106424740203845,2.061437845127418,0.4072581180171807,2.0558099328280606,0.4778153058006215
71,2.092580097406472,0.41937428760829026,2.1105766017670824,0.3007678403922683,2.08913015747017,0.4738483455770109,2.0908231976218605,0.4085319635113087,2.0850515552325404,0.48003875991604045
72,2.121962282741238,0.42299332687729185,2.1401121963509278,0.3008806698337596,2.118362141375175,0.47609518078260127,2.1202085501163035,0.40948546995024504,2.11429317763702,0.48227963466357926
73,2.151344468076003,0.42637747994968733,2.169647790934773,0.30098358486410876,2.14759412528018,0.47826399949863113,2.149593902610746,0.4101098149037096,2.1435348000415004,0.4844126967468422
74,2.180726653410769,0.42945069413287607,2.1991833855186185,0.30111242070088734,2.176826109185184,0.48025703301362316,2.178979255105189,0.4105980395898381,2.1727764224459802,0.4863347646942075
75,2.2101088387455343,0.4323316915186299,2.2287189801024643,0.3012874534847866,2.206058093090189,0.48207090878591574,2.2083646075996315,0.41103130753043166,2.20201804485046,0.4882266918156072
76,2.2394910240803,0.43523004384641034,2.2582545746863096,0.3015473394781707,2.2352900769951938,0.4834465102625268,2.237749960094074,0.4114322944507384,2.2312596672549403,0.4901706412055498
77,2.2688732094150654,0.438256851135486,2.287790169270155,0.30199179739583404,2.2645220609001986,0.4846792266577293,2.267135312588517,0.4118989268406203,2.26050128965942,0.4918701398041344
78,2.298255394749831,0.44107083361010535,2.317325763854001,0.302492585055004,2.2937540448052034,0.4861711287728266,2.2965206650829595,0.41261769897345746,2.2897429120639,0.4934044362140155
79,2.3276375800845965,0.44382653811172346,2.346861358437846,0.3030104233070692,2.322986028710208,0.48780860260920395,2.3259060175774025,0.4131579110928349,2.31898453446838,0.4951113260429513
80,2.3570197654193623,0.44651632983075223,2.3763969530216915,0.3035779411254168,2.352218012615213,0.4894586829742511,2.355291370071845,0.4138571516488687,2.34822615687286,0.4970218747724493
81,2.3864019507541276,0.44908068430181525,2.405932547605537,0.304082488868103,2.381449996520218,0.4911047564745429,2.384676722566288,0.41425638885339044,2.3774677792773398,0.4992400836914944
82,2.4157841360888934,0.45194893380248824,2.4354681421893822,0.3045400174075057,2.4106819804252226,0.49210554445111326,2.4140620750607305,0.4145626165701982,2.40670940168182,0.5018771826054994
83,2.4451663214236588,0.4546381144678512,2.465003736773228,0.3049257663251092,2.4399139643302274,0.4928193670017359,2.443447427555173,0.4149102139274428,2.4359510240863,0.5044903488057146
84,2.4745485067584245,0.4573121127973298,2.4945393313570734,0.3052141359605958,2.469145948235232,0.49335822987054306,2.472832780049616,0.4154016770794345,2.4651926464907796,0.5067438195374802
85,2.50393069209319,0.4599878600311327,2.5240749259409188,0.3054345662139621,2.4983779321402366,0.49414040002136395,2.5022181325440584,0.4161388537549167,2.49443426889526,0.5088463031670164
86,2.5333128774279556,0.4627337336339551,2.5536105205247646,0.30558831687759996,2.5276099160452414,0.4951016330088784,2.5316034850385014,0.4169893270263022,2.5236758912997397,0.5109121470259294
87,2.562695062762721,0.4655148424719405,2.58314611510861,0.30575444487509906,2.5568418999502462,0.4962194333233705,2.560988837532944,0.4179922693214216,2.5529175137042195,0.5128588801273181
88,2.5920772480974867,0.468172665915387,2.6126817096924553,0.3059745220489764,2.586073883855251,0.4980439526598456,2.5903741900273864,0.4190207159116301,2.5821591361086997,0.5146603426151802
89,2.621459433432252,0.47074971634373575,2.6422173042763006,0.30624974457772824,2.615305867760256,0.49984904093833865,2.6197595425218294,0.42007400263199174,2.6114007585131795,0.5162065169694343
90,2.650841618767018,0.4731831692338794,2.671752898860146,0.30651500737205845,2.6445378516652607,0.5019302630814645,2.649144895016272,0.4211513938030544,2.6406423809176593,0.5175931516327803
91,2.680223804101783,0.4756298047791099,2.701288493443992,0.3067613176780769,2.6737698355702655,0.5042538123436886,2.678530247510715,0.42219656573105524,2.6698840033221396,0.5191766329336223
92,2.709605989436549,0.47790063366500607,2.730824088027837,0.30701022225980823,2.7030018194752703,0.5066523248645859,2.7079156000051574,0.4231794554633752,2.6991256257266194,0.5202682631716125
93,2.7389881747713143,0.4801047076215744,2.7603596826116825,0.307223325201172,2.732233803380275,0.5090937875390543,2.7373009524996004,0.42405474890292816,2.728367248131099,0.5208637408864929
94,2.76837036010608,0.4822584637503437,2.7898952771955283,0.307412870109628,2.7614657872852795,0.5114407683256377,2.766686304994043,0.424867909939066,2.7576088705355795,0.5212875708502975
95,2.7977525454408454,0.48440709412549326,2.8194308717793737,0.3075613570601319,2.7906977711902843,0.5136038151311134,2.7960716574884854,0.4255428709620297,2.7868504929400593,0.5218610868117418
96,2.8271347307756107,0.4865278734134534,2.848966466363219,0.3076891931748759,2.819929755095289,0.5152184150679907,2.8254570099829284,0.42609239782478797,2.816092115344539,0.522682782000499
97,2.8565169161103765,0.48857369514098525,2.8785020609470644,0.30780213158042463,2.849161739000294,0.5164923080014984,2.854842362477371,0.42635993843192643,2.8453337377490193,0.5235925187674417
98,2.885899101445142,0.490535890251111,2.9080376555309098,0.3078996148355662,2.8783937229052987,0.517175379937222,2.884227714971814,0.42648160307918453,2.874575360153499,0.5243291417468565
99,2.9152812867799076,0.4926494888822627,2.9375732501147556,0.30794638646447914,2.9076257068103035,0.5175721852633115,2.9136130674662564,0.4266927694354799,2.903816982557979,0.5248845183973747
