name,2024-T3_T351 and 7475-T761_T7651,2024-T3_T351 and 7475-T761_T7651,2324-T39,2324-T39,7075-T6_T651,7075-T6_T651,70785-T73_T7351,70785-T73_T7351,7079-T6_ T651,7079-T6_ T651,7150-T651,7150-T651,7178 - T6_ T651,7178 - T6_ T651,7475-T61_T651,7475-T61_T651,A357-T6 _CHILLED_,A357-T6 _CHILLED_,A357-T6 _UNCHILLED_,A357-T6 _UNCHILLED_
axis,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $,t,$K_c \text{ ksi}\sqrt{\text{in}} $
13,0.14899384605762495,143.28006176373637,0.14743798318609935,151.27905959226706,0.15326087517754522,70.27179765468925,0.15029309363668952,88.9827581956699,0.15244725132806702,82.22250988958956,0.15491501292854337,76.45418581241444,0.15501062838975754,43.53444148819122,0.1498424480713865,116.15239553928961,0.15389568581039703,49.501488858113625,0.15562866565886413,38.66690339784948
14,0.16041726991090507,142.94382598987113,0.15878669536085435,150.94668711293255,0.16494214235826635,70.0502297937006,0.16175401284474927,88.73604548335798,0.1640447544482898,81.94690745012456,0.16655352718309915,76.17759393537385,0.16688979098221404,43.1415246512779,0.16135873330364583,115.87806965776097,0.16582200526193785,48.93890164108947,0.16756171595751249,38.23079768193251
15,0.17184069376418518,142.5811678090305,0.17013540753560938,150.58796129239985,0.1766234095389875,69.82476093564009,0.17321493205280905,88.48176516088567,0.17564225756851257,81.66040660960797,0.1781920414376549,75.89607042261896,0.1787689535746705,42.75111478551255,0.1728750185359052,115.58077764957876,0.17774832471347868,48.36009034958103,0.17949476625616081,37.78565309409172
16,0.18326411761746528,142.19253181169967,0.1814841197103644,150.2032747805971,0.18830467671970866,69.5956106119585,0.1846758512608688,88.22043846277502,0.18723976068873535,81.36355651903631,0.1898305556922107,75.60988592977868,0.190648116167127,42.36334945901707,0.18439130376816454,115.26105065066305,0.1896746441650195,47.76663773236437,0.19142781655480917,37.33245536295833
17,0.19468754147074538,141.7783695366872,0.19283283188511943,149.79302952410404,0.1999859439004298,69.36299280726713,0.19613677046892855,87.9525721217686,0.19883726380895814,81.05689395700168,0.20146906994676647,75.31930446401691,0.2025272787595835,41.97836300247484,0.19590758900042388,114.91941991678571,0.20160096361656032,47.160087277959626,0.20336086685345753,36.87216586246553
18,0.20611096532402548,141.33913947112507,0.20418154405987446,149.35763676615204,0.21166721108115097,69.12711595933784,0.20759768967698833,87.67865836882953,0.2104347669291809,80.74094332969182,0.21310758420132223,75.02458338403243,0.21440644135203998,41.59628650913073,0.20742387423268324,114.55641682357042,0.21352728306810115,46.541943214630884,0.21529391715210586,36.405721611848485
19,0.2175343891773056,140.87530705046856,0.21553025623462946,148.8975170466241,0.2233484782618721,68.888182959103,0.21905860888504808,87.39917493314144,0.22203227004940368,80.41621667089012,0.224746098455878,74.72597340005899,0.22628560394449648,41.21724783479108,0.21894015946494258,114.17257286649262,0.22545360251964197,45.913670510386275,0.2272269674507542,35.93403527564435
20,0.2289578130305857,140.38734465849646,0.22687896840938448,148.41310020205478,0.23502974544259325,68.64639115065555,0.23051952809310786,87.11458504210852,0.23362977316962646,80.08321364197563,0.23638461271043376,74.42371857386526,0.23816476653695295,40.84137159782374,0.23045644469720195,113.76841966087956,0.2373799219711828,45.27669487297794,0.23916001774940254,35.457995163692246
21,0.2403812368838658,139.87573162731076,0.2382276805841395,147.90482536563033,0.2467110126233144,68.40193233124891,0.2419804473011676,86.82533742135544,0.24522727628984922,79.74242153192299,0.24802312696498954,74.11805631875481,0.2500439291294094,40.46877917915804,0.24197272992946128,113.34448894191033,0.24930624142272362,44.63240274990202,0.2510930680480509,34.97846523113328
22,0.2518046607371459,139.340954237337,0.24957639275889454,147.37314096718848,0.25839227980403556,68.15499275129716,0.2534413665092274,86.53186629472744,0.25682477941007203,79.39431525730245,0.2596616412195453,73.80921739956618,0.26192309172186595,40.09958872228481,0.2534890151617206,112.90131256461576,0.26123256087426444,43.98214132839867,0.26302611834669926,34.496285078410544
23,0.263228084590426,138.78350571732398,0.26092510493364957,146.81850473321873,0.2700735469847567,67.90575311437478,0.26490228571728713,86.23459138429027,0.26842228253029476,79.03935736227999,0.2713001554741011,73.49742593267283,0.2738022543143224,39.733915133256346,0.26500530039397996,112.4394225038785,0.27315888032580526,43.32721853545205,0.2749591686453476,34.01226995126909
24,0.2746515084437061,138.20388624434395,0.2722738171084046,146.24138368686206,0.2817548141654779,67.65438857721689,0.2763632049253469,85.93391791033024,0.28001978565051755,78.67799801861712,0.2829386697286569,73.18289938598312,0.28568141690677895,39.37187008068645,0.2765215856262393,111.95935085443301,0.28508519977734614,42.66890303779033,0.28689221894399597,33.527210740755976
25,0.2860749322969862,137.60260294379245,0.2836225292831596,145.6422541479111,0.29343608134619903,67.40106874971913,0.28782412413340663,85.63023659135413,0.29161728877074033,78.31067502567106,0.29457718398321264,72.86584857894039,0.2975605794992354,39.013561995750415,0.2880378708584987,111.4616298308655,0.29701151922888697,42.008424241885706,0.2988252692426443,33.0418739832202
26,0.2974983561502663,136.9801698893885,0.29497124145791465,145.02160173281015,0.3051173485269202,67.14595769493765,0.29928504334146644,85.3239236440893,0.3032147918909631,77.9378138103946,0.3062156982377684,72.54647768252288,0.3094397420916919,38.65909607218501,0.29955415609075803,110.94679176761403,0.3089378386804278,41.346972293954366,0.3107583195412926,32.55700186031279
27,0.3089217800035465,136.33710810317444,0.3063199536326696,144.37992135465507,0.3167986157076413,66.88921392908918,0.3107459625495262,85.01534078348364,0.3148122950111859,77.55982742733623,0.31785421249232415,72.22498421924375,0.32131890468414837,38.3085742662885,0.31107044132301737,110.41536911896841,0.3208641581319686,40.685698079956516,0.32269136983994096,32.073312198986706
28,0.3203452038568266,135.67394555551599,0.31766866580742464,143.71771722319326,0.32847988288836244,66.63099042155095,0.32220688175758594,84.70483522270554,0.3264097981314087,77.17711655864002,0.32949272674687996,71.90155906315111,0.3331980672766049,37.96209529692065,0.3225867265552767,109.8678944590703,0.33279047758350944,40.025713225596384,0.33462442013858934,31.591498471496905
29,0.3317686277101067,134.99121716510226,0.32901737798217967,143.03550284482387,0.3401611500690836,66.37143459486076,0.3336678009656457,84.39273967314394,0.3380073012516314,76.7900695140457,0.3411312410014357,71.576386439828,0.34507722986906136,37.61975464550268,0.33410301178753604,109.30490048191311,0.34471679703505026,39.36809009632218,0.34655747043723767,31.11222979540033
30,0.3431920515633868,134.28946479894572,0.3403660901569347,142.33380102259756,0.35184241724980475,66.11068832471695,0.3451287201737055,84.07937234440828,0.3496048043718542,76.39906223088862,0.35276975525599147,71.2496439263924,0.35695639246151784,37.28164455601735,0.34561929701979544,108.72692000134205,0.3566431164865911,38.71386179732613,0.358490520735886,30.636150933555903
31,0.3546154754166669,133.56923727238225,0.3517148023316897,141.61314385621662,0.3635236844305259,65.84888793997838,0.35658963938176524,83.76503694432859,0.361202307492077,76.00445827409978,0.3644082695105473,70.92150245149716,0.36883555505397436,36.947854035008845,0.3571355822520548,108.13448595105416,0.3685694359381319,38.06402217354451,0.3704235710345344,30.1638822941245
32,0.366038899269947,132.83109034907108,0.36306351450644475,140.874072742035,0.37520495161124706,65.5861642226645,0.368050558589825,83.45002267895535,0.3727998106122998,75.6066088362058,0.37604678376510303,70.59212629533016,0.38071471764643083,36.61846885158289,0.3686518674843141,107.52813138459825,0.38049575538967273,37.41952580965754,0.3823566213331827,29.69601993056901
33,0.3774623231232271,132.07558674099482,0.3744122266811998,140.1171383730582,0.3868862187919682,65.32264240795521,0.37951147779788474,83.13460425255965,0.38439731373252256,75.20585273732893,0.3876852980196588,70.2616730896141,0.3925938802388873,36.29357153740669,0.38016815271657345,106.90838947537492,0.39242207484121355,36.78128803008953,0.39428967163183104,29.233135541654278
34,0.3888857469765072,131.30329610845945,0.3857609388559548,139.34290073894334,0.3985674859726894,65.05844218419107,0.3909723970059445,82.81904186763305,0.39599481685274535,74.80251642518708,0.3993238122742146,69.93029381760672,0.40447304283134383,35.973241386708914,0.3916844379488328,106.27579351663658,0.4043483942927544,36.150184899008714,0.4062227219304794,28.775776471447134
35,0.4003091708297873,130.51479506009437,0.39710965103070983,138.5519291259992,0.41024875315341053,64.79367769287308,0.4024333162140043,82.50358122488767,0.40759231997296813,74.39691397509377,0.41096232652877035,69.5981328141006,0.4163522054238003,35.65755445627975,0.4032007231810922,105.63087692148744,0.4162747137442952,35.5270532203274,0.41815577222912775,28.324465709316385
36,0.4117325946830674,129.7106671528523,0.40845836320546486,137.7448021171861,0.4219300203341317,64.52845752866281,0.41389423542206405,82.18845352325613,0.41918982309319086,73.98934708995814,0.4226008407833261,69.26532776542328,0.4282313680162568,35.346583565470844,0.4147170084133515,104.97417322288351,0.428201033195836,34.91269053770189,0.4300888225277761,27.879701889932832
37,0.4231560185363475,128.89150289200938,0.4198070753802199,136.922107592116,0.43361128751485284,64.2628847393824,0.4253551546301238,81.87387545989162,0.43078732621341365,73.58010510028502,0.4342393550378819,68.93200970943725,0.4401105306087133,35.04039829619536,0.42623329364561086,104.30621607363256,0.44012735264737685,34.307855134532474,0.44202187282642447,27.44195929326922
38,0.43457944238962765,128.05789973116512,0.43115578755497486,136.08444272705248,0.44529255469557394,63.99705682601451,0.43681607383818355,81.56004923016783,0.44238482933363643,73.16946496417481,0.44587786929243767,68.59830303553993,0.4519896932011698,34.739064992927936,0.4377495788778702,103.62753924639419,0.45205367209891767,33.71326603396347,0.4539549231250728,27.01168784460031
39,0.44600286624290775,127.21046207224238,0.4425044997297299,135.23241399491073,0.4569738218762951,63.73106574270233,0.44827699304624335,81.24716252767901,0.4539823324538592,72.75769126732357,0.4575163835469934,68.26432548466363,0.46386885579362624,34.442646762704705,0.44926586411012953,102.9386766336798,0.4639799915504585,33.12960299888322,0.4658879734237211,26.58931311450283
40,0.45742629009618785,126.34980126548743,0.4538532119044849,134.36663716525754,0.46865508905701625,63.4649978967496,0.4597379122543031,80.93538854423988,0.465579835574082,72.345036223023,0.4691548978015492,67.93018814927561,0.4757480183860827,34.151203475123275,0.4607821493423889,102.24016224785258,0.4759063110019993,32.55750653192405,0.47782102372236945,26.17523631885547
41,0.46884971394946795,125.47653560946989,0.46520192407923994,133.48773730431134,0.4803363562377374,63.198934148620616,0.47119883146236285,80.62488596988575,0.4771773386943048,71.93173967216045,0.480793412056105,67.5959954733781,0.48762718097853924,33.86479176234276,0.47229843457464826,101.5325302211275,0.4878326304535402,31.997577875462312,0.48975407402101784,25.769834318838925
42,0.48027313780274805,124.59129035108278,0.47655063625399496,132.59634877494207,0.49201762341845856,62.93294981194019,0.4826597506704226,80.31579899287244,0.4887748418145275,71.51802908321883,0.49243192631066074,67.26184525250818,0.4995063435709957,33.58346501908375,0.4838147198069076,100.81631480557134,0.49975894990508096,31.45037901161837,0.5016871243196662,25.373459620935844
43,0.49169656165602815,123.69469768554248,0.48789934842875,131.69311523667142,0.5036988905991797,62.66711465349369,0.49412066987848235,80.00825729967627,0.5003723449347504,71.10411955227679,0.5040704405652165,66.92782863373795,0.5113855061634522,33.307273402628326,0.49533100503916694,100.09205037310267,0.5116852693566218,30.916432662256575,0.5136201746183146,24.986440376930872
44,0.5031199855093083,122.78739675638879,0.499248060603505,130.7786896456726,0.5153801577799009,62.40149289322702,0.5055815890865422,79.70237607499416,0.5119698480549731,70.69021380300852,0.5157089548197723,66.59403011567437,0.5232646687559087,33.03626383282007,0.5068472902714263,99.36027141549187,0.5236115888081626,30.39622228898532,0.5255532249169629,24.60908038391063
45,0.5145434093625884,121.8700336554848,0.51059677277826,129.85373425477047,0.527061424960622,62.13614320424663,0.5170425082946019,79.39825600174348,0.5235673511751958,70.27650218668391,0.5273474690743281,66.26052754845935,0.5351438313483652,32.77047999206404,0.5183635755036856,98.62151254436111,0.5355379082597035,29.890192093156983,0.5374862752156112,24.241659084263713
46,0.5259668332158685,120.94326142301709,0.5219454849530151,128.91892061344146,0.5387426921413432,61.8711187128195,0.5285034275026617,79.09598326106217,0.5351648542954186,69.86316268216844,0.5389859833288838,65.92739213376976,0.5470229939408217,32.50996232532678,0.529879860735945,97.87630849118435,0.5474642277112443,29.398747015867976,0.5494193255142595,23.8844315656807
47,0.5373902570691486,120.00774004749552,0.53329419712777,127.97492956781365,0.5504239593220643,61.606466998373165,0.5399643467107215,78.7956295323087,0.5467623574156414,69.45036089592324,0.5506244975834396,65.59468842481736,0.5589021565332781,32.254748040136334,0.5413961459682043,97.12519410728733,0.5593905471627851,28.922252737958686,0.5613523758129079,23.53762856115414
48,0.5488136809224287,119.06413646575336,0.5446429093025251,127.0224512606667,0.5621052265027855,61.34223009349568,0.5514252659187812,78.49725199306205,0.5583598605358642,69.03825006200509,0.5622630118379954,65.26247432634887,0.5707813191257347,32.00487110658223,0.5529124312004636,96.36870436384763,0.571316866614326,28.461035680013556,0.5732854261115563,23.20145644897857
49,0.5602371047757088,118.1131245629473,0.5559916214772801,126.06218513143193,0.5737864936835066,61.07844448393566,0.562886185126841,78.20089331912177,0.569957363656087,68.62697104206636,0.5739015260925512,64.9308010946459,0.5826604817181912,31.76036225731548,0.5644287164327231,95.60737435189458,0.5832431860658668,28.015383002361002,0.5852184764102046,22.8760972527505
50,0.5716605286289889,117.15538517255735,0.5673403336520352,125.09483991619219,0.5854677608642278,60.81514110860226,0.5743471043349007,77.9065816845079,0.5815548667763097,68.21665232535511,0.5855400403471069,64.59971333752503,0.5945396443106477,31.521248987548592,0.5759450016649824,94.84173928230936,0.5951695055174077,27.585542605073464,0.597151526708853,22.561708641368433
51,0.583083952482269,116.19160607638692,0.5786890458267901,124.12113364768202,0.597149028044949,60.552345359565166,0.5858080235429605,77.614330761461,0.5931523698965325,67.80741002871498,0.5971785546016627,64.26924901433777,0.6064188069031041,31.287555555055558,0.5874612868972418,94.07233448582491,0.6070958249689484,27.171723127967397,0.6090845770075013,22.25842392903282
52,0.5945073763355491,115.22248200456278,0.5900377580015452,123.14179365528751,0.6088302952256701,60.290077082054616,0.5972689427510203,77.3241397204422,0.6047498730167553,67.3993478965853,0.6088170688562184,63.93943943597053,0.6182979694955606,31.05930298017186,0.5989775721295011,93.29969541302596,0.6190221444204893,26.774093950603245,0.6210176273061496,21.966352075246125
53,0.6059308001888292,114.24871463553514,0.6013864701763002,122.15755656504642,0.6205115624063913,60.02835057446137,0.60872986195908,77.03599323013317,0.6163473761369781,66.99255730100097,0.6204555831107742,63.610309264844666,0.6301771320880171,30.836509045794468,0.6104938573617604,92.52435763434903,0.6309484638720301,26.3927851922855,0.632950677604798,21.68557768481277
54,0.6173542240421094,113.27101259607747,0.6127351823510552,121.16916829964805,0.6321928295871123,59.767174588336744,0.6201907811671398,76.74986145743603,0.6279448792572009,66.58711724159257,0.63209409736533,63.28187651491647,0.6420562946804735,30.619188297381843,0.6220101425940198,91.74685684008249,0.642874783323571,26.027887712062615,0.6448837279034463,21.41616100783916
55,0.6287776478953895,112.29009146128675,0.6240838945258103,120.17738407843336,0.6438740967678335,59.5065523283926,0.6316517003751996,76.4657000674735,0.6395423823774237,66.1830943455863,0.6437326116198858,62.954152551677154,0.6539354572729301,30.40735204295393,0.6335264278262791,90.96772884036645,0.6548011027751117,25.67945310872712,0.6568167782020947,21.158137939733688
56,0.6402010717486696,111.30667375458327,0.6354326067005652,119.18296841739493,0.6555553639485546,59.24648145250133,0.6431126195832593,76.18345022358882,0.6511398854976465,65.78054286780399,0.6553711258744416,62.627142092152866,0.6658146198653866,30.20100835309217,0.6450427130585384,90.18750956519284,0.6667274222266526,25.347493720815468,0.668749828500743,20.91152002120671
57,0.6516244956019497,110.32148894771069,0.6467813188753203,118.18669512917688,0.6672366311292758,58.986954071695855,0.6545735387913191,75.90303858734573,0.6627373886178692,65.37950469066311,0.6670096401289973,62.300843204904695,0.6776937824578431,30.00016206093949,0.6565589982907978,89.40673506440538,0.6786537416781934,25.031982626608215,0.6806828787993914,20.67629443827057
58,0.6630479194552298,109.33527346073603,0.6581300310500753,117.18934732307504,0.6789178983099969,58.72795675016967,0.6660344579993788,75.62437731852854,0.6743348917380919,64.98000932417676,0.6786481543835531,61.97524731002862,0.6895729450502995,29.8048147622003,0.6680752835230571,88.6259415076996,0.6905800611297342,24.732853644129843,0.6926159290980397,20.452424022239597
59,0.6744713433085099,108.34877066204977,0.6694787432248304,116.19171740503674,0.6905991654907181,58.46947050527678,0.6774953772074386,75.34736407514205,0.6859323948583147,64.58207390595368,0.6902866686381088,61.65033917915561,0.701452107642756,29.614964815140507,0.6795915687553166,87.8456651846228,0.702506380581275,24.450001331148904,0.704548979396688,20.239847249730083
60,0.68589476716179,107.3627308683657,0.6808274553995853,115.19460707766102,0.7022804326714392,58.211470807531754,0.6889562964154984,75.07188201341161,0.6975298979785375,64.18570320119824,0.7019251828926646,61.3260969354515,0.7133312702352125,29.4306073405875,0.6911078539875759,87.06644250457411,0.7144327000328159,24.183280985177934,0.7164820296953364,20.038478242660304
61,0.6973181910150701,106.37791134472099,0.6921761675743404,114.19882734019848,0.7139616998521604,57.95392758060968,0.7004172156235581,74.7977997877831,0.7091274010987603,63.79088960271042,0.7135636971472205,61.00249205361711,0.7252104328276691,29.251734221930157,0.7026241392198352,86.28880999680443,0.7263590194843567,23.932508643473483,0.7284150799939848,19.84820676825053
62,0.7087416148683502,105.3950763044762,0.7035248797490954,113.20519848855132,0.7256429670328816,57.696805201346194,0.7118781348316179,74.52497155092294,0.720724904218983,63.39761313088587,0.7252022114017762,60.67948935988816,0.7370895954201255,29.078334105118852,0.7141404244520946,85.51330431041647,0.7382853389358975,23.69746108303611,0.7403481302926331,19.668898239022997
63,0.7201650387216303,104.41499690931528,0.7148735919238505,112.21455011527338,0.7373242342136027,57.44006249973749,0.7233390540396776,74.25323695371804,0.7323224073392058,63.00584143371587,0.736840725656332,60.35704703203531,0.748968758012582,28.910392398665447,0.7256567096843539,84.74046221436473,0.7502116583874383,23.477875820610397,0.7522811805912815,19.500393712801912
64,0.7315884625749104,103.43845126924555,0.7262223040986054,111.22772110957011,0.7490055013943239,57.183652758940276,0.7347999732477374,73.98242114527588,0.7439199104594286,62.61552978678732,0.7484792399108877,60.03511659936414,0.7608479206050385,28.747891273643276,0.7371729949166133,83.9708205974555,0.7621379778389792,23.27345111268492,0.7642142308899298,19.34250989271348
65,0.7430118864281905,102.46622444259768,0.7375710162733604,110.24555965729854,0.760686768575045,56.92752371527183,0.7462608924557972,73.71233477292444,0.7555174135796514,62.22662109328273,0.7601177541654435,59.71364294271517,0.772727083197495,28.590809663687185,0.7486892801488726,83.20491646834688,0.7740642972905201,23.083845955492265,0.7761472811885781,19.195039127185865
66,0.7544353102814706,101.49910843602575,0.7489197284481155,109.26892324096734,0.7723680357557662,56.67161755820994,0.7577218116638569,73.44277398221227,0.7671149166998742,61.839045883980305,0.7717562684199992,59.392564294463845,0.7846062457899514,28.439123264993494,0.7602055653811319,82.44328695554877,0.7859906167420608,22.908680085009035,0.7880803314872264,19.057749409949224
67,0.7658587341347507,100.53790220450725,0.7602684406228705,108.29867863973678,0.7840493029364873,56.41587093039295,0.7691827308719167,73.1735204169084,0.778712419820097,61.45272231725384,0.783394782674555,59.07181223852055,0.7964854083824079,28.29280453632002,0.7717218506133913,81.68646930742284,0.7979169361936017,22.74753397695585,0.8000133817858748,18.930384380035687
68,0.7772821579880308,99.58341165134291,0.7716171527976255,107.33570192941872,0.7957305701172085,56.16021492761975,0.7806436500799764,72.90434121900242,0.7903099229403198,61.06755617907275,0.7950332969291108,58.75131171033058,0.8083645709748645,28.151822698986056,0.7832381358456506,80.93500089218257,0.8098432556451425,22.599948846797332,0.8119464320845232,18.812663321779365
69,0.7887055818413109,98.63644962815704,0.7829658649723805,106.38087848247667,0.8074118372979296,55.90457509884976,0.7921045692880362,72.63498902870445,0.8019074260605425,60.68344088300215,0.8066718111836666,58.4309809968742,0.8202437335673209,28.0161437368724,0.79475442107791,80.18941919789327,0.8217695750966834,22.465426649742113,0.8238794823831715,18.704281164816333
70,0.800129005694591,97.69783593489714,0.7943145771471356,105.43510296802572,0.8190931044786508,55.648871446202946,0.803565488496096,72.36520198444512,0.8135049291807653,60.300257470202695,0.8183103254382224,58.11073173666654,0.8321228961597774,27.88573039642133,0.8062707063101694,79.45026183247197,0.8336958945482241,22.34343008074284,0.8358125326818199,18.604908484084696
71,0.8115524295478711,96.76839731983422,0.8056632893218906,104.4992793518326,0.830774371659372,55.39301842495982,0.8150264077041557,72.09470372287562,0.825102432300988,59.91787460943077,0.8299488396927781,57.790468919757714,0.8440020587522339,27.760542186636613,0.8177869915424287,78.71806652368758,0.845622213999765,22.233382574496126,0.8477455829804682,18.514191499824456
72,0.8229758534011512,95.84896747956259,0.8170120014966457,103.57432089631558,0.8424556388400931,55.136924943561425,0.8264873269122155,71.82320337886763,0.8366999354212108,59.536148597038306,0.8415873539473339,57.47009088773276,0.8558812213446904,27.6405353790835,0.8293032767746881,77.99337111916076,0.8575485334513058,22.134668305442702,0.8596786332791165,18.43175207757767
73,0.8343992772544313,94.94038705899996,0.8283607136714006,102.66115016054465,0.8541369060208143,54.88049436360935,0.8379482461202752,71.55039558551339,0.8482974385414336,59.154923356972944,0.8532258682018896,57.14948933371163,0.8677603839371468,27.525663007888742,0.8408195620069474,77.27671358636395,0.8694748529028467,22.04663218776718,0.8716116835777649,18.357187728188325
74,0.8458227011077114,94.04350365138743,0.8397094258461557,101.76069900024132,0.8658181732015354,54.62362449986573,0.849409165328335,71.27596047412567,0.8598949416616564,58.774030440777906,0.8648643824564455,56.82854930234919,0.8796395465296034,27.41587486974057,0.8523358472392067,76.56863201262146,0.8814011723543874,21.968579875398305,0.8835447338764133,18.2900716078024
